曲线名称,日期,3月,6月,1年,3年,5年,7年,10年,30年
中债商业银行普通债收益率曲线(AAA),2020-09-07,2.6556,2.9403,3.0487,3.5238,3.6503,3.7412,3.8709,4.4607
中债国债收益率曲线,2020-09-07,2.3757,2.5909,2.6151,2.9968,3.1074,3.2085,3.1454,3.832
中债中短期票据收益率曲线(AAA),2020-09-08,2.8354,3.0801,3.2262,3.741,3.9939,4.0723,4.2059,
中债商业银行普通债收益率曲线(AAA),2020-09-08,2.6564,2.9303,3.0821,3.525,3.6608,3.7497,3.8794,4.4592
中债国债收益率曲线,2020-09-08,2.3633,2.58,2.5969,2.9862,3.0846,3.1958,3.123,3.8204
中债国债收益率曲线,2020-09-09,2.3873,2.6549,2.603,2.9363,3.0323,3.1531,3.0805,3.7891
中债商业银行普通债收益率曲线(AAA),2020-09-09,2.6583,2.9561,3.0869,3.5142,3.6655,3.7416,3.8713,4.4511
中债中短期票据收益率曲线(AAA),2020-09-09,2.8248,3.1008,3.2362,3.7411,3.9859,4.0642,4.1978,
中债国债收益率曲线,2020-09-10,2.3617,2.6,2.573,2.8839,2.999,3.1484,3.0833,3.8128
中债中短期票据收益率曲线(AAA),2020-09-10,2.8103,3.1065,3.2365,3.7111,3.9711,4.0597,4.1978,
中债商业银行普通债收益率曲线(AAA),2020-09-10,2.6504,2.9853,3.0886,3.4837,3.6684,3.7371,3.8713,4.4236
中债中短期票据收益率曲线(AAA),2020-09-11,2.8044,3.1032,3.2512,3.7154,3.969,4.0747,4.2128,
中债商业银行普通债收益率曲线(AAA),2020-09-11,2.6457,3.0065,3.0801,3.4858,3.675,3.7521,3.8863,4.4386
中债国债收益率曲线,2020-09-11,2.3232,2.6005,2.5964,2.9092,3.0371,3.1886,3.1346,3.8234
中债中短期票据收益率曲线(AAA),2020-09-14,2.8067,3.1168,3.2478,3.7329,3.9865,4.0784,4.216,
中债商业银行普通债收益率曲线(AAA),2020-09-14,2.6201,2.9972,3.065,3.4854,3.6932,3.7558,3.8863,4.4449
中债国债收益率曲线,2020-09-14,2.2859,2.5999,2.6051,2.8955,3.0608,3.1987,3.1532,3.8291
中债中短期票据收益率曲线(AAA),2020-09-15,2.7863,3.0916,3.238,3.7079,3.9765,4.0684,4.206,
中债商业银行普通债收益率曲线(AAA),2020-09-15,2.634,2.9944,3.0365,3.4631,3.6891,3.7453,3.8758,4.4344
中债国债收益率曲线,2020-09-15,2.2871,2.5722,2.5934,2.8514,3.0008,3.1586,3.1083,3.81
中债中短期票据收益率曲线(AAA),2020-09-16,2.7573,3.0742,3.2161,3.6879,3.9511,4.0403,4.1779,
中债商业银行普通债收益率曲线(AAA),2020-09-16,2.5834,3.0115,3.0595,3.4412,3.6536,3.7171,3.8476,4.4362
中债国债收益率曲线,2020-09-16,2.3333,2.5683,2.6114,2.8457,2.9944,3.1785,3.126,3.8276
中债中短期票据收益率曲线(AAA),2020-09-17,2.7685,3.0558,3.2073,3.692,3.9555,4.0445,4.1821,
中债商业银行普通债收益率曲线(AAA),2020-09-17,2.6091,3.0227,3.05,3.4275,3.6488,3.7123,3.8428,4.4314
中债国债收益率曲线,2020-09-17,2.3316,2.577,2.6124,2.8566,3.0157,3.1933,3.1334,3.8251
中债国债收益率曲线,2020-09-18,2.3218,2.5771,2.6088,2.83,2.971,3.1682,3.1162,3.8301
中债中短期票据收益率曲线(AAA),2020-09-18,2.7462,3.0719,3.1988,3.6849,3.9667,4.0557,4.1933,
中债商业银行普通债收益率曲线(AAA),2020-09-18,2.5965,3.0379,3.0502,3.4224,3.6385,3.7235,3.854,4.4426
中债商业银行普通债收益率曲线(AAA),2020-09-21,2.6265,3.0546,3.0904,3.4198,3.6779,3.7545,3.885,4.4436
中债中短期票据收益率曲线(AAA),2020-09-21,2.7525,3.0669,3.1872,3.6907,3.9768,4.0657,4.2033,
中债国债收益率曲线,2020-09-21,2.2852,2.5782,2.6127,2.804,2.9414,3.1435,3.0999,3.8153
中债中短期票据收益率曲线(AAA),2020-09-22,2.7984,3.0852,3.1853,3.6766,3.9618,4.0681,4.2057,
中债商业银行普通债收益率曲线(AAA),2020-09-22,2.641,3.0101,3.0558,3.4253,3.6879,3.7669,3.8974,4.446
中债国债收益率曲线,2020-09-22,2.3201,2.5611,2.6082,2.8164,2.9374,3.1238,3.0863,3.8053
中债中短期票据收益率曲线(AAA),2020-09-23,2.7944,3.0823,3.1811,3.6879,3.9648,4.0981,4.2357,
中债商业银行普通债收益率曲线(AAA),2020-09-23,2.6273,3.0001,3.0558,3.4053,3.6849,3.7969,3.9274,4.456
中债国债收益率曲线,2020-09-23,2.2718,2.5598,2.6282,2.8207,2.9433,3.1334,3.089,3.8103
中债国债收益率曲线,2020-09-24,2.2215,2.5677,2.5942,2.8422,2.955,3.1284,3.084,3.8029
中债商业银行普通债收益率曲线(AAA),2020-09-24,2.6406,3.0013,3.056,3.3802,3.6694,3.807,3.9375,4.4661
中债中短期票据收益率曲线(AAA),2020-09-24,2.8215,3.0874,3.1679,3.6902,3.9749,4.1082,4.2458,
中债中短期票据收益率曲线(AAA),2020-09-25,2.8625,3.0908,3.1679,3.6847,3.961,4.1133,4.2509,
中债商业银行普通债收益率曲线(AAA),2020-09-25,2.6664,3.0182,3.0825,3.4,3.6812,3.8121,3.9426,4.4663
中债国债收益率曲线,2020-09-25,2.2131,2.5677,2.6116,2.8754,3.0015,3.1589,3.1295,3.8329
中债中短期票据收益率曲线(AAA),2020-09-27,2.8817,3.1009,3.1679,3.7098,3.9704,4.1328,4.2704,
中债商业银行普通债收益率曲线(AAA),2020-09-27,2.6938,3.0395,3.0825,3.4195,3.6812,3.8316,3.9621,4.4858
中债国债收益率曲线,2020-09-27,2.2067,2.5613,2.6005,2.8825,3.0086,3.1544,3.1324,3.8305
中债中短期票据收益率曲线(AAA),2020-09-28,2.9065,3.1186,3.1829,3.7144,3.9728,4.1452,4.2791,
中债商业银行普通债收益率曲线(AAA),2020-09-28,2.7289,3.0414,3.0903,3.4162,3.6759,3.8263,3.9568,4.4805
中债国债收益率曲线,2020-09-28,2.215,2.5662,2.6075,2.8868,3.0007,3.1607,3.1092,3.8205
中债国债收益率曲线,2020-09-29,2.3109,2.6043,2.6381,2.8899,3.0245,3.1879,3.1292,3.833
中债中短期票据收益率曲线(AAA),2020-09-29,2.9157,3.1408,3.1756,3.7225,3.9652,4.1442,4.2781,
中债商业银行普通债收益率曲线(AAA),2020-09-29,2.7265,3.0401,3.0764,3.4163,3.6683,3.8253,3.9558,4.4795
中债商业银行普通债收益率曲线(AAA),2020-09-30,2.5165,3.0366,3.1271,3.4117,3.6744,3.8314,3.9619,4.4856
中债国债收益率曲线,2020-09-30,2.3213,2.5999,2.6462,2.9301,3.0537,3.2126,3.1482,3.8481
中债中短期票据收益率曲线(AAA),2020-09-30,2.7362,3.1443,3.1726,3.7292,3.9714,4.1503,4.2842,
中债中短期票据收益率曲线(AAA),2020-10-09,2.7149,3.1216,3.1888,3.7354,3.9889,4.1678,4.3017,
中债商业银行普通债收益率曲线(AAA),2020-10-09,2.7428,2.9899,3.1179,3.4357,3.6919,3.8489,3.9794,4.488
中债国债收益率曲线,2020-10-09,2.3662,2.6009,2.7017,2.9897,3.1147,3.2619,3.1873,3.8834
中债中短期票据收益率曲线(AAA),2020-10-10,2.7237,3.1333,3.2036,3.765,4.0078,4.1868,4.3207,
中债商业银行普通债收益率曲线(AAA),2020-10-10,2.6567,2.977,3.1182,3.4545,3.7109,3.8679,3.9984,4.507
中债国债收益率曲线,2020-10-10,2.3443,2.601,2.7017,2.9872,3.1144,3.2664,3.1898,3.8822
中债国债收益率曲线,2020-10-12,2.3747,2.6482,2.6937,3.0005,3.0893,3.2665,3.1861,3.8709
中债中短期票据收益率曲线(AAA),2020-10-12,2.7545,3.1317,3.2051,3.7489,3.9874,4.1663,4.3002,
中债商业银行普通债收益率曲线(AAA),2020-10-12,2.8121,3.0242,3.1179,3.4546,3.7074,3.8679,3.9984,4.4934
中债中短期票据收益率曲线(AAA),2020-10-13,2.7591,3.1198,3.1959,3.7588,3.9972,4.1761,4.31,
中债商业银行普通债收益率曲线(AAA),2020-10-13,2.8834,3.0442,3.1179,3.4645,3.7074,3.8679,3.9984,4.4935
中债国债收益率曲线,2020-10-13,2.3731,2.6576,2.6959,3.0026,3.1072,3.2812,3.195,3.8835
中债中短期票据收益率曲线(AAA),2020-10-14,2.7937,3.1263,3.1999,3.7467,4.0067,4.1856,4.3195,
中债商业银行普通债收益率曲线(AAA),2020-10-14,2.8981,3.0289,3.1179,3.4612,3.7269,3.8774,4.0079,4.4862
中债国债收益率曲线,2020-10-14,2.5231,2.6999,2.7189,3.0188,3.1393,3.2915,3.215,3.8985
中债中短期票据收益率曲线(AAA),2020-10-15,2.7948,3.117,3.1917,3.7254,4.0013,4.1801,4.314,
中债商业银行普通债收益率曲线(AAA),2020-10-15,2.8961,3.0174,3.1229,3.4741,3.7319,3.8719,4.0024,4.4688
中债国债收益率曲线,2020-10-15,2.6124,2.6998,2.6882,3.019,3.1655,3.2921,3.23,3.9035
中债国债收益率曲线,2020-10-16,2.6137,2.6897,2.6961,3.0159,3.1557,3.2773,3.2202,3.9086
中债商业银行普通债收益率曲线(AAA),2020-10-16,2.8972,3.0161,3.1353,3.4655,3.7353,3.8753,4.0058,4.4722
中债中短期票据收益率曲线(AAA),2020-10-16,2.8248,3.1259,3.2028,3.7157,4.0047,4.1835,4.3174,
中债中短期票据收益率曲线(AAA),2020-10-19,2.8282,3.1382,3.1828,3.7121,4.0117,4.1904,4.3243,
中债商业银行普通债收益率曲线(AAA),2020-10-19,2.9202,2.9961,3.152,3.477,3.7298,3.87,4.0005,4.4769
中债国债收益率曲线,2020-10-19,2.6213,2.6893,2.6973,2.997,3.131,3.2571,3.2005,3.9012
中债中短期票据收益率曲线(AAA),2020-10-20,2.8815,3.1429,3.1841,3.6976,4.0062,4.185,4.3189,
中债商业银行普通债收益率曲线(AAA),2020-10-20,2.9473,3.0113,3.158,3.4979,3.72,3.8646,3.9951,4.4715
中债国债收益率曲线,2020-10-20,2.6238,2.6892,2.7047,2.9955,3.1196,3.2473,3.1955,3.8963
中债中短期票据收益率曲线(AAA),2020-10-21,2.9001,3.1382,3.1729,3.689,4.0011,4.1799,4.3138,
中债商业银行普通债收益率曲线(AAA),2020-10-21,2.8975,3.0327,3.1559,3.4799,3.7149,3.8595,3.99,4.4664
中债国债收益率曲线,2020-10-21,2.6355,2.6836,2.6848,2.9666,3.04,3.2324,3.1855,3.8888
中债国债收益率曲线,2020-10-22,2.6327,2.6823,2.6461,2.9255,2.98,3.2127,3.1707,3.8713
中债商业银行普通债收益率曲线(AAA),2020-10-22,2.9465,3.0499,3.158,3.4799,3.6906,3.8352,3.9657,4.4421
中债中短期票据收益率曲线(AAA),2020-10-22,2.9558,3.1368,3.1629,3.6675,3.9768,4.1556,4.2895,
中债中短期票据收益率曲线(AAA),2020-10-23,2.9575,3.1431,3.1657,3.6523,3.9735,4.1523,4.2862,
中债商业银行普通债收益率曲线(AAA),2020-10-23,2.9368,3.0494,3.1636,3.4906,3.6873,3.8319,3.9624,4.4388
中债国债收益率曲线,2020-10-23,2.6359,2.6882,2.6821,2.96,3.0,3.2421,3.1957,3.8888
中债中短期票据收益率曲线(AAA),2020-10-26,3.0013,3.1894,3.1764,3.6613,3.9736,4.1524,4.2979,
中债商业银行普通债收益率曲线(AAA),2020-10-26,2.9974,3.0786,3.1738,3.4805,3.6817,3.832,3.974,4.4504
中债国债收益率曲线,2020-10-26,2.6453,2.6872,2.6917,2.9679,3.0077,3.2517,3.1934,3.8864
中债中短期票据收益率曲线(AAA),2020-10-27,3.069,3.1989,3.2077,3.6585,3.9721,4.1509,4.2964,
中债商业银行普通债收益率曲线(AAA),2020-10-27,3.0266,3.1075,3.1687,3.4933,3.6821,3.8432,3.9852,4.4616
中债国债收益率曲线,2020-10-27,2.6459,2.7245,2.6867,2.9372,2.9702,3.2167,3.1609,3.8615
中债国债收益率曲线,2020-10-28,2.6631,2.7897,2.7228,2.959,2.9953,3.2558,3.181,3.8715
中债中短期票据收益率曲线(AAA),2020-10-28,3.077,3.2077,3.2191,3.6484,3.9721,4.1509,4.2964,
中债商业银行普通债收益率曲线(AAA),2020-10-28,3.0131,3.0927,3.1605,3.4954,3.6821,3.8432,3.9852,4.4616
中债商业银行普通债收益率曲线(AAA),2020-10-29,3.0119,3.0775,3.1363,3.4884,3.6827,3.8438,3.9858,4.4622
中债中短期票据收益率曲线(AAA),2020-10-29,3.0991,3.2102,3.2321,3.6464,3.9727,4.1515,4.297,
中债国债收益率曲线,2020-10-29,2.656,2.7695,2.7191,2.9524,2.9904,3.2558,3.186,3.874
中债国债收益率曲线,2020-10-30,2.662,2.7845,2.7273,2.9459,2.9755,3.2411,3.181,3.8615
中债中短期票据收益率曲线(AAA),2020-10-30,3.0929,3.2145,3.2454,3.6602,3.9832,4.1621,4.3076,
中债商业银行普通债收益率曲线(AAA),2020-10-30,3.0206,3.0834,3.1391,3.4878,3.6933,3.8544,3.9964,4.4728
中债中短期票据收益率曲线(AAA),2020-11-02,3.1096,3.2156,3.2482,3.667,3.9842,4.151,4.2845,
中债商业银行普通债收益率曲线(AAA),2020-11-02,3.0106,3.0734,3.1491,3.5017,3.6974,3.8433,3.9733,4.4497
中债国债收益率曲线,2020-11-02,2.6647,2.7794,2.7525,2.9462,2.9757,3.2364,3.1785,3.8465
中债中短期票据收益率曲线(AAA),2020-11-03,3.1294,3.2226,3.257,3.6563,3.9793,4.1461,4.2748,
中债商业银行普通债收益率曲线(AAA),2020-11-03,3.0304,3.0807,3.1508,3.4855,3.7369,3.8828,4.0128,4.4392
中债国债收益率曲线,2020-11-03,2.6364,2.7392,2.7322,2.932,2.9633,3.2268,3.1762,3.8465
中债商业银行普通债收益率曲线(AAA),2020-11-04,3.0146,3.0743,3.151,3.4872,3.7225,3.872,4.002,4.4384
中债国债收益率曲线,2020-11-04,2.6591,2.739,2.7347,2.9378,2.9761,3.2073,3.1687,3.834
中债中短期票据收益率曲线(AAA),2020-11-04,3.139,3.2252,3.2621,3.6528,3.9686,4.1353,4.264,
中债中短期票据收益率曲线(AAA),2020-11-05,3.1281,3.2204,3.2599,3.638,3.956,4.1249,4.2433,
中债商业银行普通债收益率曲线(AAA),2020-11-05,3.0096,3.0614,3.1408,3.492,3.7099,3.8616,3.9813,4.4177
中债国债收益率曲线,2020-11-05,2.6633,2.7487,2.7481,2.9602,2.9986,3.2228,3.1912,3.8541
中债国债收益率曲线,2020-11-06,2.6513,2.7595,2.7832,2.9702,3.0341,3.2354,3.2063,3.8716
中债中短期票据收益率曲线(AAA),2020-11-06,3.1383,3.23,3.2623,3.6387,3.9463,4.1154,4.2439,
中债商业银行普通债收益率曲线(AAA),2020-11-06,3.0056,3.0664,3.1443,3.4748,3.704,3.8558,3.9819,4.4183
中债国债收益率曲线,2020-11-09,2.6578,2.7688,2.7944,2.9852,3.0572,3.2628,3.2363,3.8916
中债中短期票据收益率曲线(AAA),2020-11-09,3.16,3.2419,3.2871,3.6562,3.963,4.1188,4.234,
中债商业银行普通债收益率曲线(AAA),2020-11-09,3.0143,3.0699,3.1535,3.4731,3.7186,3.8592,3.972,4.4084
中债中短期票据收益率曲线(AAA),2020-11-10,3.1607,3.231,3.3029,3.6718,3.9822,4.1138,4.2246,
中债商业银行普通债收益率曲线(AAA),2020-11-10,3.047,3.0819,3.1635,3.4836,3.7182,3.8542,3.9626,4.399
中债国债收益率曲线,2020-11-10,2.6564,2.7543,2.7882,2.9602,3.0426,3.2503,3.2241,3.8867
中债中短期票据收益率曲线(AAA),2020-11-11,3.1648,3.2624,3.3088,3.6987,3.9929,4.1193,4.2301,
中债商业银行普通债收益率曲线(AAA),2020-11-11,3.0702,3.1123,3.1748,3.4821,3.7149,3.8442,3.9526,4.409
中债国债收益率曲线,2020-11-11,2.7113,2.8,2.8009,2.9702,3.0528,3.2584,3.2391,3.8942
中债中短期票据收益率曲线(AAA),2020-11-12,3.1749,3.3174,3.3556,3.7379,4.018,4.1444,4.2552,
中债商业银行普通债收益率曲线(AAA),2020-11-12,3.0835,3.1165,3.2216,3.4824,3.7265,3.8442,3.9526,4.419
中债国债收益率曲线,2020-11-12,2.756,2.8297,2.8287,2.9902,3.0832,3.283,3.2614,3.9016
中债国债收益率曲线,2020-11-13,2.7926,2.8599,2.8464,3.0053,3.0984,3.2885,3.2715,3.9066
中债商业银行普通债收益率曲线(AAA),2020-11-13,3.1197,3.1506,3.266,3.5108,3.7603,3.878,3.9796,4.449
中债中短期票据收益率曲线(AAA),2020-11-13,3.2488,3.3475,3.4309,3.8009,4.0662,4.1926,4.3034,
中债中短期票据收益率曲线(AAA),2020-11-16,3.2897,3.3493,3.4511,3.8276,4.0746,4.201,4.3247,
中债商业银行普通债收益率曲线(AAA),2020-11-16,3.1287,3.1575,3.2712,3.5061,3.7687,3.8864,4.0009,4.4703
中债国债收益率曲线,2020-11-16,2.6887,2.8298,2.8497,3.0109,3.1039,3.2956,3.2741,3.9041
中债中短期票据收益率曲线(AAA),2020-11-17,3.3224,3.376,3.4723,3.8381,4.0676,4.216,4.3397,
中债商业银行普通债收益率曲线(AAA),2020-11-17,3.1228,3.1574,3.2715,3.5066,3.7617,3.9014,4.0159,4.4853
中债国债收益率曲线,2020-11-17,2.6887,2.8348,2.8634,3.0259,3.1242,3.3034,3.2866,3.9116
中债中短期票据收益率曲线(AAA),2020-11-18,3.3292,3.3911,3.4948,3.858,4.0632,4.2116,4.3593,
中债商业银行普通债收益率曲线(AAA),2020-11-18,3.1527,3.2175,3.3034,3.5459,3.7699,3.9096,4.0241,4.4935
中债国债收益率曲线,2020-11-18,2.7526,2.8676,2.94,3.0603,3.167,3.3292,3.324,3.9289
中债国债收益率曲线,2020-11-19,2.808,2.8843,2.9433,3.11,3.2145,3.3589,3.3487,3.9412
中债商业银行普通债收益率曲线(AAA),2020-11-19,3.2337,3.2665,3.3137,3.5778,3.7702,3.9189,4.0299,4.4993
中债中短期票据收益率曲线(AAA),2020-11-19,3.3573,3.4039,3.5681,3.8881,4.0725,4.2209,4.3651,
中债国债收益率曲线,2020-11-20,2.9216,3.0226,2.9503,3.1201,3.191,3.3385,3.31,3.9316
中债中短期票据收益率曲线(AAA),2020-11-20,3.3719,3.4327,3.5906,3.9065,4.0621,4.2431,4.3873,
中债商业银行普通债收益率曲线(AAA),2020-11-20,3.2718,3.257,3.3475,3.6339,3.8002,3.9489,4.0599,4.5293
中债国债收益率曲线,2020-11-23,2.8924,2.9742,2.951,3.0751,3.1337,3.303,3.265,3.9018
中债中短期票据收益率曲线(AAA),2020-11-23,3.3628,3.4376,3.5973,3.89,4.0569,4.2379,4.3723,
中债商业银行普通债收益率曲线(AAA),2020-11-23,3.2896,3.2847,3.3518,3.6569,3.8095,3.9437,4.0449,4.5143
中债中短期票据收益率曲线(AAA),2020-11-24,3.3533,3.4649,3.5672,3.8759,4.0735,4.2545,4.3889,
中债商业银行普通债收益率曲线(AAA),2020-11-24,3.2774,3.3132,3.3853,3.644,3.7892,3.9234,4.0246,4.514
中债国债收益率曲线,2020-11-24,2.9023,2.9942,2.969,3.1001,3.1691,3.3256,3.29,3.9041
中债中短期票据收益率曲线(AAA),2020-11-25,3.3465,3.4668,3.5531,3.863,4.0635,4.2445,4.3789,
中债商业银行普通债收益率曲线(AAA),2020-11-25,3.2526,3.3084,3.355,3.6438,3.7743,3.9085,4.0097,4.4991
中债国债收益率曲线,2020-11-25,2.9031,2.9999,2.9461,3.0754,3.134,3.3031,3.2675,3.8867
中债商业银行普通债收益率曲线(AAA),2020-11-26,3.2002,3.2718,3.3515,3.5923,3.774,3.9082,4.0094,4.4988
中债国债收益率曲线,2020-11-26,2.9279,2.9848,2.9357,3.0755,3.142,3.3134,3.285,3.8992
中债中短期票据收益率曲线(AAA),2020-11-26,3.3355,3.4789,3.5458,3.8429,4.0632,4.2342,4.3686,
中债中短期票据收益率曲线(AAA),2020-11-27,3.3376,3.4543,3.5383,3.8401,4.0539,4.225,4.3594,
中债商业银行普通债收益率曲线(AAA),2020-11-27,3.193,3.2504,3.3456,3.5923,3.7888,3.923,4.0242,4.5136
中债国债收益率曲线,2020-11-27,2.9274,2.9698,2.9104,3.0837,3.1522,3.3189,3.3,3.9041
中债国债收益率曲线,2020-11-30,2.8599,2.8903,2.831,2.9967,3.0708,3.2642,3.25,3.8668
中债中短期票据收益率曲线(AAA),2020-11-30,3.2904,3.4166,3.5244,3.8163,4.0032,4.1878,4.3357,
中债商业银行普通债收益率曲线(AAA),2020-11-30,3.1123,3.2031,3.2521,3.5796,3.7746,3.9088,4.0005,4.4899
中债国债收益率曲线,2020-12-01,2.8801,2.8203,2.8457,3.0061,3.0915,3.2843,3.2725,3.8817
中债中短期票据收益率曲线(AAA),2020-12-01,3.1981,3.3685,3.491,3.7944,3.9769,4.1645,4.3116,
中债商业银行普通债收益率曲线(AAA),2020-12-01,3.09,3.1863,3.2208,3.5404,3.7483,3.8855,3.9764,4.4658
中债中短期票据收益率曲线(AAA),2020-12-02,3.1548,3.3737,3.4774,3.7989,3.9845,4.1631,4.3102,
中债商业银行普通债收益率曲线(AAA),2020-12-02,3.115,3.1871,3.2062,3.5357,3.7558,3.8841,3.975,4.4644
中债国债收益率曲线,2020-12-02,2.8707,2.8403,2.8608,3.0519,3.125,3.2943,3.2925,3.8942
中债中短期票据收益率曲线(AAA),2020-12-03,3.1475,3.3274,3.4634,3.8073,3.9717,4.1503,4.2974,
中债商业银行普通债收益率曲线(AAA),2020-12-03,3.1409,3.1726,3.2266,3.5429,3.7431,3.8805,3.9714,4.4608
中债国债收益率曲线,2020-12-03,2.8616,2.8603,2.8761,3.0473,3.1305,3.28,3.2851,3.8816
中债中短期票据收益率曲线(AAA),2020-12-04,3.1579,3.3032,3.463,3.8074,3.9641,4.1427,4.284,
中债商业银行普通债收益率曲线(AAA),2020-12-04,3.1319,3.1612,3.22,3.54,3.7379,3.8729,3.958,4.4474
中债国债收益率曲线,2020-12-04,2.8551,2.8738,2.8708,3.0348,3.1156,3.2701,3.2651,3.8566
中债国债收益率曲线,2020-12-07,2.834,2.8509,2.8614,3.042,3.1261,3.2738,3.2701,3.8545
中债中短期票据收益率曲线(AAA),2020-12-07,3.1619,3.2751,3.4542,3.8201,3.9522,4.1341,4.2754,
中债商业银行普通债收益率曲线(AAA),2020-12-07,3.0622,3.1558,3.2231,3.54,3.756,3.891,3.9761,4.4655
中债中短期票据收益率曲线(AAA),2020-12-08,3.1292,3.2328,3.4345,3.8233,3.9513,4.1332,4.2745,
中债商业银行普通债收益率曲线(AAA),2020-12-08,2.9884,3.1336,3.2216,3.5331,3.7474,3.905,3.9901,4.4895
中债国债收益率曲线,2020-12-08,2.8103,2.8315,2.8417,3.0115,3.1121,3.2575,3.2551,3.8313
中债中短期票据收益率曲线(AAA),2020-12-09,3.0825,3.1911,3.4209,3.7985,3.9461,4.128,4.2693,
中债商业银行普通债收益率曲线(AAA),2020-12-09,2.9123,3.0735,3.1776,3.5123,3.735,3.925,4.0101,4.5095
中债国债收益率曲线,2020-12-09,2.7421,2.8014,2.8449,3.0097,3.1257,3.27,3.2726,3.8234
中债国债收益率曲线,2020-12-10,2.7135,2.7626,2.8047,2.9623,3.105,3.26,3.2601,3.8262
中债商业银行普通债收益率曲线(AAA),2020-12-10,2.8788,2.9706,3.1573,3.4711,3.726,3.9242,4.0093,4.5087
中债中短期票据收益率曲线(AAA),2020-12-10,3.0502,3.1545,3.4002,3.772,3.9371,4.119,4.2603,
中债国债收益率曲线,2020-12-11,2.7221,2.8082,2.8334,2.9969,3.1403,3.3,3.2951,3.8434
中债中短期票据收益率曲线(AAA),2020-12-11,3.07,3.1386,3.3941,3.7877,3.936,4.119,4.2495,
中债商业银行普通债收益率曲线(AAA),2020-12-11,2.8676,2.9733,3.1527,3.4761,3.7248,3.9242,3.9985,4.4819
中债中短期票据收益率曲线(AAA),2020-12-14,3.0596,3.1434,3.4093,3.7855,3.946,4.129,4.2556,
中债商业银行普通债收益率曲线(AAA),2020-12-14,2.8676,2.9942,3.1566,3.4862,3.7348,3.9342,4.0046,4.488
中债国债收益率曲线,2020-12-14,2.6999,2.786,2.8245,2.9833,3.126,3.285,3.2851,3.8383
中债中短期票据收益率曲线(AAA),2020-12-15,3.0592,3.1133,3.3629,3.7606,3.9302,4.1151,4.2494,
中债商业银行普通债收益率曲线(AAA),2020-12-15,2.8077,2.9575,3.1209,3.4839,3.7063,3.9203,3.9984,4.4864
中债国债收益率曲线,2020-12-15,2.6754,2.7557,2.7888,2.9593,3.0989,3.2775,3.2777,3.8361
中债国债收益率曲线,2020-12-16,2.6,2.7227,2.7312,2.9271,3.0802,3.2702,3.2752,3.8361
中债商业银行普通债收益率曲线(AAA),2020-12-16,2.6991,2.8694,3.0693,3.4359,3.6863,3.9003,3.9944,4.4824
中债中短期票据收益率曲线(AAA),2020-12-16,2.9946,3.0124,3.3194,3.75,3.9102,4.0951,4.2454,
中债商业银行普通债收益率曲线(AAA),2020-12-17,2.7035,2.8702,3.0247,3.4242,3.6969,3.9152,4.005,4.493
中债国债收益率曲线,2020-12-17,2.6,2.6887,2.7273,2.9528,3.1025,3.2776,3.2802,3.8412
中债中短期票据收益率曲线(AAA),2020-12-17,2.9,2.9512,3.2912,3.7323,3.9302,4.1151,4.256,
中债中短期票据收益率曲线(AAA),2020-12-18,2.8115,2.8918,3.2904,3.7428,3.9378,4.1161,4.246,
中债商业银行普通债收益率曲线(AAA),2020-12-18,2.7336,2.8802,3.0367,3.43,3.7045,3.9137,3.995,4.483
中债国债收益率曲线,2020-12-18,2.5802,2.6837,2.7267,2.9642,3.11,3.2804,3.2902,3.8283
中债中短期票据收益率曲线(AAA),2020-12-21,2.8255,2.8962,3.2628,3.7344,3.9079,4.1261,4.2328,
中债商业银行普通债收益率曲线(AAA),2020-12-21,2.7273,2.8618,3.0543,3.4281,3.6978,3.9153,3.9966,4.4946
中债国债收益率曲线,2020-12-21,2.533,2.6535,2.6919,2.9284,3.0735,3.2602,3.2652,3.8185
中债国债收益率曲线,2020-12-22,2.5113,2.6045,2.6695,2.901,3.0353,3.2156,3.2278,3.7862
中债中短期票据收益率曲线(AAA),2020-12-22,2.8263,2.8852,3.2281,3.6833,3.873,4.0912,4.1979,
中债商业银行普通债收益率曲线(AAA),2020-12-22,2.6603,2.8298,3.0281,3.4398,3.6629,3.8804,3.9617,4.4797
中债中短期票据收益率曲线(AAA),2020-12-23,2.786,2.879,3.1993,3.6309,3.863,4.079,4.1696,
中债商业银行普通债收益率曲线(AAA),2020-12-23,2.695,2.8277,3.0247,3.4319,3.6382,3.8682,3.9495,4.4775
中债国债收益率曲线,2020-12-23,2.4711,2.5884,2.6551,2.8885,3.0237,3.22,3.2153,3.7839
中债中短期票据收益率曲线(AAA),2020-12-24,2.7758,2.8817,3.2012,3.5951,3.8415,4.0575,4.1721,
中债商业银行普通债收益率曲线(AAA),2020-12-24,2.6635,2.8277,3.0081,3.412,3.6167,3.8467,3.952,4.48
中债国债收益率曲线,2020-12-24,2.4806,2.567,2.6501,2.9097,3.0439,3.235,3.2303,3.8014
中债中短期票据收益率曲线(AAA),2020-12-25,2.744,2.9054,3.1915,3.5874,3.8315,4.0475,4.1621,
中债商业银行普通债收益率曲线(AAA),2020-12-25,2.6337,2.8455,3.0084,3.4217,3.6163,3.8367,3.942,4.482
中债国债收益率曲线,2020-12-25,2.4739,2.57,2.6096,2.8856,3.003,3.195,3.1878,3.7743
中债国债收益率曲线,2020-12-28,2.4027,2.5667,2.5671,2.8552,2.9953,3.1851,3.1629,3.7571
