日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2026-08-10,000906,中证800,CSI 800,600150,中国船舶,China CSSC Holdings Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600153,建发股份,Xiamen C&D Inc,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600157,永泰能源,"WINTIME ENERGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600160,巨化股份,Zhejiang Ju Hua Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600161,天坛生物,Beijing Tiantan Biological Products Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600166,福田汽车,Beiqi Foton Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600170,上海建工,Shanghai Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600171,上海贝岭,Shanghai Belling Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600176,中国巨石,"CHINA JUSHI CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600177,雅戈尔,Youngor Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600183,生益科技,"Shengyi Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600188,兖矿能源,Yankuang Energy Group Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600196,复星医药,Shanghai Fosun Pharmaceutical (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600208,衢州发展,"Quzhou Xin'an Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600219,南山铝业,"Shandong Nanshan Aluminium Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600221,海航控股,"Hainan Airlines Holding Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600233,圆通速递,"YTO Express Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600256,广汇能源,"GUANGHUI ENERGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600276,恒瑞医药,Jiangsu Hengrui Medicine Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600282,南钢股份,Nanjing Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600292,电投水电,"SPIC Hydropower Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600298,安琪酵母,Angel Yeast Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600299,安迪苏,Bluestar Adisseo Company,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600309,万华化学,"Wanhua Chemical Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600312,平高电气,Henan Pinggao Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600316,洪都航空,Jiangxi Hongdu Aviation Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600329,达仁堂,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600332,白云山,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600339,中油工程,China Petroleum Engineering Corporation,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600346,恒力石化,"Hengli Petrochemical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600348,华阳股份,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600350,山东高速,Shandong Hi-speed Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600352,浙江龙盛,Zhejiang Longsheng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600362,江西铜业,Jiangxi Copper Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600363,联创光电,Jiangxi Lianchuang Optoelectronic Science and Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600369,西南证券,Southwest Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600372,中航机载,"AVIC Airborne Systems Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600377,宁沪高速,Jiangsu Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600378,昊华科技,"Haohua Chemical Science & Technology Corp., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600380,健康元,Joincare Pharmaceutical Group Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600390,五矿资本,Minmetals Capital Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600392,盛和资源,"Shenghe Resources Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600398,海澜之家,"Heilan Home Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600406,国电南瑞,"NARI Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600415,小商品城,Zhejiang China Commodities City Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600426,华鲁恒升,Shandong Hualu-Hengsheng Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600435,北方导航,"North Navigation Control Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600436,片仔癀,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600438,通威股份,Tongwei Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600460,士兰微,Hangzhou Silan Microelectronics Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600482,中国动力,"China Shipbuilding Industry Group Power Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600483,福能股份,"FUJIAN FUNENG CO., LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600486,扬农化工,Jiangsu Yangnong Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600489,中金黄金,Zhongjin Gold Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600497,驰宏锌锗,Yunnan Chihong Zinc&Germanium Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600498,烽火通信,Fiberhome Telecommunication Technologies Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600499,科达制造,"Keda Industrial Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600511,国药股份,China National Medicines Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600515,海南机场,"Hainan Airport Infrastructure Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600516,方大炭素,"Fangda Carbon New Material Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600517,国网英大,"STATE GRID YINGDA CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600519,贵州茅台,Kweichow Moutai Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600521,华海药业,Zhejiang Huahai Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600522,中天科技,Jiangsu Zhongtian Technologies Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600535,天士力,"TASLY PHARMACEUTICAL GROUP CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600536,中国软件,China National Software & Service Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600546,山煤国际,"Shanxi Coal International Energy Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600547,山东黄金,Shandong Gold-Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600549,厦门钨业,Xiamen Tungsten Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600562,国睿科技,"Glarun Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600563,法拉电子,"Xiamen Faratronic Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600566,济川药业,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600570,恒生电子,Hundsun Technologies Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600578,京能电力,"BEIJING JINGNENG POWER CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600582,天地科技,Tiandi Science & Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600583,海油工程,Offshore Oil Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600584,长电科技,"JCET Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600585,海螺水泥,Anhui Conch Cement Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600588,用友网络,"Yonyou Network Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600595,中孚实业,Henan Zhongfu Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600598,北大荒,Heilongjiang Agriculture Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600600,青岛啤酒,Tsingtao Brewery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600601,方正科技,Founder Technology Group Corp.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600602,云赛智联,INESA Intelligent Tech Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600606,绿地控股,Greenland Holdings Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600637,东方明珠,"Shanghai Oriental Pearl Media Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600642,申能股份,Shenergy Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600655,豫园股份,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600660,福耀玻璃,"Fuyao Glass Industry Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600663,陆家嘴,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600674,川投能源,Sichuan Chuantou Energy Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600685,中船防务,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600688,上海石化,Sinopec Shanghai Petrochemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600690,海尔智家,"Haier Smart Home Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600699,均胜电子,Ningbo Joyson Electronic Corp.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600704,物产中大,Zhejiang Material Industrial Zhongda Yuantong Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600707,彩虹股份,Irico Display Devices Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600711,盛屯矿业,"Chengtun Mining Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600737,中粮糖业,"COFCO SUGAR HOLDING CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600741,华域汽车,HUAYU Automotive Systems Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600754,锦江酒店,"Shanghai Jin Jiang International Hotels Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600760,中航沈飞,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600763,通策医疗,TOPCHOICE MEDICAL CORPORATION,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600764,中国海防,China Shipbuilding Industry Group and Marine Defense Information Against Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600765,中航重机,Avic Heavy Machinery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600795,国电电力,GD Power Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600801,华新建材,"HUAXIN BUILDING MATERIALS GROUP CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600803,新奥股份,"ENN Ecological Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600808,马钢股份,Maanshan Iron and Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600809,山西汾酒,Shanxi Xinghuacun Fen Wine Factory Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600816,建元信托,"J-Yuan Trust Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600820,隧道股份,Shanghai Tunnel Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600845,宝信软件,Shanghai Baosight Software Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600848,上海临港,Shanghai Lingang Holdings Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600862,中航高科,"Avic Aviation High-Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600863,华能蒙电,Inner Mongolia Mengdian Huaneng Thermal Power Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600871,石化油服,Sinopec Oilfield Service Corporation,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600873,梅花生物,"Meihua Holdings Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600875,东方电气,Dongfang Electric Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600879,航天电子,"China Aerospace Times Electronics Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600884,杉杉股份,Ningbo Shanshan Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600885,宏发股份,"Hongfa Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600886,国投电力,"SDIC Power Holdings Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600887,伊利股份,Inner Mongolia Yili Industrial Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600893,航发动力,AVIC AVIATION ENGINE CORPORATION PLC.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600900,长江电力,China Yangtze Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600901,江苏金租,"Jiangsu Financial Leasing Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600905,三峡能源,"China Three Gorges Renewables (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600906,财达证券,"CAIDA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600909,华安证券,"HUAAN SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600918,中泰证券,"ZHONGTAI SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600919,江苏银行,"Bank of Jiangsu Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600926,杭州银行,"BANK OF HANGZHOU CO., LTD",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600927,永安期货,"Yongan Futures Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600930,华电新能,Huadian New Energy Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600938,中国海油,CNOOC Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600941,中国移动,China Mobile Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600958,东方证券,ORIENT SECURITIES COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600967,内蒙一机,"Inner Mongolia First Machinery Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600968,海油发展,CNOOC Energy Technology & Services Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600970,中材国际,Sinoma International Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600977,中国电影,"CHINA FILM CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600985,淮北矿业,"Huaibei Mining Holdings Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600988,赤峰黄金,Chifeng Jilong Gold Mining Group Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600989,宝丰能源,"Ningxia Baofeng Energy Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600995,南网储能,"China Southern Power Grid Energy Storage Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600998,九州通,Jointown Pharmaceutical Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,600999,招商证券,China Merchants Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601000,唐山港,Tangshan Port Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601001,晋控煤业,"Jinneng Holding Shanxi Coal Industry Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601006,大秦铁路,Daqin Railway Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601009,南京银行,Bank of Nanjing Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601012,隆基绿能,"Longi Green Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601016,节能风电,CECEP Wind-Power Corporation,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601018,宁波港,Ningbo Port Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601019,山东出版,"Shandong Publishing&Media Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601021,春秋航空,"Spring Airlines Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601058,赛轮轮胎,"Sailun Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601059,信达证券,"CINDA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601066,中信建投,"China Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601077,渝农商行,"Chongqing Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601088,中国神华,China Shenhua Energy Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601098,中南传媒,China South Publishing & Media Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601099,太平洋,The Pacific Securities Co.Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601100,恒立液压,"Jiangsu Hengli Hydraulic CO., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601106,中国一重,China First Heavy Industries Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601108,财通证券,"CAITONG SECURITIES CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601111,中国国航,Air China Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601112,振石股份,"Zhejiang Zhenshi New Materials Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601117,中国化学,China National Chemical Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601118,海南橡胶,China Hainan Rubber Industry Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601127,赛力斯,"Seres Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601128,常熟银行,"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601136,首创证券,Capital Securities Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601138,工业富联,"Foxconn Industrial Internet Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601139,深圳燃气,Shenzhen Gas Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601155,新城控股,"Future Land Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601156,东航物流,"Eastern Air Logistics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601162,天风证券,"TIANFENG SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601166,兴业银行,Industrial Bank,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601169,北京银行,Bank of Beijing Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601179,中国西电,China XD Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601186,中国铁建,China Railway Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601198,东兴证券,"DONGXING SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601211,国泰海通,"GUOTAI HAITONG SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601212,白银有色,"Baiyin Nonferrous Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601216,君正集团,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601225,陕西煤业,Shaanxi Coal Industry Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601228,广州港,GUANGZHOU PORT COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601229,上海银行,"Bank of Shanghai Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601233,桐昆股份,Tongkun Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601236,红塔证券,"HONGTA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601238,广汽集团,"Guangzhou Automobile Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601288,农业银行,Agricultural Bank of China Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601298,青岛港,"Qingdao Port International Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601318,中国平安,Ping An Insurance (Group) Company of China Ltd,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601319,中国人保,The People's Insurance Company (Group) of China Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,601328,交通银行,Bank of Communications Co LTD,上海证券交易所,Shanghai Stock Exchange
