日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2026-08-10,000906,中证800,CSI 800,688472,阿特斯,"CSI Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688475,萤石网络,"Hangzhou EZVIZ Network Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688498,源杰科技,"Yuanjie Semiconductor Technology Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688506,百利天恒,"Sichuan Biokin Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688520,神州细胞,Sinocelltech Group Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688521,芯原股份,"VeriSilicon Microelectronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688538,和辉光电,"Everdisplay Optronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688561,奇安信,Qi An Xin Technology Group Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688563,航材股份,"Baimtec Material Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688568,中科星图,"Geovis Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688578,艾力斯,"Shanghai Allist Pharmaceuticals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688582,芯动联科,Anhui XDLK Microsystem Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688599,天合光能,"Trina Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688608,恒玄科技,"Bestechnic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688615,合合信息,"Intsig Information Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688617,惠泰医疗,APT Medical Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688629,华丰科技,"Sichuan Huafeng Technology Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688676,金盘科技,"HAINAN JINPAN SMART TECHNOLOGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688692,达梦数据,WUHAN DAMENG DATABASE COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688702,盛科通信,"Suzhou Centec Communications Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688708,佳驰科技,"Chengdu Jiachi Electronic Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688709,成都华微,"Chengdu Sino-Microelectronics Tech. Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688728,格科微,GalaxyCore Inc.,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688772,珠海冠宇,"Zhuhai CosMX Battery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688777,中控技术,"SUPCON Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688778,厦钨新能,"XTC New Energy Materials (Xiamen) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688819,天能股份,"Tianneng Battery Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,688981,中芯国际,Semiconductor Manufacturing International Corporation,上海证券交易所,Shanghai Stock Exchange
2026-08-10,000906,中证800,CSI 800,689009,九号公司,Ninebot Limited,上海证券交易所,Shanghai Stock Exchange
