date,open,high,low,close,volume
2005-04-13,971.135,989.522,971.135,985.622,2421277353
2005-04-14,988.991,990.618,970.413,971.601,1992939800
2005-04-15,967.431,967.431,953.943,955.94,1707055237
2005-04-18,953.018,953.018,939.993,945.14,1360166911
2005-04-19,944.118,949.727,938.76,946.986,1401122598
2005-04-20,945.557,945.557,926.761,930.891,1417235552
2005-04-21,928.514,934.6,916.047,920.935,1619649471
2005-04-22,919.692,924.02,910.272,914.607,1691676956
2005-04-25,905.841,908.048,893.273,903.468,1729034005
2005-04-26,901.782,914.783,899.055,912.457,1789042702
2005-04-27,913.966,914.061,899.846,900.294,1672426594
2005-04-28,897.228,920.152,887.681,917.088,2198659873
2005-04-29,916.112,916.804,904.151,906.462,1724910535
2005-05-09,908.27,910.696,881.503,881.503,1273521615
2005-05-10,877.884,884.523,861.795,884.259,1544126735
2005-05-11,883.007,888.027,873.21,874.393,1367962682
2005-05-12,872.425,872.425,857.788,861.577,1482582598
2005-05-13,859.655,873.867,852.769,864.772,1644243449
2005-05-16,863.425,863.425,848.361,854.087,1276179097
2005-05-17,852.068,866.955,847.853,861.365,1372735545
2005-05-18,860.794,869.08,852.09,864.074,1243668726
2005-05-19,863.53,868.197,852.303,864.441,1292586004
2005-05-20,863.641,869.846,859.544,861.592,1155419891
2005-05-23,857.921,857.921,838.638,839.479,1159251102
2005-05-24,836.716,850.029,834.159,846.966,1390222221
2005-05-25,846.412,854.755,840.812,847.169,1253309405
2005-05-26,846.319,850.956,833.592,836.133,1146157396
2005-05-27,834.171,843.406,827.158,828.117,1191761509
2005-05-30,826.062,836.704,820.767,834.316,1082029114
2005-05-31,835.159,840.675,831.642,834.262,1134755831
2005-06-01,833.421,834.897,813.946,816.042,1255102924
2005-06-02,814.128,814.128,794.618,799.802,1445929619
2005-06-03,797.859,804.426,788.32,798.34,1252237175
2005-06-06,796.837,816.611,786.726,816.42,1377272752
2005-06-07,818.543,834.32,813.456,815.511,2015436919
2005-06-08,823.992,884.744,821.763,881.593,4788138333
2005-06-09,882.473,900.258,870.776,888.786,4845329268
2005-06-10,888.497,888.497,865.986,870.777,3242745096
2005-06-13,869.079,874.09,853.491,868.676,2252284114
2005-06-14,870.628,879.226,856.848,857.283,2174515744
2005-06-15,854.783,854.783,837.605,838.994,1733858849
2005-06-16,838.245,849.429,832.048,849.359,1656416769
2005-06-17,852.839,856.901,844.977,848.935,2044150886
2005-06-20,849.485,873.879,839.507,873.81,2695855898
2005-06-21,873.568,873.568,862.396,864.283,1915989724
2005-06-22,862.458,868.167,858.761,867.616,1547087136
2005-06-23,866.757,871.035,859.111,859.755,1475596708
2005-06-24,857.769,863.96,853.858,863.777,1319549508
2005-06-27,869.099,886.655,869.099,882.274,2582638652
2005-06-28,880.589,880.589,866.912,869.038,1615000668
2005-06-29,870.784,872.017,863.389,864.168,1595663677
2005-06-30,862.365,862.365,841.875,843.178,1621017289
2005-07-01,840.353,840.353,819.679,820.862,1656367010
2005-07-04,816.679,816.679,801.345,815.332,1474997849
2005-07-05,812.924,816.38,804.733,809.104,1238415091
2005-07-06,809.553,814.068,799.582,803.85,1117855694
2005-07-07,803.577,809.568,800.519,806.318,988759983
2005-07-08,804.347,804.347,786.733,788.361,1232062097
2005-07-11,792.604,808.454,780.622,782.03,1348452499
2005-07-12,779.832,810.522,777.071,808.596,2189314239
2005-07-13,807.39,808.088,798.959,802.674,1511729278
2005-07-14,801.39,811.523,799.62,804.772,1459833487
2005-07-15,804.499,808.763,790.242,793.029,1483166748
2005-07-18,790.932,790.932,779.299,782.153,1331790313
2005-07-19,780.663,789.249,778.303,785.65,1207706314
2005-07-20,785.472,794.14,782.141,791.751,1276948209
2005-07-21,791.586,792.653,783.426,791.813,1311208204
2005-07-22,791.706,814.753,790.939,807.56,3113953200
2005-07-25,806.29,808.075,801.771,804.745,1758709972
2005-07-26,804.224,826.0,804.224,823.336,3101813773
2005-07-27,823.666,839.588,821.513,839.541,2988201572
2005-07-28,839.546,846.082,833.97,836.545,3136967914
2005-07-29,835.215,837.727,828.994,833.868,2146476794
2005-08-01,833.482,841.976,831.745,837.86,1812625266
2005-08-02,838.36,849.928,834.639,849.928,2319471445
2005-08-03,851.501,865.741,850.22,855.95,3986984772
2005-08-04,853.977,856.248,848.221,851.073,2350907653
2005-08-05,851.919,872.043,851.864,872.043,3202536641
2005-08-08,875.221,883.529,873.028,878.141,3697033834
2005-08-09,878.251,886.345,870.836,886.305,3376756753
2005-08-10,886.593,894.21,878.793,894.21,3671688558
2005-08-11,894.413,906.774,892.716,906.682,4356913731
2005-08-12,907.624,912.681,887.276,891.422,4731850591
2005-08-15,893.702,912.423,892.291,912.316,3616919524
2005-08-16,913.477,917.647,899.765,905.557,3937775933
2005-08-17,904.381,915.826,891.065,915.559,3878776460
2005-08-18,919.275,923.764,884.882,885.877,5792321654
2005-08-19,882.901,892.608,873.329,887.533,3610322748
2005-08-22,887.328,897.945,883.728,896.355,2781007638
2005-08-23,896.225,896.225,878.401,886.317,2459033930
2005-08-24,886.417,897.274,886.417,894.293,2480080499
2005-08-25,894.628,896.784,885.77,896.784,2666790576
2005-08-26,897.138,897.55,889.403,896.573,2731060440
2005-08-29,896.152,896.152,882.311,886.489,2624481754
2005-08-30,885.359,888.893,881.9,883.365,2168020597
2005-08-31,883.411,897.718,879.54,897.637,2597357302
2005-09-01,898.312,915.285,895.695,915.275,3934044978
2005-09-02,916.697,919.75,911.933,919.672,3397998590
2005-09-05,920.912,926.55,917.281,926.542,3034751006
2005-09-06,927.346,931.512,907.268,908.976,3827315888
2005-09-07,907.217,928.008,904.884,927.795,3356606087
2005-09-08,929.463,934.124,921.327,930.0,3712355052
2005-09-09,929.837,934.239,919.545,922.644,2661877724
2005-09-12,922.856,925.894,918.752,924.104,1950304611
2005-09-13,924.468,940.175,923.201,940.175,2907570309
2005-09-14,942.377,947.907,938.324,947.807,3655562435
2005-09-15,947.433,950.008,943.406,948.421,2996006400
2005-09-16,948.341,948.966,942.465,946.653,2494010326
2005-09-19,946.616,953.502,943.904,952.957,2679362979
2005-09-20,953.604,953.771,938.705,944.651,3438421026
2005-09-21,942.635,942.635,927.343,928.009,3414503490
2005-09-22,924.729,925.8,894.443,904.436,3252384644
2005-09-23,901.689,908.293,895.194,896.143,2134742777
2005-09-26,895.517,899.714,892.559,899.59,1580193096
2005-09-27,899.931,902.255,883.524,884.322,1989193752
2005-09-28,883.367,890.553,880.288,882.628,1636109130
2005-09-29,882.999,896.867,882.999,896.798,2077433771
2005-09-30,897.24,899.296,893.817,897.276,1653139569
2005-10-10,897.226,897.226,886.435,886.941,1327794609
2005-10-11,886.144,901.514,883.313,901.457,1539356249
2005-10-12,902.093,909.712,898.653,906.77,2166805685
2005-10-13,906.896,909.34,900.268,900.565,1911595266
2005-10-14,900.291,901.421,888.066,890.211,1807799045
2005-10-17,888.766,888.766,879.286,885.935,1824039381
2005-10-18,885.755,894.125,885.208,893.652,2108252724
2005-10-19,893.349,899.355,887.325,888.892,2087668073
2005-10-20,888.72,890.013,878.545,889.776,2213066047
2005-10-21,889.58,898.649,888.202,895.323,2144850231
2005-10-24,896.015,898.635,890.67,896.791,2028800400
2005-10-25,895.972,895.972,882.115,882.276,1997606077
2005-10-26,880.412,880.412,860.692,861.978,2260887305
2005-10-27,859.262,864.497,854.123,859.891,2018777293
2005-10-28,859.177,863.253,838.334,847.063,2097891822
2005-10-31,845.563,856.097,844.537,853.934,1773145097
2005-11-01,853.436,853.436,838.725,849.894,1707191709
2005-11-02,850.173,864.024,850.173,861.558,2228190102
2005-11-03,861.1,864.134,850.476,852.736,1995484295
2005-11-04,851.49,857.03,847.197,857.03,1601692093
2005-11-07,855.932,858.156,849.377,857.936,1470647076
2005-11-08,857.258,863.124,851.73,862.82,1750589145
2005-11-09,862.77,865.562,859.881,860.101,1938715172
2005-11-10,859.194,859.194,841.147,841.75,1936582446
2005-11-11,839.808,846.671,836.439,843.845,1559981364
2005-11-14,842.243,843.18,838.443,842.841,1080936992
2005-11-15,842.774,848.18,834.105,837.047,1412409357
2005-11-16,836.313,843.402,827.144,843.389,1460836218
2005-11-17,843.534,846.257,839.482,842.833,1445840105
2005-11-18,842.447,865.297,842.393,861.756,2753858257
2005-11-21,861.669,865.542,859.41,863.093,1821808514
2005-11-22,863.185,863.185,848.564,848.68,1687232645
2005-11-23,848.206,855.497,845.252,855.113,1485734124
2005-11-24,854.699,863.444,853.913,859.805,2000093457
2005-11-25,859.692,861.568,855.337,861.488,1792292759
2005-11-28,860.971,863.5,855.369,857.934,1440813914
2005-11-29,858.043,858.043,848.046,848.461,1291454869
2005-11-30,848.508,851.048,844.009,850.889,1292590933
2005-12-01,850.671,854.168,847.295,850.074,1100990729
2005-12-02,849.095,851.964,842.233,845.025,1560881402
2005-12-05,845.255,845.255,831.044,831.752,1521596964
2005-12-06,830.177,838.057,827.749,836.837,1403129614
2005-12-07,837.215,844.66,836.184,844.587,1359831044
2005-12-08,845.002,847.785,840.506,844.436,1415617311
2005-12-09,844.224,857.873,842.0,857.749,1848797138
2005-12-12,857.843,861.977,855.393,860.161,1626587863
2005-12-13,860.007,860.855,852.235,860.789,1552542772
2005-12-14,860.789,870.001,856.006,869.268,1980230503
2005-12-15,869.751,874.802,865.816,866.658,2241378554
2005-12-16,866.166,873.21,864.207,873.07,1682458673
2005-12-19,873.016,875.247,870.009,873.646,1509643993
2005-12-20,873.571,877.089,869.827,877.089,1521935460
2005-12-21,877.165,880.31,871.679,872.776,1565969438
2005-12-22,872.185,878.226,870.47,878.098,1417540436
2005-12-23,878.456,886.055,878.045,886.007,1835309763
2005-12-26,887.01,895.127,886.886,892.742,2320306481
2005-12-27,893.53,893.53,887.477,891.156,1910191179
2005-12-28,891.01,893.058,887.683,893.023,1774674874
2005-12-29,896.058,906.41,896.058,906.307,2630682397
2005-12-30,908.471,908.838,897.013,898.783,2399153183
2006-01-04,900.923,914.745,900.776,914.745,2916590986
2006-01-05,914.847,930.647,914.847,930.415,3819755552
2006-01-06,933.069,945.83,927.282,940.807,4365660025
2006-01-09,942.244,949.049,938.688,948.262,3669084931
2006-01-10,949.298,952.221,938.991,952.137,3393538303
2006-01-11,951.66,956.764,942.692,947.438,3947728071
2006-01-12,946.72,960.55,944.732,960.509,3592129528
2006-01-13,962.318,965.733,952.647,958.455,3674125019
2006-01-16,957.994,958.0,942.285,942.729,3289735137
2006-01-17,940.762,946.522,939.437,944.495,2495559592
2006-01-18,944.62,964.282,944.394,963.809,3229830497
2006-01-19,965.513,972.342,959.15,972.224,4044484385
2006-01-20,972.68,975.67,967.485,974.514,4092623492
2006-01-23,975.632,979.61,970.171,978.843,3667173407
2006-01-24,980.155,988.152,975.959,980.67,3830181113
2006-01-25,980.38,987.733,976.106,987.362,3461786973
2006-02-06,991.03,1010.73,990.684,1010.725,3796189339
2006-02-07,1012.451,1016.534,998.385,1008.536,4997169496
2006-02-08,1006.835,1011.148,1000.526,1011.148,4057536082
2006-02-09,1011.012,1011.012,995.518,997.818,3567462611
2006-02-10,999.263,1010.066,997.557,1009.941,3382169813
2006-02-13,1011.595,1011.714,998.684,1008.453,3355101975
2006-02-14,1009.136,1015.828,1007.506,1015.77,2900384821
2006-02-15,1017.331,1023.799,1014.92,1018.047,3710664483
2006-02-16,1018.133,1018.133,994.627,995.08,4063741946
2006-02-17,996.453,1002.205,990.444,992.958,3227288350
2006-02-20,993.116,1000.493,991.123,992.271,2864045376
2006-02-21,991.662,1009.176,984.526,1009.085,3384481670
2006-02-22,1009.69,1016.562,1006.782,1008.427,3572014486
2006-02-23,1008.452,1011.003,998.765,1010.584,2896904718
2006-02-24,1011.178,1018.841,1011.172,1018.692,2968323448
2006-02-27,1023.574,1024.518,1014.191,1016.478,3189757245
2006-02-28,1015.424,1020.879,1002.337,1020.503,2805554248
2006-03-01,1022.11,1025.77,1018.075,1025.123,2908417214
2006-03-02,1024.611,1024.611,1003.669,1007.215,3628551490
2006-03-03,1006.323,1011.405,997.732,1009.771,3063609145
2006-03-06,1010.035,1012.201,1004.506,1007.153,2519401213
2006-03-07,1006.28,1006.28,982.062,983.558,2795763351
2006-03-08,980.357,983.217,968.822,978.409,2468971169
2006-03-09,976.348,979.969,971.504,973.637,1884600871
2006-03-10,974.426,980.027,973.374,977.345,1793708247
2006-03-13,977.155,987.657,977.155,987.059,1738780318
2006-03-14,987.793,988.512,980.265,986.835,1769063024
2006-03-15,986.223,997.459,985.592,997.459,2284071146
2006-03-16,997.33,998.492,994.122,997.253,2296661256
2006-03-17,996.755,998.806,991.193,994.248,2394681718
2006-03-20,994.761,1007.475,990.169,1007.405,2451030112
2006-03-21,1007.985,1016.2,1006.18,1010.66,3094293943
2006-03-22,1010.811,1018.992,1007.187,1018.938,3015474204
2006-03-23,1018.865,1022.857,1015.436,1022.035,3436580657
2006-03-24,1022.898,1025.038,1014.786,1015.986,3274621987
2006-03-27,1016.065,1024.491,1010.863,1024.472,2784092428
2006-03-28,1024.954,1031.332,1024.011,1031.066,3563406070
2006-03-29,1033.323,1047.33,1032.079,1038.537,4631043127
2006-03-30,1038.767,1040.64,1028.291,1028.646,3534244975
2006-03-31,1027.8,1036.259,1024.353,1036.086,3555853348
2006-04-03,1037.008,1056.225,1037.008,1056.204,4522065218
2006-04-04,1058.222,1066.806,1053.633,1066.806,4982363003
2006-04-05,1068.558,1077.732,1067.012,1077.312,5160477275
2006-04-06,1080.173,1088.39,1074.873,1081.04,5734040374
2006-04-07,1081.548,1084.965,1072.526,1084.965,5385938211
2006-04-10,1086.651,1101.895,1084.239,1101.778,5404403498
2006-04-11,1105.202,1109.582,1095.266,1106.662,5820334140
2006-04-12,1107.186,1107.722,1100.617,1102.499,5047436119
2006-04-13,1102.826,1108.431,1076.715,1076.86,5643853824
2006-04-14,1074.086,1102.035,1073.916,1101.98,5001710983
2006-04-17,1102.563,1111.837,1097.28,1107.754,5515265565
2006-04-18,1110.505,1117.62,1102.476,1113.955,4974229604
2006-04-19,1117.328,1121.022,1105.793,1120.167,5309320392
2006-04-20,1121.702,1123.625,1108.042,1115.053,5784129061
2006-04-21,1114.333,1132.228,1107.386,1128.676,6131435814
2006-04-24,1135.21,1137.987,1113.855,1121.781,6871456176
2006-04-25,1118.783,1130.563,1103.029,1123.652,5935528141
2006-04-26,1124.538,1144.156,1123.936,1137.345,6442711119
2006-04-27,1139.324,1143.359,1128.283,1139.39,5055476503
2006-04-28,1131.484,1157.787,1116.572,1156.003,6133465582
2006-05-08,1162.956,1200.092,1162.956,1199.828,6735322409
2006-05-09,1207.701,1234.149,1203.639,1233.944,8580244344
2006-05-10,1241.06,1257.59,1227.36,1250.722,8686992858
2006-05-11,1253.188,1281.566,1241.745,1241.874,9772260917
2006-05-12,1242.57,1284.221,1240.805,1284.13,8788749551
2006-05-15,1300.971,1341.229,1290.463,1341.151,11400000000
2006-05-16,1353.193,1369.678,1304.911,1313.011,11900000000
2006-05-17,1314.751,1337.766,1293.475,1322.022,9396042927
2006-05-18,1310.725,1330.349,1291.795,1321.515,8056676557
2006-05-19,1324.669,1361.248,1320.05,1356.893,9790784543
2006-05-22,1358.41,1380.658,1352.559,1368.21,9948034665
2006-05-23,1366.058,1366.058,1310.749,1311.281,8827864098
2006-05-24,1319.01,1344.567,1269.784,1299.675,7777749917
2006-05-25,1295.854,1309.237,1281.263,1303.828,5371026165
2006-05-26,1308.552,1329.134,1306.606,1329.029,5731683812
2006-05-29,1337.416,1363.242,1328.115,1363.156,6790929744
2006-05-30,1370.727,1382.511,1357.193,1378.493,6970241614
2006-05-31,1377.104,1388.34,1356.636,1366.703,7493475988
2006-06-01,1365.795,1408.353,1365.401,1408.353,8656303903
2006-06-02,1412.944,1419.072,1390.458,1399.812,10200000000
2006-06-05,1401.684,1416.596,1376.267,1416.543,8451569324
2006-06-06,1414.82,1423.525,1404.329,1409.803,7216468019
2006-06-07,1410.565,1410.565,1325.552,1325.619,7997890977
2006-06-08,1313.874,1335.956,1289.744,1331.193,7034914199
2006-06-09,1326.198,1336.702,1299.365,1300.224,6061336266
2006-06-12,1290.889,1314.135,1282.141,1304.417,3970544706
2006-06-13,1304.391,1319.189,1292.415,1307.348,4238079937
2006-06-14,1299.799,1299.799,1277.937,1293.256,4278958410
2006-06-15,1293.149,1309.741,1290.318,1295.577,3706856949
2006-06-16,1307.064,1327.273,1305.633,1327.273,4435736408
2006-06-19,1311.026,1350.485,1304.895,1343.681,4790080185
2006-06-20,1342.537,1351.628,1334.028,1350.785,4573045316
2006-06-21,1349.809,1360.239,1333.882,1346.205,5068715889
2006-06-22,1344.68,1353.272,1337.981,1345.009,4202023099
2006-06-23,1342.463,1356.147,1333.781,1356.019,4253860103
2006-06-26,1358.327,1380.705,1358.327,1380.57,5004914290
2006-06-27,1382.785,1385.704,1371.484,1383.024,4676081744
2006-06-28,1381.117,1385.678,1373.021,1381.493,4356005795
2006-06-29,1384.319,1411.875,1384.319,1411.875,6682457489
2006-06-30,1419.26,1425.029,1401.436,1410.44,6303347967
2006-07-03,1414.829,1437.108,1409.988,1437.108,6364615103
2006-07-04,1439.81,1444.008,1418.53,1428.958,7059992983
2006-07-05,1428.025,1428.025,1395.633,1412.919,5502075404
2006-07-06,1412.033,1442.737,1410.935,1442.737,5790687422
2006-07-07,1447.954,1450.245,1432.328,1437.346,5858304005
2006-07-10,1437.844,1442.206,1425.294,1440.959,4741584824
2006-07-11,1442.847,1448.826,1435.522,1448.826,4933942355
2006-07-12,1449.894,1461.776,1447.143,1449.336,6156886183
2006-07-13,1445.948,1447.431,1368.392,1368.743,8391527978
2006-07-14,1355.086,1390.951,1349.117,1379.621,5385598351
2006-07-17,1376.589,1397.154,1370.79,1397.154,4193961123
2006-07-18,1396.219,1401.251,1384.882,1401.198,4063658332
2006-07-19,1398.145,1398.145,1357.445,1365.326,4424145648
2006-07-20,1363.943,1376.537,1357.422,1374.77,3469907618
2006-07-21,1373.971,1386.137,1373.971,1384.949,3628672838
2006-07-24,1361.303,1388.561,1353.922,1387.425,3627369542
2006-07-25,1389.408,1409.155,1389.408,1404.864,3985885934
2006-07-26,1409.237,1410.905,1398.208,1404.312,3703333139
2006-07-27,1403.724,1411.946,1378.631,1388.236,4360989835
2006-07-28,1387.25,1392.338,1359.14,1374.088,4016208071
2006-07-31,1370.49,1370.49,1321.396,1321.915,4015827364
2006-08-01,1320.334,1330.89,1304.837,1308.674,3176221850
2006-08-02,1308.749,1315.487,1283.255,1301.726,3089146227
2006-08-03,1303.798,1309.134,1288.128,1299.052,2411363634
2006-08-04,1299.625,1305.387,1262.91,1264.94,2931096370
2006-08-07,1259.361,1262.94,1241.805,1243.677,2755348637
2006-08-08,1244.16,1275.287,1244.16,1275.287,2662154510
2006-08-09,1276.774,1282.241,1268.172,1275.146,2478661752
2006-08-10,1275.029,1296.163,1275.029,1296.163,3015722906
2006-08-11,1297.552,1303.504,1289.522,1301.042,2759700429
2006-08-14,1301.107,1304.337,1264.642,1268.267,2941927068
2006-08-15,1266.751,1289.983,1261.21,1289.983,2443657793
2006-08-16,1290.806,1309.243,1286.586,1309.243,3460351480
2006-08-17,1308.473,1308.473,1288.085,1297.46,2771749546
2006-08-18,1295.495,1305.944,1290.308,1291.852,2406043477
2006-08-21,1256.167,1295.962,1249.111,1295.955,2687787700
2006-08-22,1295.425,1314.468,1294.327,1310.89,3126846513
2006-08-23,1311.004,1319.273,1306.476,1309.797,3261504871
2006-08-24,1309.687,1318.227,1298.692,1318.227,2790767167
2006-08-25,1319.352,1328.202,1318.247,1321.553,3356469720
2006-08-28,1324.924,1353.369,1324.924,1353.369,4540937353
2006-08-29,1356.199,1376.846,1354.744,1356.246,5616267674
2006-08-30,1353.963,1363.897,1345.947,1362.777,3727681908
2006-08-31,1363.763,1370.994,1359.0,1368.688,4115965877
2006-09-01,1365.918,1368.691,1342.548,1346.259,4313597958
2006-09-04,1349.662,1368.834,1348.047,1368.834,3739134253
2006-09-05,1371.541,1377.027,1366.168,1372.855,4635178699
2006-09-06,1373.826,1378.818,1362.8,1378.818,4100401992
2006-09-07,1380.039,1380.039,1354.143,1359.203,3622815544
2006-09-08,1358.159,1365.71,1357.278,1362.334,2914238358
2006-09-11,1362.332,1369.272,1347.75,1369.272,3514046346
2006-09-12,1369.333,1379.972,1367.54,1377.293,4261390743
2006-09-13,1378.281,1383.189,1364.008,1364.797,4775805260
2006-09-14,1364.35,1370.58,1349.652,1365.182,3722799566
2006-09-15,1365.348,1387.201,1365.124,1387.201,5158001776
2006-09-18,1391.927,1403.019,1387.61,1403.019,4894888451
2006-09-19,1405.173,1412.079,1398.671,1406.352,4605455510
2006-09-20,1404.061,1411.116,1393.785,1407.606,4105581846
2006-09-21,1407.33,1418.083,1406.733,1415.343,4278147388
2006-09-22,1417.386,1419.774,1402.539,1402.882,4675259425
2006-09-25,1401.076,1412.589,1390.862,1402.386,4167685585
2006-09-26,1401.046,1401.857,1383.336,1390.011,3564267841
2006-09-27,1389.37,1403.614,1387.717,1403.614,3136045111
2006-09-28,1404.51,1421.671,1402.141,1418.6,3788499409
2006-09-29,1420.755,1436.481,1420.755,1434.579,4633054333
2006-10-09,1450.151,1466.125,1448.254,1466.125,6032172910
2006-10-10,1467.725,1474.56,1457.548,1469.437,6367925540
2006-10-11,1468.715,1471.742,1454.264,1469.159,5322130577
2006-10-12,1469.355,1470.295,1454.563,1455.901,6058983083
2006-10-13,1453.957,1465.859,1450.442,1461.367,4597393129
2006-10-16,1462.773,1464.748,1447.102,1450.02,4650729888
2006-10-17,1448.784,1457.725,1443.621,1447.425,4054653840
2006-10-18,1446.93,1469.633,1446.859,1469.633,3982387112
2006-10-19,1470.758,1477.662,1466.623,1473.26,4267935019
2006-10-20,1474.401,1480.228,1468.475,1471.341,4558032116
2006-10-23,1470.587,1474.664,1429.068,1434.992,5008515403
2006-10-24,1434.503,1468.388,1434.503,1468.388,4418654057
2006-10-25,1471.275,1483.866,1457.737,1470.368,5207622920
2006-10-26,1471.131,1476.294,1458.315,1474.754,5432852177
2006-10-27,1474.255,1477.902,1449.89,1455.344,5415545815
2006-10-30,1452.74,1459.899,1440.861,1459.813,4919193581
2006-10-31,1460.231,1476.951,1460.231,1476.951,5104424491
2006-11-01,1477.82,1489.708,1472.203,1489.708,5460705029
2006-11-02,1490.464,1490.464,1474.441,1489.188,5826765947
2006-11-03,1490.562,1503.951,1490.395,1496.524,5361129924
2006-11-06,1486.063,1508.551,1480.205,1508.551,5694086984
2006-11-07,1512.093,1513.627,1488.24,1510.674,5936000260
2006-11-08,1510.23,1510.23,1494.547,1496.425,4081898000
2006-11-09,1491.04,1521.515,1488.708,1520.18,4722508873
2006-11-10,1520.904,1526.025,1484.974,1494.893,6960625103
2006-11-13,1491.956,1500.583,1451.143,1460.309,5664694713
2006-11-14,1459.517,1477.705,1438.042,1477.705,4873076637
2006-11-15,1477.836,1513.751,1473.748,1513.751,5386407942
2006-11-16,1518.174,1529.117,1505.539,1507.028,7277064164
2006-11-17,1502.373,1531.863,1496.112,1531.863,5744141008
2006-11-20,1535.664,1552.12,1529.877,1552.12,6800871209
2006-11-21,1550.663,1569.024,1530.399,1569.024,6283940959
2006-11-22,1567.52,1595.965,1559.862,1583.686,7526109391
2006-11-23,1583.275,1599.181,1578.284,1593.898,6789955223
2006-11-24,1590.288,1604.404,1574.824,1601.011,6948660330
2006-11-27,1598.263,1621.291,1594.718,1621.291,6707956966
2006-11-28,1619.722,1626.532,1604.505,1618.199,6448596833
2006-11-29,1594.848,1643.827,1580.793,1640.349,6652962087
2006-11-30,1644.208,1682.046,1644.208,1682.046,8783075744
2006-12-01,1686.427,1705.52,1682.512,1694.384,8605148403
2006-12-04,1696.974,1741.098,1696.974,1741.098,10127000000
2006-12-05,1745.401,1768.047,1735.949,1754.204,10238000000
2006-12-06,1753.925,1763.956,1678.505,1736.481,11876000000
2006-12-07,1731.516,1770.282,1727.968,1729.552,11342000000
2006-12-08,1708.853,1722.922,1665.282,1666.375,9206640369
