date,open,close,high,low,volume,amount
2005-08-02,838.36,849.928,849.928,834.639,2319471445,9992000000.0
2005-08-03,851.501,855.95,865.741,850.22,3986984772,17462000000.0
2005-08-04,853.977,851.073,856.248,848.221,2350907653,10531000000.0
2005-08-05,851.919,872.043,872.043,851.864,3202536641,15613000000.0
2005-08-08,875.221,878.141,883.529,873.028,3697033834,18138000000.0
2005-08-09,878.251,886.305,886.345,870.836,3376756753,15959000000.0
2005-08-10,886.593,894.21,894.21,878.793,3671688558,16800000000.0
2005-08-11,894.413,906.682,906.774,892.716,4356913731,21436000000.0
2005-08-12,907.624,891.422,912.681,887.276,4731850591,22532000000.0
2005-08-15,893.702,912.316,912.423,892.291,3616919524,18558000000.0
2005-08-16,913.477,905.557,917.647,899.765,3937775933,19813000000.0
2005-08-17,904.381,915.559,915.826,891.065,3878776460,18748000000.0
2005-08-18,919.275,885.877,923.764,884.882,5792321654,27608000000.0
2005-08-19,882.901,887.533,892.608,873.329,3610322748,17036000000.000002
2005-08-22,887.328,896.355,897.945,883.728,2781007638,12919000000.0
2005-08-23,896.225,886.317,896.225,878.401,2459033930,11482000000.0
2005-08-24,886.417,894.293,897.274,886.417,2480080499,11580000000.0
2005-08-25,894.628,896.784,896.784,885.77,2666790576,12072000000.0
2005-08-26,897.138,896.573,897.55,889.403,2731060440,12257000000.0
2005-08-29,896.152,886.489,896.152,882.311,2624481754,11657000000.0
2005-08-30,885.359,883.365,888.893,881.9,2168020597,9900000000.0
2005-08-31,883.411,897.637,897.718,879.54,2597357302,11958000000.0
2005-09-01,898.312,915.275,915.285,895.695,3934044978,17998000000.0
2005-09-02,916.697,919.672,919.75,911.933,3397998590,15726000000.0
2005-09-05,920.912,926.542,926.55,917.281,3034751006,13930000000.000002
2005-09-06,927.346,908.976,931.512,907.268,3827315888,18264000000.0
2005-09-07,907.217,927.795,928.008,904.884,3356606087,16384000000.0
2005-09-08,929.463,930.0,934.124,921.327,3712355052,18621000000.0
2005-09-09,929.837,922.644,934.239,919.545,2661877724,12847000000.0
2005-09-12,922.856,924.104,925.894,918.752,1950304611,9218000000.0
2005-09-13,924.468,940.175,940.175,923.201,2907570309,13855000000.000002
2005-09-14,942.377,947.807,947.907,938.324,3655562435,17767000000.0
2005-09-15,947.433,948.421,950.008,943.406,2996006400,14587000000.0
2005-09-16,948.341,946.653,948.966,942.465,2494010326,12237000000.0
2005-09-19,946.616,952.957,953.502,943.904,2679362979,13119000000.0
2005-09-20,953.604,944.651,953.771,938.705,3438421026,16847000000.0
2005-09-21,942.635,928.009,942.635,927.343,3414503490,15987000000.0
2005-09-22,924.729,904.436,925.8,894.443,3252384644,15297999999.999998
2005-09-23,901.689,896.143,908.293,895.194,2134742777,10227000000.0
2005-09-26,895.517,899.59,899.714,892.559,1580193096,7787000000.0
2005-09-27,899.931,884.322,902.255,883.524,1989193752,9801000000.0
2005-09-28,883.367,882.628,890.553,880.288,1636109130,7889000000.0
2005-09-29,882.999,896.798,896.867,882.999,2077433771,10056000000.0
2005-09-30,897.24,897.276,899.296,893.817,1653139569,8248000000.0
2005-10-10,897.226,886.941,897.226,886.435,1327794609,6617000000.0
2005-10-11,886.144,901.457,901.514,883.313,1539356249,7828000000.0
2005-10-12,902.093,906.77,909.712,898.653,2166805685,11503000000.0
2005-10-13,906.896,900.565,909.34,900.268,1911595266,10274000000.0
2005-10-14,900.291,890.211,901.421,888.066,1807799045,9532000000.0
2005-10-17,888.766,885.935,888.766,879.286,1824039381,9301000000.0
2005-10-18,885.755,893.652,894.125,885.208,2108252724,10775000000.0
2005-10-19,893.349,888.892,899.355,887.325,2087668073,10196000000.0
2005-10-20,888.72,889.776,890.013,878.545,2213066047,10908000000.0
2005-10-21,889.58,895.323,898.649,888.202,2144850231,10681000000.0
2005-10-24,896.015,896.791,898.635,890.67,2028800400,9822000000.0
2005-10-25,895.972,882.276,895.972,882.115,1997606077,9804000000.0
2005-10-26,880.412,861.978,880.412,860.692,2260887305,10680000000.0
2005-10-27,859.262,859.891,864.497,854.123,2018777293,9690000000.0
2005-10-28,859.177,847.063,863.253,838.334,2097891822,9696000000.0
2005-10-31,845.563,853.934,856.097,844.537,1773145097,8139000000.0
2005-11-01,853.436,849.894,853.436,838.725,1707191709,7906999999.999999
2005-11-02,850.173,861.558,864.024,850.173,2228190102,10176000000.0
2005-11-03,861.1,852.736,864.134,850.476,1995484295,9340000000.0
2005-11-04,851.49,857.03,857.03,847.197,1601692093,7675000000.0
2005-11-07,855.932,857.936,858.156,849.377,1470647076,7061000000.0
2005-11-08,857.258,862.82,863.124,851.73,1750589145,7948999999.999999
2005-11-09,862.77,860.101,865.562,859.881,1938715172,9117000000.0
2005-11-10,859.194,841.75,859.194,841.147,1936582446,9025000000.0
2005-11-11,839.808,843.845,846.671,836.439,1559981364,7030000000.0
2005-11-14,842.243,842.841,843.18,838.443,1080936992,4901000000.0
2005-11-15,842.774,837.047,848.18,834.105,1412409357,6773999999.999999
2005-11-16,836.313,843.389,843.402,827.144,1460836218,6530000000.0
2005-11-17,843.534,842.833,846.257,839.482,1445840105,6533000000.0
2005-11-18,842.447,861.756,865.297,842.393,2753858257,12707000000.0
2005-11-21,861.669,863.093,865.542,859.41,1821808514,8116000000.0
2005-11-22,863.185,848.68,863.185,848.564,1687232645,7313000000.0
2005-11-23,848.206,855.113,855.497,845.252,1485734124,6178000000.0
2005-11-24,854.699,859.805,863.444,853.913,2000093457,8508000000.0
2005-11-25,859.692,861.488,861.568,855.337,1792292759,7312000000.0
2005-11-28,860.971,857.934,863.5,855.369,1440813914,6406000000.0
2005-11-29,858.043,848.461,858.043,848.046,1291454869,5655000000.0
2005-11-30,848.508,850.889,851.048,844.009,1292590933,5995000000.0
2005-12-01,850.671,850.074,854.168,847.295,1100990729,5230000000.0
2005-12-02,849.095,845.025,851.964,842.233,1560881402,6959000000.0
2005-12-05,845.255,831.752,845.255,831.044,1521596964,6745000000.0
2005-12-06,830.177,836.837,838.057,827.749,1403129614,6370000000.0
2005-12-07,837.215,844.587,844.66,836.184,1359831044,6065000000.0
2005-12-08,845.002,844.436,847.785,840.506,1415617311,6769000000.0
2005-12-09,844.224,857.749,857.873,842.0,1848797138,8431999999.999999
2005-12-12,857.843,860.161,861.977,855.393,1626587863,7638000000.0
2005-12-13,860.007,860.789,860.855,852.235,1552542772,7427000000.0
2005-12-14,860.789,869.268,870.001,856.006,1980230503,9406000000.0
2005-12-15,869.751,866.658,874.802,865.816,2241378554,10410000000.0
2005-12-16,866.166,873.07,873.21,864.207,1682458673,7981999999.999999
2005-12-19,873.016,873.646,875.247,870.009,1509643993,6713000000.0
2005-12-20,873.571,877.089,877.089,869.827,1521935460,6973000000.0
2005-12-21,877.165,872.776,880.31,871.679,1565969438,7229000000.000001
2005-12-22,872.185,878.098,878.226,870.47,1417540436,6839000000.0
2005-12-23,878.456,886.007,886.055,878.045,1835309763,8800000000.0
2005-12-26,887.01,892.742,895.127,886.886,2320306481,11174000000.0
2005-12-27,893.53,891.156,893.53,887.477,1910191179,9003000000.0
2005-12-28,891.01,893.023,893.058,887.683,1774674874,8464000000.0
2005-12-29,896.058,906.307,906.41,896.058,2630682397,13872999999.999998
2005-12-30,908.471,898.783,908.838,897.013,2399153183,12891000000.0
2006-01-04,900.923,914.745,914.745,900.776,2916590986,15443000000.0
2006-01-05,914.847,930.415,930.647,914.847,3819755552,19907000000.0
2006-01-06,933.069,940.807,945.83,927.282,4365660025,22622000000.0
2006-01-09,942.244,948.262,949.049,938.688,3669084931,18657000000.0
2006-01-10,949.298,952.137,952.221,938.991,3393538303,17659000000.0
2006-01-11,951.66,947.438,956.764,942.692,3947728071,19677000000.0
2006-01-12,946.72,960.509,960.55,944.732,3592129528,17600000000.0
2006-01-13,962.318,958.455,965.733,952.647,3674125019,17932000000.0
2006-01-16,957.994,942.729,958.0,942.285,3289735137,15922000000.0
2006-01-17,940.762,944.495,946.522,939.437,2495559592,12459000000.0
2006-01-18,944.62,963.809,964.282,944.394,3229830497,15957000000.0
2006-01-19,965.513,972.224,972.342,959.15,4044484385,19375000000.0
2006-01-20,972.68,974.514,975.67,967.485,4092623492,20202000000.0
2006-01-23,975.632,978.843,979.61,970.171,3667173407,18327000000.0
2006-01-24,980.155,980.67,988.152,975.959,3830181113,21007000000.0
2006-01-25,980.38,987.362,987.733,976.106,3461786973,18073000000.0
2006-02-06,991.03,1010.725,1010.73,990.684,3796189339,19961000000.0
2006-02-07,1012.451,1008.536,1016.534,998.385,4997169496,26401000000.0
2006-02-08,1006.835,1011.148,1011.148,1000.526,4057536082,20414000000.0
2006-02-09,1011.012,997.818,1011.012,995.518,3567462611,17883000000.0
2006-02-10,999.263,1009.941,1010.066,997.557,3382169813,17191000000.0
2006-02-13,1011.595,1008.453,1011.714,998.684,3355101975,17076000000.0
2006-02-14,1009.136,1015.77,1015.828,1007.506,2900384821,14856000000.0
2006-02-15,1017.331,1018.047,1023.799,1014.92,3710664483,18663000000.0
2006-02-16,1018.133,995.08,1018.133,994.627,4063741946,20296000000.0
2006-02-17,996.453,992.958,1002.205,990.444,3227288350,16168000000.0
2006-02-20,993.116,992.271,1000.493,991.123,2864045376,14928000000.0
2006-02-21,991.662,1009.085,1009.176,984.526,3384481670,17815000000.0
2006-02-22,1009.69,1008.427,1016.562,1006.782,3572014486,18184000000.0
2006-02-23,1008.452,1010.584,1011.003,998.765,2896904718,14403000000.0
2006-02-24,1011.178,1018.692,1018.841,1011.172,2968323448,14947999999.999998
2006-02-27,1023.574,1016.478,1024.518,1014.191,3189757245,16566999999.999998
2006-02-28,1015.424,1020.503,1020.879,1002.337,2805554248,14304000000.0
2006-03-01,1022.11,1025.123,1025.77,1018.075,2908417214,14936000000.000002
2006-03-02,1024.611,1007.215,1024.611,1003.669,3628551490,19049000000.0
2006-03-03,1006.323,1009.771,1011.405,997.732,3063609145,15899000000.0
2006-03-06,1010.035,1007.153,1012.201,1004.506,2519401213,12475000000.0
2006-03-07,1006.28,983.558,1006.28,982.062,2795763351,13507000000.0
2006-03-08,980.357,978.409,983.217,968.822,2468971169,12103000000.0
2006-03-09,976.348,973.637,979.969,971.504,1884600871,9404000000.0
2006-03-10,974.426,977.345,980.027,973.374,1793708247,9066000000.0
2006-03-13,977.155,987.059,987.657,977.155,1738780318,8622000000.0
2006-03-14,987.793,986.835,988.512,980.265,1769063024,8738000000.0
2006-03-15,986.223,997.459,997.459,985.592,2284071146,11801000000.0
2006-03-16,997.33,997.253,998.492,994.122,2296661256,11846000000.0
2006-03-17,996.755,994.248,998.806,991.193,2394681718,12128000000.0
2006-03-20,994.761,1007.405,1007.475,990.169,2451030112,12340000000.0
2006-03-21,1007.985,1010.66,1016.2,1006.18,3094293943,15608000000.000002
2006-03-22,1010.811,1018.938,1018.992,1007.187,3015474204,15225000000.0
2006-03-23,1018.865,1022.035,1022.857,1015.436,3436580657,17179000000.0
2006-03-24,1022.898,1015.986,1025.038,1014.786,3274621987,16843000000.0
2006-03-27,1016.065,1024.472,1024.491,1010.863,2784092428,13956000000.0
2006-03-28,1024.954,1031.066,1031.332,1024.011,3563406070,16694999999.999998
2006-03-29,1033.323,1038.537,1047.33,1032.079,4631043127,23337000000.0
2006-03-30,1038.767,1028.646,1040.64,1028.291,3534244975,18428000000.0
2006-03-31,1027.8,1036.086,1036.259,1024.353,3555853348,18835000000.0
2006-04-03,1037.008,1056.204,1056.225,1037.008,4522065218,24342000000.0
2006-04-04,1058.222,1066.806,1066.806,1053.633,4982363003,26848000000.0
2006-04-05,1068.558,1077.312,1077.732,1067.012,5160477275,27820000000.0
2006-04-06,1080.173,1081.04,1088.39,1074.873,5734040374,30247000000.000004
2006-04-07,1081.548,1084.965,1084.965,1072.526,5385938211,28188000000.0
2006-04-10,1086.651,1101.778,1101.895,1084.239,5404403498,27468000000.0
2006-04-11,1105.202,1106.662,1109.582,1095.266,5820334140,30570999999.999996
2006-04-12,1107.186,1102.499,1107.722,1100.617,5047436119,25683000000.0
2006-04-13,1102.826,1076.86,1108.431,1076.715,5643853824,27920000000.0
2006-04-14,1074.086,1101.98,1102.035,1073.916,5001710983,24805000000.0
2006-04-17,1102.563,1107.754,1111.837,1097.28,5515265565,27747000000.000004
2006-04-18,1110.505,1113.955,1117.62,1102.476,4974229604,26117000000.0
2006-04-19,1117.328,1120.167,1121.022,1105.793,5309320392,29095999999.999996
2006-04-20,1121.702,1115.053,1123.625,1108.042,5784129061,32291000000.000004
2006-04-21,1114.333,1128.676,1132.228,1107.386,6131435814,33658999999.999996
2006-04-24,1135.21,1121.781,1137.987,1113.855,6871456176,38198000000.0
2006-04-25,1118.783,1123.652,1130.563,1103.029,5935528141,33947000000.000004
2006-04-26,1124.538,1137.345,1144.156,1123.936,6442711119,37949000000.0
2006-04-27,1139.324,1139.39,1143.359,1128.283,5055476503,28608000000.0
2006-04-28,1131.484,1156.003,1157.787,1116.572,6133465582,35341000000.0
2006-05-08,1162.956,1199.828,1200.092,1162.956,6735322409,38385000000.0
2006-05-09,1207.701,1233.944,1234.149,1203.639,8580244344,48617000000.0
2006-05-10,1241.06,1250.722,1257.59,1227.36,8686992858,49850000000.0
2006-05-11,1253.188,1241.874,1281.566,1241.745,9772260917,57132000000.00001
2006-05-12,1242.57,1284.13,1284.221,1240.805,8788749551,52304000000.0
2006-05-15,1300.971,1341.151,1341.229,1290.463,11400000000,68316000000.0
2006-05-16,1353.193,1313.011,1369.678,1304.911,11900000000,73946000000.0
2006-05-17,1314.751,1322.022,1337.766,1293.475,9396042927,57725000000.0
2006-05-18,1310.725,1321.515,1330.349,1291.795,8056676557,47472000000.0
2006-05-19,1324.669,1356.893,1361.248,1320.05,9790784543,53997000000.0
2006-05-22,1358.41,1368.21,1380.658,1352.559,9948034665,57030999999.99999
2006-05-23,1366.058,1311.281,1366.058,1310.749,8827864098,50105000000.0
2006-05-24,1319.01,1299.675,1344.567,1269.784,7777749917,46143000000.0
2006-05-25,1295.854,1303.828,1309.237,1281.263,5371026165,31162000000.0
2006-05-26,1308.552,1329.029,1329.134,1306.606,5731683812,33392000000.0
2006-05-29,1337.416,1363.156,1363.242,1328.115,6790929744,40198000000.0
2006-05-30,1370.727,1378.493,1382.511,1357.193,6970241614,43656000000.0
2006-05-31,1377.104,1366.703,1388.34,1356.636,7493475988,45140000000.0
2006-06-01,1365.795,1408.353,1408.353,1365.401,8656303903,50157000000.0
2006-06-02,1412.944,1399.812,1419.072,1390.458,10200000000,59062000000.0
2006-06-05,1401.684,1416.543,1416.596,1376.267,8451569324,46681000000.0
2006-06-06,1414.82,1409.803,1423.525,1404.329,7216468019,41063000000.0
2006-06-07,1410.565,1325.619,1410.565,1325.552,7997890977,46622000000.0
2006-06-08,1313.874,1331.193,1335.956,1289.744,7034914199,39197000000.0
2006-06-09,1326.198,1300.224,1336.702,1299.365,6061336266,34256000000.0
2006-06-12,1290.889,1304.417,1314.135,1282.141,3970544706,23522000000.0
2006-06-13,1304.391,1307.348,1319.189,1292.415,4238079937,25016000000.0
2006-06-14,1299.799,1293.256,1299.799,1277.937,4278958410,23882000000.0
2006-06-15,1293.149,1295.577,1309.741,1290.318,3706856949,20903000000.0
2006-06-16,1307.064,1327.273,1327.273,1305.633,4435736408,25381000000.0
2006-06-19,1311.026,1343.681,1350.485,1304.895,4790080185,28687000000.0
2006-06-20,1342.537,1350.785,1351.628,1334.028,4573045316,27054000000.000004
2006-06-21,1349.809,1346.205,1360.239,1333.882,5068715889,29189000000.0
2006-06-22,1344.68,1345.009,1353.272,1337.981,4202023099,24079000000.0
2006-06-23,1342.463,1356.019,1356.147,1333.781,4253860103,24740000000.0
2006-06-26,1358.327,1380.57,1380.705,1358.327,5004914290,30479000000.000004
2006-06-27,1382.785,1383.024,1385.704,1371.484,4676081744,27579000000.000004
2006-06-28,1381.117,1381.493,1385.678,1373.021,4356005795,24718000000.0
2006-06-29,1384.319,1411.875,1411.875,1384.319,6682457489,38386000000.0
2006-06-30,1419.26,1410.44,1425.029,1401.436,6303347967,37175000000.0
2006-07-03,1414.829,1437.108,1437.108,1409.988,6364615103,38801000000.0
2006-07-04,1439.81,1428.958,1444.008,1418.53,7059992983,44161000000.0
2006-07-05,1428.025,1412.919,1428.025,1395.633,5502075404,33870999999.999996
2006-07-06,1412.033,1442.737,1442.737,1410.935,5790687422,36669000000.0
2006-07-07,1447.954,1437.346,1450.245,1432.328,5858304005,37018000000.0
2006-07-10,1437.844,1440.959,1442.206,1425.294,4741584824,30345000000.0
2006-07-11,1442.847,1448.826,1448.826,1435.522,4933942355,31330000000.0
2006-07-12,1449.894,1449.336,1461.776,1447.143,6156886183,39917000000.0
2006-07-13,1445.948,1368.743,1447.431,1368.392,8391527978,51384000000.0
2006-07-14,1355.086,1379.621,1390.951,1349.117,5385598351,32969000000.0
2006-07-17,1376.589,1397.154,1397.154,1370.79,4193961123,26198000000.0
2006-07-18,1396.219,1401.198,1401.251,1384.882,4063658332,24726000000.0
2006-07-19,1398.145,1365.326,1398.145,1357.445,4424145648,26497000000.000004
2006-07-20,1363.943,1374.77,1376.537,1357.422,3469907618,20092000000.0
2006-07-21,1373.971,1384.949,1386.137,1373.971,3628672838,20974000000.0
2006-07-24,1361.303,1387.425,1388.561,1353.922,3627369542,21427000000.0
2006-07-25,1389.408,1404.864,1409.155,1389.408,3985885934,23987000000.0
2006-07-26,1409.237,1404.312,1410.905,1398.208,3703333139,21608000000.0
2006-07-27,1403.724,1388.236,1411.946,1378.631,4360989835,25593000000.0
2006-07-28,1387.25,1374.088,1392.338,1359.14,4016208071,23890000000.0
2006-07-31,1370.49,1321.915,1370.49,1321.396,4015827364,22641000000.0
2006-08-01,1320.334,1308.674,1330.89,1304.837,3176221850,17583000000.0
2006-08-02,1308.749,1301.726,1315.487,1283.255,3089146227,16796000000.0
2006-08-03,1303.798,1299.052,1309.134,1288.128,2411363634,13916999999.999998
