date,dr007,data_source
2008-03-31,3.030081124497992,SHIBOR_1W+利差调整
2008-04-01,3.247281124497992,SHIBOR_1W+利差调整
2008-04-02,3.300904557640751,SHIBOR_1W+利差调整
2008-04-03,2.926081124497992,SHIBOR_1W+利差调整
2008-04-07,3.35630455764075,SHIBOR_1W+利差调整
2008-04-08,3.640581124497992,SHIBOR_1W+利差调整
2008-04-09,4.070581124497992,SHIBOR_1W+利差调整
2008-04-10,3.601481124497992,SHIBOR_1W+利差调整
2008-04-11,2.983581124497992,SHIBOR_1W+利差调整
2008-04-14,3.149681124497992,SHIBOR_1W+利差调整
2008-04-15,3.362481124497992,SHIBOR_1W+利差调整
2008-04-16,3.463081124497992,SHIBOR_1W+利差调整
2008-04-17,3.471681124497992,SHIBOR_1W+利差调整
2008-04-18,3.009981124497992,SHIBOR_1W+利差调整
2008-04-21,2.9614579088471853,SHIBOR_1W+利差调整
2008-04-22,2.937281124497992,SHIBOR_1W+利差调整
2008-04-23,2.8454045576407507,SHIBOR_1W+利差调整
2008-04-24,2.833981124497992,SHIBOR_1W+利差调整
2008-04-25,3.038381124497992,SHIBOR_1W+利差调整
2008-04-28,3.001281124497992,SHIBOR_1W+利差调整
2008-04-29,3.0878045576407507,SHIBOR_1W+利差调整
2008-04-30,2.990681124497992,SHIBOR_1W+利差调整
2008-05-04,2.948881124497992,SHIBOR_1W+利差调整
2008-05-05,3.093981124497992,SHIBOR_1W+利差调整
2008-05-06,3.0981045576407507,SHIBOR_1W+利差调整
2008-05-07,3.179157908847185,SHIBOR_1W+利差调整
2008-05-08,3.1583045576407507,SHIBOR_1W+利差调整
2008-05-09,3.091704557640751,SHIBOR_1W+利差调整
2008-05-12,3.275004557640751,SHIBOR_1W+利差调整
2008-05-13,3.434581124497992,SHIBOR_1W+利差调整
2008-05-14,3.5192045576407507,SHIBOR_1W+利差调整
2008-05-15,3.629281124497992,SHIBOR_1W+利差调整
2008-05-16,4.10820455764075,SHIBOR_1W+利差调整
2008-05-19,4.087657908847185,SHIBOR_1W+利差调整
2008-05-20,4.098004557640751,SHIBOR_1W+利差调整
2008-05-21,3.906481124497992,SHIBOR_1W+利差调整
2008-05-22,4.01210455764075,SHIBOR_1W+利差调整
2008-05-23,3.680081124497992,SHIBOR_1W+利差调整
2008-05-26,3.626181124497992,SHIBOR_1W+利差调整
2008-05-27,3.570281124497992,SHIBOR_1W+利差调整
2008-05-28,3.220781124497992,SHIBOR_1W+利差调整
2008-05-29,3.347581124497992,SHIBOR_1W+利差调整
2008-05-30,3.280381124497992,SHIBOR_1W+利差调整
2008-06-02,3.283381124497992,SHIBOR_1W+利差调整
2008-06-03,3.266581124497992,SHIBOR_1W+利差调整
2008-06-04,3.4243045576407507,SHIBOR_1W+利差调整
2008-06-05,3.454504557640751,SHIBOR_1W+利差调整
2008-06-06,3.477381124497992,SHIBOR_1W+利差调整
2008-06-10,5.137481124497992,SHIBOR_1W+利差调整
2008-06-11,4.270704557640751,SHIBOR_1W+利差调整
2008-06-12,3.698804557640751,SHIBOR_1W+利差调整
2008-06-13,3.5030045576407507,SHIBOR_1W+利差调整
2008-06-16,3.496581124497992,SHIBOR_1W+利差调整
2008-06-17,3.372281124497992,SHIBOR_1W+利差调整
2008-06-18,3.3393045576407507,SHIBOR_1W+利差调整
2008-06-19,3.524181124497992,SHIBOR_1W+利差调整
2008-06-20,3.371081124497992,SHIBOR_1W+利差调整
2008-06-23,3.213281124497992,SHIBOR_1W+利差调整
2008-06-24,3.251781124497992,SHIBOR_1W+利差调整
2008-06-25,3.312781124497992,SHIBOR_1W+利差调整
2008-06-26,3.436057908847185,SHIBOR_1W+利差调整
2008-06-27,3.438581124497992,SHIBOR_1W+利差调整
2008-06-30,3.440081124497992,SHIBOR_1W+利差调整
2008-07-01,3.146081124497992,SHIBOR_1W+利差调整
2008-07-02,3.303981124497992,SHIBOR_1W+利差调整
2008-07-03,3.046981124497992,SHIBOR_1W+利差调整
2008-07-04,3.045981124497992,SHIBOR_1W+利差调整
2008-07-07,3.178081124497992,SHIBOR_1W+利差调整
2008-07-08,3.342481124497992,SHIBOR_1W+利差调整
2008-07-09,3.277381124497992,SHIBOR_1W+利差调整
2008-07-10,3.073381124497992,SHIBOR_1W+利差调整
2008-07-11,2.914557908847185,SHIBOR_1W+利差调整
2008-07-14,3.156181124497992,SHIBOR_1W+利差调整
2008-07-15,3.204081124497992,SHIBOR_1W+利差调整
2008-07-16,3.052481124497992,SHIBOR_1W+利差调整
2008-07-17,3.186681124497992,SHIBOR_1W+利差调整
2008-07-18,3.308981124497992,SHIBOR_1W+利差调整
2008-07-21,3.214281124497992,SHIBOR_1W+利差调整
2008-07-22,3.171781124497992,SHIBOR_1W+利差调整
2008-07-23,3.118081124497992,SHIBOR_1W+利差调整
2008-07-24,3.230681124497992,SHIBOR_1W+利差调整
2008-07-25,3.228081124497992,SHIBOR_1W+利差调整
2008-07-28,3.307481124497992,SHIBOR_1W+利差调整
2008-07-29,3.565381124497992,SHIBOR_1W+利差调整
2008-07-30,3.572081124497992,SHIBOR_1W+利差调整
2008-07-31,3.915981124497992,SHIBOR_1W+利差调整
2008-08-01,3.936981124497992,SHIBOR_1W+利差调整
2008-08-04,4.014381124497992,SHIBOR_1W+利差调整
2008-08-05,4.102604557640751,SHIBOR_1W+利差调整
2008-08-06,3.939281124497992,SHIBOR_1W+利差调整
