date,northbound_net_buy_100m
2024-02-22,36.8952
2024-02-23,-0.9243
2024-02-26,-13.1259
2024-02-27,122.4823
2024-02-28,13.397
2024-02-29,166.0338
2024-03-01,-53.3322
2024-03-04,-70.60679999999991
2024-03-05,15.5356
2024-03-06,-14.5966
2024-03-07,-21.405
2024-03-08,60.0025
2024-03-11,102.6123
2024-03-12,42.4407000000001
2024-03-13,15.6665
2024-03-14,64.22189999999999
2024-03-15,103.2577
2024-03-18,28.2507
2024-03-19,-70.11
2024-03-20,55.6836
2024-03-21,-60.2028
2024-03-22,-31.3847
2024-03-25,55.7112
2024-03-26,47.2505
2024-03-27,-72.4933
2024-03-28,23.3455
2024-04-02,-16.1786
2024-04-03,-22.7497
2024-04-08,-30.4468
2024-04-09,10.5503
2024-04-10,-41.1411
2024-04-11,20.2153
2024-04-12,-73.8533000000001
2024-04-15,81.0842
2024-04-16,-27.92740000000009
2024-04-17,-2.31529999999999
2024-04-18,-52.8488
2024-04-19,-64.89970000000011
2024-04-22,13.8864000000001
2024-04-23,-29.9652
2024-04-24,46.0568
2024-04-25,3.49029999999999
2024-04-26,224.4899
2024-04-29,108.924
2024-04-30,-86.1666
2024-05-06,93.15670000000009
2024-05-07,-21.399
2024-05-08,-40.4425
2024-05-09,80.1424000000001
2024-05-10,-63.0353
2024-05-13,-45.90729999999999
2024-05-14,-66.70020000000001
2024-05-16,60.674
2024-05-17,139.5577
2024-05-20,53.325500000000005
2024-05-21,-19.6729
2024-05-22,47.7598
2024-05-23,-32.6635
2024-05-24,-40.3947
2024-05-27,27.4756
2024-05-28,-50.5461
2024-05-29,33.9889
2024-05-30,10.4526
2024-05-31,-77.979
2024-06-03,15.3938
2024-06-04,33.778
2024-06-05,-56.80479999999999
2024-06-06,67.7323
2024-06-07,-7.05189999999999
2024-06-11,-74.9697
2024-06-12,-33.3530000000001
2024-06-13,-63.0579
2024-06-14,-47.3528
2024-06-17,-33.0128
2024-06-18,-23.1191
2024-06-19,-72.3561
2024-06-20,-32.7037
2024-06-21,0.03989999999991
2024-06-24,-4.0278000000000205
2024-06-25,-33.674
2024-06-26,-19.8232
2024-06-27,-109.5753
2024-06-28,49.4847
2024-07-02,-55.2771
2024-07-03,-14.0296
2024-07-04,-39.6649
2024-07-05,-30.4975
2024-07-08,-21.9992
2024-07-09,141.1068
2024-07-10,-17.8316
2024-07-11,30.4579
2024-07-12,27.3352
2024-07-15,-29.3952
2024-07-16,-28.7612
2024-07-17,-88.8032
2024-07-18,13.5173
2024-07-19,-59.7901
2024-07-22,19.7336
2024-07-23,-41.8305
2024-07-24,-22.7646
2024-07-25,-65.8177
2024-07-26,-3.48649999999998
2024-07-29,-49.85189999999999
2024-07-30,-24.4477
2024-07-31,195.7996
2024-08-01,-57.0134
2024-08-02,-32.2973
2024-08-05,2.87950000000001
2024-08-06,-62.5051
2024-08-07,-21.355100000000004
2024-08-08,11.0306
2024-08-09,-77.6493
2024-08-12,-7.72990000000002
2024-08-13,-25.2739
2024-08-14,-71.6644
2024-08-15,122.0584
2024-08-16,-67.7499
