date,index_close,pe_ttm_index,pe_ttm_median,pb_index,pb_median
2012-08-07,,10.96,10.96,1.72,2.28
2012-08-08,,10.98,10.98,1.72,2.28
2012-08-09,,11.06,11.06,1.73,2.3
2012-08-10,,11.0,11.0,1.72,2.3
2012-08-13,,10.84,10.84,1.7,2.24
2012-08-14,,10.87,10.87,1.7,2.26
2012-08-15,,10.76,10.76,1.68,2.23
2012-08-16,,10.71,10.71,1.67,2.21
2012-08-17,,10.7,10.7,1.67,2.22
2012-08-20,,10.66,10.66,1.66,2.21
2012-08-21,,10.71,10.71,1.67,2.25
2012-08-22,,10.66,10.66,1.66,2.22
2012-08-23,,10.68,10.68,1.66,2.24
2012-08-24,,10.58,10.58,1.63,2.19
2012-08-27,,10.4,10.4,1.59,2.12
2012-08-28,,10.44,10.44,1.6,2.12
2012-08-29,,10.37,10.37,1.58,2.12
2012-08-30,,10.32,10.32,1.57,2.1
2012-08-31,,10.25,10.25,1.55,2.09
2012-09-03,,10.32,10.32,1.56,2.11
2012-09-04,,10.23,10.23,1.55,2.08
2012-09-05,,10.2,10.2,1.55,2.1
2012-09-06,,10.27,10.27,1.56,2.13
2012-09-07,,10.66,10.66,1.61,2.22
2012-09-10,,10.69,10.69,1.62,2.23
2012-09-11,,10.62,10.62,1.61,2.22
2012-09-12,,10.64,10.64,1.61,2.23
2012-09-13,,10.56,10.56,1.6,2.2
2012-09-14,,10.63,10.63,1.61,2.22
2012-09-17,,10.41,10.41,1.58,2.14
2012-09-18,,10.31,10.31,1.57,2.12
2012-09-19,,10.35,10.35,1.57,2.15
2012-09-20,,10.15,10.15,1.54,2.08
2012-09-21,,10.15,10.15,1.54,2.06
2012-09-24,,10.19,10.19,1.55,2.08
2012-09-25,,10.17,10.17,1.55,2.06
2012-09-26,,10.06,10.06,1.53,2.01
2012-09-27,,10.33,10.33,1.57,2.07
2012-09-28,,10.49,10.49,1.59,2.11
2012-10-08,,10.42,10.42,1.58,2.09
2012-10-09,,10.63,10.63,1.61,2.15
2012-10-10,,10.64,10.64,1.62,2.17
2012-10-11,,10.56,10.56,1.6,2.14
2012-10-12,,10.58,10.58,1.61,2.14
2012-10-15,,10.55,10.55,1.6,2.12
2012-10-16,,10.56,10.56,1.6,2.11
2012-10-17,,10.58,10.58,1.61,2.1
2012-10-18,,10.69,10.69,1.63,2.15
2012-10-19,,10.67,10.67,1.62,2.15
2012-10-22,,10.69,10.69,1.63,2.15
2012-10-23,,10.58,10.58,1.61,2.14
2012-10-24,,10.57,10.57,1.61,2.15
2012-10-25,,10.52,10.52,1.6,2.11
2012-10-26,,10.3,10.3,1.57,2.06
2012-10-29,,10.27,10.27,1.54,2.04
2012-10-30,,10.29,10.29,1.54,2.04
2012-10-31,,10.27,10.27,1.53,2.05
2012-11-01,,10.45,10.45,1.55,2.08
2012-11-02,,10.51,10.51,1.56,2.09
2012-11-05,,10.49,10.49,1.56,2.11
2012-11-06,,10.45,10.45,1.55,2.09
2012-11-07,,10.45,10.45,1.55,2.07
2012-11-08,,10.3,10.3,1.53,2.01
2012-11-09,,10.28,10.28,1.53,2.01
2012-11-12,,10.32,10.32,1.53,2.04
2012-11-13,,10.17,10.17,1.51,2.0
2012-11-14,,10.21,10.21,1.52,2.01
2012-11-15,,10.09,10.09,1.5,1.97
2012-11-16,,10.01,10.01,1.49,1.94
2012-11-19,,10.01,10.01,1.49,1.94
2012-11-20,,9.97,9.97,1.48,1.92
2012-11-21,,10.06,10.06,1.49,1.95
2012-11-22,,9.99,9.99,1.48,1.93
2012-11-23,,10.05,10.05,1.49,1.93
2012-11-26,,9.99,9.99,1.48,1.9
2012-11-27,,9.88,9.88,1.47,1.83
2012-11-28,,9.81,9.81,1.46,1.79
2012-11-29,,9.76,9.76,1.45,1.76
2012-11-30,,9.84,9.84,1.46,1.79
2012-12-03,,9.74,9.74,1.45,1.74
2012-12-04,,9.81,9.81,1.46,1.77
2012-12-05,,10.1,10.1,1.5,1.83
2012-12-06,,10.09,10.09,1.5,1.83
2012-12-07,,10.24,10.24,1.52,1.87
2012-12-10,,10.35,10.35,1.54,1.92
2012-12-11,,10.31,10.31,1.53,1.9
2012-12-12,,10.35,10.35,1.54,1.9
2012-12-13,,10.24,10.24,1.52,1.87
2012-12-14,,10.69,10.69,1.59,1.96
2012-12-17,,10.73,10.73,1.59,2.0
2012-12-18,,10.74,10.74,1.59,1.98
2012-12-19,,10.75,10.75,1.6,2.01
2012-12-20,,10.78,10.78,1.6,2.02
2012-12-21,,10.7,10.7,1.59,2.02
2012-12-24,,10.73,10.73,1.59,2.03
2012-12-25,,11.01,11.01,1.63,2.09
2012-12-26,,11.04,11.04,1.64,2.11
2012-12-27,,10.98,10.98,1.63,2.08
2012-12-28,,11.11,11.11,1.65,2.11
2012-12-31,,11.3,11.3,1.67,2.12
2013-01-04,,11.38,11.38,1.69,2.16
2013-01-07,,11.41,11.41,1.69,2.21
2013-01-08,,11.35,11.35,1.69,2.22
2013-01-09,,11.36,11.36,1.68,2.22
2013-01-10,,11.4,11.4,1.69,2.23
2013-01-11,,11.22,11.22,1.66,2.16
2013-01-14,,11.57,11.57,1.71,2.24
2013-01-15,,11.64,11.64,1.72,2.28
2013-01-16,,11.55,11.55,1.71,2.27
2013-01-17,,11.42,11.42,1.69,2.24
2013-01-18,,11.58,11.58,1.71,2.29
2013-01-21,,11.61,11.61,1.72,2.3
2013-01-22,,11.54,11.54,1.71,2.27
2013-01-23,,11.57,11.57,1.71,2.27
2013-01-24,,11.55,11.55,1.7,2.21
2013-01-25,,11.48,11.48,1.69,2.21
2013-01-28,,11.76,11.76,1.73,2.28
2013-01-29,,11.82,11.82,1.74,2.3
2013-01-30,,11.96,11.96,1.76,2.31
2013-01-31,,11.97,11.97,1.76,2.3
2013-02-01,,12.16,12.16,1.79,2.32
2013-02-04,,12.19,12.19,1.8,2.31
2013-02-05,,12.21,12.21,1.8,2.34
2013-02-06,,12.22,12.22,1.8,2.34
2013-02-07,,12.14,12.14,1.79,2.34
2013-02-08,,12.21,12.21,1.8,2.37
2013-02-18,,12.14,12.14,1.79,2.36
2013-02-19,,11.94,11.94,1.76,2.31
2013-02-20,,12.02,12.02,1.77,2.36
2013-02-21,,11.66,11.66,1.72,2.3
2013-02-22,,11.59,11.59,1.71,2.29
2013-02-25,,11.64,11.64,1.71,2.31
2013-02-26,,11.48,11.48,1.69,2.26
2013-02-27,,11.58,11.58,1.7,2.27
2013-02-28,,11.86,11.86,1.74,2.33
2013-03-01,,11.83,11.83,1.74,2.35
2013-03-04,,11.37,11.37,1.67,2.23
2013-03-05,,11.64,11.64,1.71,2.28
2013-03-06,,11.74,11.74,1.72,2.34
2013-03-07,,11.61,11.61,1.7,2.32
2013-03-08,,11.57,11.57,1.7,2.29
2013-03-11,,11.53,11.53,1.69,2.3
2013-03-12,,11.4,11.4,1.68,2.24
2013-03-13,,11.29,11.29,1.66,2.21
2013-03-14,,11.34,11.34,1.67,2.2
2013-03-15,,11.4,11.4,1.67,2.21
2013-03-18,,11.2,11.2,1.64,2.16
2013-03-19,,11.28,11.28,1.65,2.18
2013-03-20,,11.59,11.59,1.7,2.24
2013-03-21,,11.62,11.62,1.7,2.24
2013-03-22,,11.65,11.65,1.7,2.25
2013-03-25,,11.56,11.56,1.69,2.25
2013-03-26,,11.41,11.41,1.67,2.22
2013-03-27,,11.36,11.36,1.66,2.24
2013-03-28,,10.98,10.98,1.61,2.16
2013-03-29,,11.02,11.02,1.61,2.18
2013-04-01,,11.02,11.02,1.6,2.17
2013-04-02,,11.0,11.0,1.6,2.15
2013-04-03,,10.99,10.99,1.6,2.12
2013-04-08,,10.94,10.94,1.59,2.11
2013-04-09,,11.0,11.0,1.6,2.13
2013-04-10,,11.0,11.0,1.6,2.14
2013-04-11,,10.97,10.97,1.6,2.12
2013-04-12,,10.91,10.91,1.59,2.1
2013-04-15,,10.8,10.8,1.57,2.05
2013-04-16,,10.87,10.87,1.58,2.09
2013-04-17,,10.86,10.86,1.58,2.09
2013-04-18,,10.9,10.9,1.58,2.1
2013-04-19,,11.14,11.14,1.62,2.13
2013-04-22,,11.12,11.12,1.61,2.14
2013-04-23,,10.82,10.82,1.57,2.06
2013-04-24,,10.96,10.96,1.59,2.1
2013-04-25,,10.83,10.83,1.57,2.07
2013-04-26,,10.63,10.63,1.54,2.03
2013-05-02,,10.49,10.49,1.5,2.03
2013-05-03,,10.64,10.64,1.53,2.07
2013-05-06,,10.77,10.77,1.55,2.11
2013-05-07,,10.78,10.78,1.55,2.12
2013-05-08,,10.84,10.84,1.56,2.13
2013-05-09,,10.79,10.79,1.55,2.12
2013-05-10,,10.84,10.84,1.56,2.14
2013-05-13,,10.8,10.8,1.55,2.15
2013-05-14,,10.67,10.67,1.53,2.11
2013-05-15,,10.72,10.72,1.54,2.14
2013-05-16,,10.86,10.86,1.56,2.16
2013-05-17,,11.03,11.03,1.58,2.2
2013-05-20,,11.1,11.1,1.59,2.21
2013-05-21,,11.13,11.13,1.6,2.24
2013-05-22,,11.12,11.12,1.6,2.24
2013-05-23,,10.98,10.98,1.58,2.21
2013-05-24,,11.04,11.04,1.59,2.24
2013-05-27,,11.06,11.06,1.59,2.27
2013-05-28,,11.2,11.2,1.61,2.28
2013-05-29,,11.21,11.21,1.61,2.31
2013-05-30,,11.17,11.17,1.61,2.3
2013-05-31,,11.09,11.09,1.59,2.28
2013-06-03,,11.08,11.08,1.59,2.26
2013-06-04,,10.95,10.95,1.58,2.21
2013-06-05,,10.94,10.94,1.58,2.22
2013-06-06,,10.81,10.81,1.56,2.19
2013-06-07,,10.66,10.66,1.54,2.16
2013-06-13,,10.36,10.36,1.5,2.08
2013-06-14,,10.44,10.44,1.51,2.11
2013-06-17,,10.4,10.4,1.51,2.12
2013-06-18,,10.41,10.41,1.51,2.12
2013-06-19,,10.33,10.33,1.5,2.1
2013-06-20,,10.03,10.03,1.46,2.06
2013-06-21,,9.94,9.94,1.46,2.05
2013-06-24,,9.41,9.41,1.38,1.92
2013-06-25,,9.41,9.41,1.38,1.93
2013-06-26,,9.39,9.39,1.38,1.94
2013-06-27,,9.39,9.39,1.38,1.9
2013-06-28,,9.55,9.55,1.41,1.9
2013-07-01,,9.72,9.72,1.44,1.98
2013-07-02,,9.79,9.79,1.45,2.01
2013-07-03,,9.73,9.73,1.44,2.0
2013-07-04,,9.79,9.79,1.45,2.03
2013-07-05,,9.81,9.81,1.46,2.02
2013-07-08,,9.57,9.57,1.42,1.94
2013-07-09,,9.6,9.6,1.43,1.95
2013-07-10,,9.8,9.8,1.46,2.02
2013-07-11,,10.12,10.12,1.51,2.11
2013-07-12,,9.96,9.96,1.49,2.07
2013-07-15,,10.06,10.06,1.5,2.09
2013-07-16,,10.09,10.09,1.5,2.1
2013-07-17,,9.97,9.97,1.49,2.08
2013-07-18,,9.86,9.86,1.47,2.08
2013-07-19,,9.72,9.72,1.45,2.01
2013-07-22,,9.77,9.77,1.46,2.03
2013-07-23,,9.97,9.97,1.49,2.08
2013-07-24,,9.92,9.92,1.48,2.08
2013-07-25,,9.85,9.85,1.47,2.06
2013-07-26,,9.8,9.8,1.47,2.06
2013-07-29,,9.63,9.63,1.44,2.02
2013-07-30,,9.69,9.69,1.45,2.02
2013-07-31,,9.7,9.7,1.45,2.05
2013-08-01,,9.88,9.88,1.48,2.09
2013-08-02,,9.88,9.88,1.48,2.1
2013-08-05,,10.0,10.0,1.49,2.13
2013-08-06,,10.04,10.04,1.5,2.15
2013-08-07,,9.96,9.96,1.49,2.12
2013-08-08,,9.96,9.96,1.49,2.12
2013-08-09,,9.99,9.99,1.49,2.14
2013-08-12,,10.22,10.22,1.53,2.19
2013-08-13,,10.22,10.22,1.53,2.21
2013-08-14,,10.19,10.19,1.52,2.21
2013-08-15,,10.09,10.09,1.51,2.17
2013-08-16,,10.01,10.01,1.5,2.13
2013-08-19,,10.08,10.08,1.51,2.14
2013-08-20,,9.99,9.99,1.5,2.13
2013-08-21,,10.0,10.0,1.5,2.15
2013-08-22,,9.95,9.95,1.49,2.14
2013-08-23,,9.86,9.86,1.48,2.12
2013-08-26,,10.01,10.01,1.5,2.18
2013-08-27,,10.01,10.01,1.5,2.2
2013-08-28,,9.96,9.96,1.49,2.18
2013-08-29,,9.86,9.86,1.47,2.17
2013-08-30,,9.74,9.74,1.45,2.14
2013-09-02,,9.75,9.75,1.46,2.15
2013-09-03,,9.87,9.87,1.48,2.17
2013-09-04,,9.87,9.87,1.48,2.18
2013-09-05,,9.86,9.86,1.47,2.19
2013-09-06,,9.92,9.92,1.48,2.21
2013-09-09,,10.25,10.25,1.53,2.22
2013-09-10,,10.32,10.32,1.54,2.25
2013-09-11,,10.35,10.35,1.54,2.25
2013-09-12,,10.43,10.43,1.56,2.27
2013-09-13,,10.36,10.36,1.55,2.26
2013-09-16,,10.33,10.33,1.55,2.28
2013-09-17,,10.13,10.13,1.52,2.23
2013-09-18,,10.15,10.15,1.52,2.23
2013-09-23,,10.3,10.3,1.54,2.25
2013-09-24,,10.22,10.22,1.53,2.25
2013-09-25,,10.17,10.17,1.52,2.26
2013-09-26,,10.0,10.0,1.49,2.21
2013-09-27,,10.02,10.02,1.5,2.19
2013-09-30,,10.08,10.08,1.51,2.22
2013-10-08,,10.19,10.19,1.52,2.27
2013-10-09,,10.24,10.24,1.53,2.25
2013-10-10,,10.14,10.14,1.52,2.27
2013-10-11,,10.3,10.3,1.54,2.31
2013-10-14,,10.33,10.33,1.54,2.32
2013-10-15,,10.29,10.29,1.54,2.32
2013-10-16,,10.13,10.13,1.51,2.26
2013-10-17,,10.11,10.11,1.51,2.27
2013-10-18,,10.14,10.14,1.52,2.27
2013-10-21,,10.3,10.3,1.54,2.31
2013-10-22,,10.19,10.19,1.52,2.28
2013-10-23,,10.08,10.08,1.51,2.25
2013-10-24,,10.0,10.0,1.49,2.22
2013-10-25,,9.85,9.85,1.47,2.17
2013-10-28,,9.79,9.79,1.46,2.17
2013-10-29,,9.78,9.78,1.46,2.09
2013-10-30,,9.81,9.81,1.47,2.12
2013-10-31,,9.6,9.6,1.43,2.1
2013-11-01,,9.64,9.64,1.44,2.1
2013-11-04,,9.64,9.64,1.44,2.1
2013-11-05,,9.66,9.66,1.44,2.13
2013-11-06,,9.58,9.58,1.43,2.11
2013-11-07,,9.54,9.54,1.42,2.09
2013-11-08,,9.44,9.44,1.41,2.05
2013-11-11,,9.47,9.47,1.41,2.06
2013-11-12,,9.55,9.55,1.42,2.07
2013-11-13,,9.37,9.37,1.4,2.03
2013-11-14,,9.43,9.43,1.4,2.07
2013-11-15,,9.58,9.58,1.43,2.11
2013-11-18,,9.85,9.85,1.47,2.16
2013-11-19,,9.82,9.82,1.46,2.18
2013-11-20,,9.87,9.87,1.47,2.19
2013-11-21,,9.86,9.86,1.47,2.19
2013-11-22,,9.83,9.83,1.46,2.18
2013-11-25,,9.78,9.78,1.46,2.17
2013-11-26,,9.76,9.76,1.45,2.19
2013-11-27,,9.84,9.84,1.47,2.22
2013-11-28,,9.93,9.93,1.48,2.24
2013-11-29,,9.93,9.93,1.48,2.25
2013-12-02,,9.9,9.9,1.47,2.15
2013-12-03,,9.97,9.97,1.48,2.2
2013-12-04,,10.07,10.07,1.5,2.24
2013-12-05,,10.05,10.05,1.5,2.24
2013-12-06,,10.01,10.01,1.49,2.23
2013-12-09,,10.01,10.01,1.49,2.24
2013-12-10,,10.01,10.01,1.49,2.23
2013-12-11,,9.86,9.86,1.47,2.21
2013-12-12,,9.85,9.85,1.47,2.21
2013-12-13,,9.82,9.82,1.46,2.21
2013-12-16,,9.82,9.82,1.47,2.33
2013-12-17,,9.77,9.77,1.46,2.32
2013-12-18,,9.76,9.76,1.46,2.33
2013-12-19,,9.68,9.68,1.45,2.28
2013-12-20,,9.46,9.46,1.41,2.26
2013-12-23,,9.52,9.52,1.42,2.24
2013-12-24,,9.54,9.54,1.42,2.26
2013-12-25,,9.61,9.61,1.43,2.28
2013-12-26,,9.46,9.46,1.41,2.23
2013-12-27,,9.59,9.59,1.43,2.27
2013-12-30,,9.56,9.56,1.43,2.27
2013-12-31,,9.65,9.65,1.44,2.27
2014-01-02,,9.63,9.63,1.44,2.29
2014-01-03,,9.53,9.53,1.42,2.27
2014-01-06,,9.36,9.36,1.4,2.19
2014-01-07,,9.35,9.35,1.4,2.21
2014-01-08,,9.35,9.35,1.39,2.21
2014-01-09,,9.27,9.27,1.38,2.16
2014-01-10,,9.19,9.19,1.37,2.1
2014-01-13,,9.18,9.18,1.37,2.11
2014-01-14,,9.27,9.27,1.38,2.15
2014-01-15,,9.25,9.25,1.38,2.14
2014-01-16,,9.25,9.25,1.38,2.16
2014-01-17,,9.17,9.17,1.37,2.14
2014-01-20,,9.1,9.1,1.36,2.12
2014-01-21,,9.17,9.17,1.37,2.13
2014-01-22,,9.37,9.37,1.4,2.23
2014-01-23,,9.33,9.33,1.39,2.22
2014-01-24,,9.39,9.39,1.4,2.23
2014-01-27,,9.3,9.3,1.38,2.23
2014-01-28,,9.33,9.33,1.39,2.22
2014-01-29,,9.38,9.38,1.39,2.22
2014-01-30,,9.29,9.29,1.38,2.21
2014-02-07,,9.33,9.33,1.39,2.25
2014-02-10,,9.53,9.53,1.42,2.31
2014-02-11,,9.6,9.6,1.43,2.32
2014-02-12,,9.63,9.63,1.43,2.36
2014-02-13,,9.58,9.58,1.42,2.34
2014-02-14,,9.65,9.65,1.43,2.39
2014-02-17,,9.73,9.73,1.45,2.43
2014-02-18,,9.61,9.61,1.43,2.43
2014-02-19,,9.72,9.72,1.45,2.41
2014-02-20,,9.69,9.69,1.44,2.37
2014-02-21,,9.59,9.59,1.43,2.36
2014-02-24,,9.42,9.42,1.4,2.35
2014-02-25,,9.22,9.22,1.37,2.24
2014-02-26,,9.25,9.25,1.38,2.25
2014-02-27,,9.26,9.26,1.38,2.23
2014-02-28,,9.31,9.31,1.38,2.25
2014-03-03,,9.37,9.37,1.39,2.3
2014-03-04,,9.35,9.35,1.39,2.3
2014-03-05,,9.26,9.26,1.38,2.28
2014-03-06,,9.29,9.29,1.38,2.28
2014-03-07,,9.28,9.28,1.38,2.26
2014-03-10,,9.03,9.03,1.34,2.18
2014-03-11,,9.05,9.05,1.34,2.19
2014-03-12,,9.04,9.04,1.34,2.18
2014-03-13,,9.14,9.14,1.36,2.2
2014-03-14,,9.06,9.06,1.35,2.2
2014-03-17,,9.15,9.15,1.36,2.23
2014-03-18,,9.15,9.15,1.36,2.22
2014-03-19,,9.14,9.14,1.35,2.22
2014-03-20,,9.02,9.02,1.33,2.16
2014-03-21,,9.25,9.25,1.37,2.24
2014-03-24,,9.34,9.34,1.38,2.27
2014-03-25,,9.32,9.32,1.37,2.29
2014-03-26,,9.33,9.33,1.37,2.25
2014-03-27,,9.26,9.26,1.36,2.22
2014-03-28,,9.23,9.23,1.35,2.18
2014-03-31,,9.2,9.2,1.34,2.16
2014-04-01,,9.27,9.27,1.35,2.19
2014-04-02,,9.33,9.33,1.36,2.21
2014-04-03,,9.26,9.26,1.35,2.21
2014-04-04,,9.34,9.34,1.36,2.23
2014-04-08,,9.54,9.54,1.38,2.25
2014-04-09,,9.57,9.57,1.39,2.25
2014-04-10,,9.7,9.7,1.41,2.28
2014-04-11,,9.68,9.68,1.4,2.26
2014-04-14,,9.69,9.69,1.4,2.28
2014-04-15,,9.57,9.57,1.38,2.24
2014-04-16,,9.58,9.58,1.38,2.27
2014-04-17,,9.55,9.55,1.38,2.25
2014-04-18,,9.54,9.54,1.38,2.27
2014-04-21,,9.42,9.42,1.36,2.21
2014-04-22,,9.44,9.44,1.36,2.19
2014-04-23,,9.43,9.43,1.36,2.18
2014-04-24,,9.36,9.36,1.35,2.15
2014-04-25,,9.25,9.25,1.33,2.09
2014-04-28,,9.09,9.09,1.29,2.03
2014-04-29,,9.11,9.11,1.29,2.07
2014-04-30,,9.02,9.02,1.28,2.08
2014-05-05,,9.02,9.02,1.28,2.09
2014-05-06,,9.02,9.02,1.28,2.1
2014-05-07,,8.94,8.94,1.27,2.06
2014-05-08,,8.95,8.95,1.27,2.05
2014-05-09,,8.94,8.94,1.27,2.04
2014-05-12,,9.12,9.12,1.3,2.09
2014-05-13,,9.11,9.11,1.29,2.08
2014-05-14,,9.1,9.1,1.29,2.09
2014-05-15,,9.0,9.0,1.28,2.03
2014-05-16,,9.0,9.0,1.28,2.03
2014-05-19,,8.91,8.91,1.27,2.02
2014-05-20,,8.93,8.93,1.27,2.02
2014-05-21,,9.0,9.0,1.28,2.03
2014-05-22,,8.99,8.99,1.28,2.04
2014-05-23,,9.06,9.06,1.29,2.07
2014-05-26,,9.09,9.09,1.29,2.09
2014-05-27,,9.06,9.06,1.29,2.07
2014-05-28,,9.14,9.14,1.3,2.11
2014-05-29,,9.11,9.11,1.29,2.08
2014-05-30,,9.1,9.1,1.29,2.08
2014-06-03,,9.11,9.11,1.3,2.08
2014-06-04,,9.04,9.04,1.29,2.04
2014-06-05,,9.11,9.11,1.3,2.07
2014-06-06,,9.06,9.06,1.29,2.05
2014-06-09,,9.07,9.07,1.29,2.05
2014-06-10,,9.18,9.18,1.31,2.07
2014-06-11,,9.18,9.18,1.31,2.08
2014-06-12,,9.16,9.16,1.31,2.08
2014-06-13,,9.26,9.26,1.32,2.09
2014-06-16,,9.43,9.43,1.34,2.2
2014-06-17,,9.33,9.33,1.33,2.18
2014-06-18,,9.29,9.29,1.33,2.18
2014-06-19,,9.14,9.14,1.31,2.12
2014-06-20,,9.16,9.16,1.33,2.15
2014-06-23,,9.15,9.15,1.33,2.16
2014-06-24,,9.19,9.19,1.34,2.19
2014-06-25,,9.15,9.15,1.33,2.17
2014-06-26,,9.21,9.21,1.34,2.19
2014-06-27,,9.2,9.2,1.34,2.22
2014-06-30,,9.25,9.25,1.35,2.21
2014-07-01,,9.26,9.26,1.35,2.26
2014-07-02,,9.3,9.3,1.36,2.26
2014-07-03,,9.33,9.33,1.37,2.3
2014-07-04,,9.32,9.32,1.37,2.3
2014-07-07,,9.32,9.32,1.37,2.28
2014-07-08,,9.35,9.35,1.37,2.31
2014-07-09,,9.23,9.23,1.35,2.26
2014-07-10,,9.18,9.18,1.35,2.27
2014-07-11,,9.21,9.21,1.36,2.3
2014-07-14,,9.3,9.3,1.38,2.34
2014-07-15,,9.31,9.31,1.38,2.35
2014-07-16,,9.3,9.3,1.38,2.32
2014-07-17,,9.24,9.24,1.37,2.3
2014-07-18,,9.26,9.26,1.38,2.31
2014-07-21,,9.24,9.24,1.37,2.32
2014-07-22,,9.33,9.33,1.39,2.34
2014-07-23,,9.34,9.34,1.39,2.33
2014-07-24,,9.47,9.47,1.41,2.34
2014-07-25,,9.56,9.56,1.42,2.36
2014-07-28,,9.8,9.8,1.46,2.4
2014-07-29,,9.83,9.83,1.46,2.41
2014-07-30,,9.81,9.81,1.46,2.39
2014-07-31,,9.91,9.91,1.48,2.44
2014-08-01,,9.84,9.84,1.47,2.42
2014-08-04,,10.0,10.0,1.49,2.44
2014-08-05,,9.99,9.99,1.49,2.45
2014-08-06,,9.97,9.97,1.49,2.48
2014-08-07,,9.83,9.83,1.46,2.46
2014-08-08,,9.86,9.86,1.47,2.48
2014-08-11,,9.99,9.99,1.49,2.51
2014-08-12,,9.97,9.97,1.48,2.51
2014-08-13,,9.97,9.97,1.48,2.53
2014-08-14,,9.87,9.87,1.47,2.49
2014-08-15,,9.96,9.96,1.48,2.51
2014-08-18,,10.01,10.01,1.49,2.53
2014-08-19,,10.01,10.01,1.49,2.54
2014-08-20,,9.97,9.97,1.46,2.55
2014-08-21,,9.91,9.91,1.46,2.55
2014-08-22,,9.95,9.95,1.46,2.58
2014-08-25,,9.86,9.86,1.45,2.57
2014-08-26,,9.76,9.76,1.43,2.5
2014-08-27,,9.74,9.74,1.43,2.49
2014-08-28,,9.63,9.63,1.41,2.45
2014-08-29,,9.67,9.67,1.41,2.49
2014-09-01,,9.71,9.71,1.42,2.53
2014-09-02,,9.84,9.84,1.44,2.54
2014-09-03,,9.94,9.94,1.45,2.58
2014-09-04,,10.01,10.01,1.46,2.62
2014-09-05,,10.08,10.08,1.47,2.63
2014-09-09,,10.08,10.08,1.47,2.64
2014-09-10,,10.03,10.03,1.47,2.62
2014-09-11,,10.0,10.0,1.46,2.61
2014-09-12,,10.08,10.08,1.47,2.64
2014-09-15,,10.09,10.09,1.47,2.68
2014-09-16,,9.91,9.91,1.45,2.59
2014-09-17,,9.95,9.95,1.45,2.6
2014-09-18,,9.99,9.99,1.46,2.61
2014-09-19,,10.04,10.04,1.47,2.63
2014-09-22,,9.85,9.85,1.44,2.59
2014-09-23,,9.93,9.93,1.45,2.61
2014-09-24,,10.08,10.08,1.47,2.66
2014-09-25,,10.08,10.08,1.47,2.65
2014-09-26,,10.08,10.08,1.47,2.64
2014-09-29,,10.12,10.12,1.48,2.67
2014-09-30,,10.15,10.15,1.48,2.67
2014-10-08,,10.24,10.24,1.5,2.7
2014-10-09,,10.26,10.26,1.5,2.71
2014-10-10,,10.2,10.2,1.49,2.68
2014-10-13,,10.15,10.15,1.48,2.71
2014-10-14,,10.12,10.12,1.48,2.69
2014-10-15,,10.18,10.18,1.49,2.68
2014-10-16,,10.11,10.11,1.48,2.66
2014-10-17,,10.07,10.07,1.47,2.64
2014-10-20,,10.13,10.13,1.48,2.67
2014-10-21,,10.05,10.05,1.47,2.65
2014-10-22,,10.0,10.0,1.46,2.63
2014-10-23,,9.9,9.9,1.45,2.58
2014-10-24,,9.88,9.88,1.43,2.61
2014-10-27,,9.82,9.82,1.42,2.6
2014-10-28,,9.99,9.99,1.44,2.64
2014-10-29,,10.08,10.08,1.46,2.68
2014-10-30,,10.11,10.11,1.45,2.68
2014-10-31,,10.16,10.16,1.45,2.67
2014-11-03,,10.16,10.16,1.45,2.68
2014-11-04,,10.16,10.16,1.45,2.65
2014-11-05,,10.11,10.11,1.44,2.63
2014-11-06,,10.13,10.13,1.44,2.64
2014-11-07,,10.09,10.09,1.44,2.64
2014-11-10,,10.31,10.31,1.47,2.68
2014-11-11,,10.33,10.33,1.47,2.62
2014-11-12,,10.41,10.41,1.48,2.66
2014-11-13,,10.37,10.37,1.48,2.64
2014-11-14,,10.37,10.37,1.48,2.62
2014-11-17,,10.33,10.33,1.47,2.67
2014-11-18,,10.24,10.24,1.46,2.67
2014-11-19,,10.22,10.22,1.46,2.67
2014-11-20,,10.22,10.22,1.46,2.64
2014-11-21,,10.37,10.37,1.48,2.71
2014-11-24,,10.56,10.56,1.51,2.76
2014-11-25,,10.71,10.71,1.53,2.81
2014-11-26,,10.86,10.86,1.55,2.8
2014-11-27,,10.97,10.97,1.56,2.84
2014-11-28,,11.23,11.23,1.6,2.83
2014-12-01,,11.25,11.25,1.6,2.83
2014-12-02,,11.64,11.64,1.66,2.86
2014-12-03,,11.7,11.7,1.67,2.92
2014-12-04,,12.23,12.23,1.74,2.96
2014-12-05,,12.45,12.45,1.77,2.86
2014-12-08,,12.82,12.82,1.83,2.91
2014-12-09,,12.11,12.11,1.72,2.82
2014-12-10,,12.46,12.46,1.77,2.94
2014-12-11,,12.35,12.35,1.76,2.97
2014-12-12,,12.4,12.4,1.76,2.99
2014-12-15,,12.68,12.68,1.8,3.15
2014-12-16,,13.01,13.01,1.85,3.15
2014-12-17,,13.22,13.22,1.88,3.1
2014-12-18,,13.16,13.16,1.87,3.11
2014-12-19,,13.36,13.36,1.9,3.09
2014-12-22,,13.5,13.5,1.92,2.96
2014-12-23,,13.11,13.11,1.86,2.92
2014-12-24,,12.79,12.79,1.82,2.95
2014-12-25,,13.24,13.24,1.88,3.02
2014-12-26,,13.63,13.63,1.94,3.02
2014-12-29,,13.67,13.67,1.94,3.03
