序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
643,000628,大成高鑫股票A,2026-07-23,5.13,5.13,1.17,3.05,6.22,-2.34,-3.39,4.32,27.77,34.43,-1.62,413.0,4.0083,0.15%
644,006003,工银医药健康股票C,2026-07-23,2.2744,2.8176,-0.12,-1.55,20.59,7.05,4.01,4.28,60.94,19.71,10.2,173.73,2.7281,0.00%
645,011350,淳厚现代服务业股票C,2026-07-23,1.202,1.202,1.5,-0.85,0.18,0.57,-7.47,4.19,35.56,25.96,-2.74,20.2,3.3001,0.00%
646,320022,诺安研究精选股票A,2026-07-23,1.957,3.4,0.93,-10.39,-24.15,-34.06,-41.76,4.15,23.47,-0.1,-26.4,240.0,2.6219,0.15%
647,021168,中泰红利量化选股股票发起C,2026-07-23,1.1285,1.1285,0.66,3.81,6.51,-1.69,-0.83,3.95,14.88,,0.13,12.85,3.8274,0.00%
648,017133,中银新能源产业股票C,2026-07-23,1.084,1.084,4.0,-0.87,-19.49,-22.24,-19.01,3.93,31.17,8.41,-10.47,8.4,3.1006,0.00%
649,011066,大成高鑫股票C,2026-07-23,5.0203,5.0203,1.16,3.04,6.18,-2.44,-3.59,3.89,26.81,32.92,-1.85,62.42,3.5861,0.00%
650,008134,鹏华优选价值股票A,2026-07-23,1.5535,1.67,0.7,1.86,4.54,-2.92,-6.1,3.79,33.49,33.29,-2.99,71.89,3.477,0.15%
651,001703,银华沪港深增长股票A,2026-07-23,2.141,2.211,0.94,0.14,-7.52,-12.29,-11.2,3.78,23.05,9.63,-4.08,127.81,2.7351,0.15%
652,000471,富国城镇发展股票,2026-07-23,2.3781,2.8781,1.27,1.85,4.56,-5.79,-7.13,3.58,14.11,3.85,-2.64,198.44,3.252,0.15%
653,002334,汇丰晋信大盘波动股票A,2026-07-23,1.6415,1.6415,0.53,2.06,5.22,-0.24,6.2,3.49,22.59,5.94,4.72,64.13,4.0175,0.15%
654,010161,广发瑞安精选股票A,2026-07-23,0.9871,0.9871,-0.11,-3.65,-7.65,-15.12,-19.1,3.25,39.24,14.16,-17.73,-1.29,1.7,0.15%
655,011328,景顺长城新能源产业股票A,2026-07-23,1.2779,1.2779,2.66,-1.43,-14.23,-15.77,-19.52,3.21,50.82,16.94,-7.6,27.79,1.7517,0.15%
656,014364,银华沪港深增长股票C,2026-07-23,2.042,2.042,0.94,0.15,-7.56,-12.4,-11.45,3.18,22.28,5.58,-4.4,-23.26,2.1511,0.00%
657,020258,鹏华优选价值股票C,2026-07-23,1.4379,1.4379,0.69,1.84,4.48,-3.08,-6.4,3.14,31.82,,-3.35,43.79,2.832,0.00%
658,011329,景顺长城新能源产业股票C,2026-07-23,1.2709,1.2709,2.67,-1.43,-14.23,-15.8,-19.56,3.11,50.51,16.59,-7.65,27.09,1.6557,0.00%
659,001473,建信大安全战略精选股票,2026-07-23,2.962,2.962,1.1,2.75,4.04,-4.65,-1.44,3.05,16.88,6.1,-3.46,196.2,2.4276,0.15%
660,002332,汇丰晋信沪港深A,2026-07-23,1.5458,1.6008,0.75,0.14,8.09,-8.78,-14.53,3.05,43.84,33.22,-8.49,62.51,1.1384,0.15%
661,002335,汇丰晋信大盘波动股票C,2026-07-23,1.5601,1.5601,0.53,2.06,5.18,-0.36,5.94,2.98,21.38,4.37,4.43,55.99,3.503,0.00%
662,001717,工银前沿医疗股票A,2026-07-23,3.448,3.448,0.09,-3.25,21.71,11.33,8.77,2.96,33.75,5.09,11.98,244.8,2.5885,0.15%
663,021187,摩根红利优选股票A,2026-07-23,1.2021,1.2021,1.33,2.26,2.73,-3.8,-0.38,2.89,,,1.95,20.21,2.6208,0.15%
664,019124,博道红利智航股票A,2026-07-23,1.1927,1.2847,1.02,1.78,-0.33,-4.35,-2.28,2.84,26.02,,1.05,29.35,2.6021,1.20%
665,021629,华安红利机遇股票发起式A,2026-07-23,1.1472,1.1983,1.11,4.79,7.01,0.64,-0.08,2.7,,,0.53,20.09,2.5546,0.15%
666,010162,广发瑞安精选股票C,2026-07-23,0.9636,0.9636,-0.1,-3.66,-7.68,-15.2,-19.26,2.67,37.91,12.61,-18.05,-3.64,1.1229,0.00%
667,160127,南方新兴消费增长股票(LOF)A,2026-07-23,0.8501,0.8501,1.24,1.08,0.0,-5.48,-0.89,2.58,48.05,27.97,0.45,301.97,1.9916,0.15%
668,002333,汇丰晋信沪港深C,2026-07-23,1.4644,1.5194,0.75,0.13,8.05,-8.89,-14.74,2.53,42.19,31.03,-8.75,54.04,0.6391,0.00%
669,009658,汇丰晋信中小盘低波动策略股票A,2026-07-23,0.8805,0.8805,0.54,0.05,2.91,-5.13,1.11,2.5,20.55,-7.14,2.02,-11.95,2.4552,0.15%
670,000893,工银创新动力股票,2026-07-23,1.242,1.242,0.57,1.97,3.16,-2.74,-6.33,2.48,19.31,15.32,-2.59,24.2,1.2225,0.15%
671,003230,创金合信医疗保健股票A,2026-07-23,2.1976,2.1272,-0.04,-2.12,33.0,12.82,8.31,2.48,51.22,14.42,14.05,112.72,2.4713,0.15%
672,019125,博道红利智航股票C,2026-07-23,1.1792,1.2712,1.02,1.78,-0.36,-4.45,-2.47,2.43,25.02,,0.82,27.94,2.1921,0.00%
673,008736,南方高股息股票A,2026-07-23,1.0331,1.0331,1.07,1.2,1.83,-4.15,-3.44,2.37,17.84,19.92,-0.6,3.31,2.5715,0.15%
674,022164,西部利得央企优选股票A,2026-07-23,0.9907,1.2007,1.67,1.29,0.03,-7.32,-6.01,2.37,,,-3.59,20.93,1.8201,0.15%
675,010685,工银前沿医疗股票C,2026-07-23,3.335,3.335,0.12,-3.25,21.67,11.17,8.49,2.33,32.13,3.22,11.65,1.68,1.9878,0.00%
676,021630,华安红利机遇股票发起式C,2026-07-23,1.1383,1.1894,1.11,4.78,6.98,0.54,-0.27,2.29,,,0.31,19.18,2.1521,0.00%
677,021188,摩根红利优选股票C,2026-07-23,1.1878,1.1878,1.32,2.25,2.68,-3.95,-0.69,2.27,,,1.6,18.78,1.9921,0.00%
678,006138,国联安价值优选股票,2026-07-23,2.0841,2.0841,1.68,1.52,-1.31,-9.16,-14.55,2.21,26.97,8.68,-6.36,108.41,0.7006,0.15%
679,163110,申万菱信量化小盘股票(LOF)A,2026-07-23,2.2023,3.2859,0.98,-4.15,-12.78,-12.09,-17.6,2.17,47.47,8.13,-8.51,273.25,0.9812,0.15%
680,010703,财通智选消费股票A,2026-07-23,0.7047,0.7047,-0.75,-3.2,-6.6,-3.45,-8.35,2.16,20.03,-1.83,-3.12,-29.53,1.5857,0.15%
681,001043,工银美丽城镇股票A,2026-07-23,1.721,2.145,1.77,2.2,-3.59,-14.72,-23.85,2.08,18.53,-2.33,-16.09,108.39,2.0154,0.15%
682,022165,西部利得央企优选股票C,2026-07-23,0.9837,1.1937,1.67,1.28,0.0,-7.41,-6.2,1.96,,,-3.8,20.15,1.416,0.00%
683,160144,南方新兴消费增长股票(LOF)C,2026-07-23,0.8221,0.8221,1.23,1.06,-0.05,-5.64,-1.2,1.95,46.31,25.7,0.09,-16.63,1.3687,0.00%
684,001104,华安新丝路主题股票A,2026-07-23,1.312,1.421,-3.88,-8.06,-24.77,-15.79,-20.39,1.94,14.59,-18.51,-13.28,37.3,0.8455,0.15%
685,003231,创金合信医疗保健股票C,2026-07-23,2.0907,1.9096,-0.05,-2.14,32.93,12.63,7.94,1.77,49.13,12.05,13.61,90.96,1.762,0.00%
686,010704,财通智选消费股票C,2026-07-23,0.6894,0.6894,-0.73,-3.2,-6.62,-3.54,-8.53,1.76,19.07,-3.0,-3.34,-31.06,1.1741,0.00%
687,519606,国泰金鑫股票A,2026-07-23,1.9429,2.1093,-4.9,-4.38,-22.25,-36.05,-36.74,1.74,26.28,7.54,-36.81,94.29,0.5122,0.15%
688,013918,申万菱信量化小盘股票(LOF)C,2026-07-23,2.1536,2.1536,0.98,-4.16,-12.81,-12.18,-17.77,1.72,46.23,6.46,-8.73,-11.73,0.5369,0.00%
689,009775,汇丰晋信中小盘低波动策略股票C,2026-07-23,0.8396,0.8396,0.54,0.04,2.85,-5.31,0.72,1.7,18.65,-9.34,1.57,-16.04,1.6465,0.00%
690,011478,工银美丽城镇股票C,2026-07-23,1.678,2.096,1.76,2.13,-3.62,-14.82,-24.04,1.57,17.34,-3.73,-16.31,-28.54,1.451,0.00%
691,005237,银华医疗健康量化优选A,2026-07-23,1.2726,1.2726,0.17,-2.79,18.25,7.6,3.19,1.56,23.36,-3.72,7.29,27.26,0.3311,0.15%
692,008737,南方高股息股票C,2026-07-23,0.9846,0.9846,1.06,1.17,1.77,-4.34,-3.83,1.55,15.97,17.07,-1.05,-1.54,1.7569,0.00%
693,013505,华安新丝路主题股票C,2026-07-23,1.275,1.275,-3.92,-8.07,-24.82,-15.9,-20.66,1.35,13.23,-19.96,-13.56,-48.15,0.2358,0.00%
694,022344,景顺长城红利量化选股股票A,2026-07-23,1.1039,1.1039,1.01,1.7,0.43,-4.99,-3.07,1.31,,,1.02,10.4,0.8588,0.12%
695,000778,鹏华先进制造股票,2026-07-23,3.293,3.293,0.55,2.84,6.54,-2.31,-5.13,1.23,23.89,15.91,-1.55,229.3,0.9194,0.15%
696,011824,浙商汇金量化臻选股票A,2026-07-23,1.0791,1.0791,2.61,-2.18,-2.92,-10.47,-15.89,1.2,47.52,28.66,-7.67,7.91,-0.1111,0.15%
697,005238,银华医疗健康量化优选C,2026-07-23,1.233,1.233,0.17,-2.8,18.22,7.5,2.99,1.17,22.38,-4.87,7.06,23.3,-0.0648,0.00%
698,015593,国泰金鑫股票C,2026-07-23,1.8916,1.8916,-4.9,-4.39,-22.29,-36.15,-36.93,1.14,24.73,5.42,-37.02,4.78,-0.0792,0.00%
699,519193,万家消费成长,2026-07-23,1.9188,1.9188,0.09,1.88,5.22,6.01,-8.41,1.01,6.23,-12.2,-3.8,91.88,0.6504,0.15%
700,000916,前海开源股息率100强股票A,2026-07-23,1.7712,2.4522,0.52,2.99,5.58,-3.56,-3.51,0.97,14.25,16.38,-0.88,183.18,0.8197,0.15%
701,022345,景顺长城红利量化选股股票C,2026-07-23,1.0974,1.0974,1.01,1.7,0.4,-5.08,-3.26,0.91,,,0.8,9.75,0.4669,0.00%
702,021979,兴全红利量化选股股票A,2026-07-23,1.0453,1.1263,1.16,3.96,3.58,-6.0,-2.3,0.83,,,0.37,12.65,0.1535,0.15%
703,001044,嘉实新消费股票A,2026-07-23,2.528,2.598,0.6,2.51,9.63,3.78,1.98,0.8,10.97,5.29,3.52,164.89,0.3573,0.15%
704,018048,申万菱信数字产业股票型发起式A,2026-07-23,1.0664,1.0664,-1.86,-7.34,-12.65,-13.61,-30.49,0.7,67.78,10.82,-11.68,6.64,-0.2805,0.15%
705,011825,浙商汇金量化臻选股票C,2026-07-23,1.0521,1.0521,2.6,-2.18,-2.96,-10.58,-16.09,0.69,46.06,26.74,-7.94,5.21,-0.614,0.00%
706,021570,华夏红利量化选股股票A,2026-07-23,1.1674,1.1674,1.03,2.42,3.48,-2.89,-0.54,0.67,17.74,,1.06,16.74,0.3697,0.15%
707,021784,前海开源股息率100强股票C,2026-07-23,1.7571,1.7571,0.51,2.98,5.54,-3.66,-3.7,0.57,13.35,,-1.1,7.16,0.4172,0.00%
708,001579,国泰大农业股票A,2026-07-23,1.7705,1.7705,0.85,1.11,4.1,-7.91,-10.81,0.49,21.55,-5.9,-6.46,77.05,0.0735,0.15%
709,007903,长城量化小盘股票A,2026-07-23,1.3627,1.3627,1.77,-4.84,-15.87,-13.95,-16.58,0.41,30.79,3.53,-5.34,36.26,-0.0073,0.15%
710,009877,中银内核驱动股票A,2026-07-23,0.6828,0.6828,-0.44,-7.49,-22.86,-6.34,-11.42,0.37,29.44,0.04,-2.98,-31.72,-0.8999,0.15%
711,018049,申万菱信数字产业股票型发起式C,2026-07-23,1.0527,1.0527,-1.86,-7.34,-12.68,-13.7,-30.63,0.3,66.43,9.49,-11.87,5.27,-0.6699,0.00%
712,021571,华夏红利量化选股股票C,2026-07-23,1.1578,1.1578,1.03,2.41,3.45,-2.98,-0.73,0.28,16.8,,0.84,15.78,-0.0345,0.00%
713,021980,兴全红利量化选股股票C,2026-07-23,1.0401,1.115,1.16,3.95,3.52,-6.15,-2.58,0.25,,,0.04,11.49,-0.4335,0.00%
714,000974,安信消费医药股票A,2026-07-23,1.3241,1.3838,0.26,-0.59,12.48,-2.69,-9.25,0.22,34.82,10.8,-3.0,37.98,-0.3312,0.15%
715,023967,嘉实新消费股票C,2026-07-23,2.511,2.511,0.6,2.49,9.51,3.63,1.66,0.2,,,3.16,1.01,-0.2384,0.00%
716,011722,前海开源深圳特区精选股票A,2026-07-23,0.9379,0.9379,0.75,-4.7,-8.12,-7.4,-16.03,0.11,31.3,19.04,-11.36,-6.21,-0.8667,0.15%
717,011723,前海开源深圳特区精选股票C,2026-07-23,0.9289,0.9289,0.75,-4.71,-8.13,-7.42,-16.07,-0.01,30.45,18.15,-11.42,-7.11,-0.9807,0.00%
718,012600,中银内核驱动股票C,2026-07-23,0.6671,0.6671,-0.43,-7.49,-22.89,-6.45,-11.62,-0.04,28.24,-1.29,-3.22,-46.57,-1.302,0.00%
719,015588,国泰大农业股票C,2026-07-23,1.7273,1.7273,0.85,1.1,4.05,-8.05,-11.07,-0.11,20.09,-7.59,-6.77,-25.33,-0.5183,0.00%
720,023098,安信消费医药股票C,2026-07-23,1.3162,1.3162,0.26,-0.6,12.44,-2.78,-9.43,-0.17,,,-3.22,20.21,-0.7166,0.00%
721,019272,长城量化小盘股票C,2026-07-23,1.3421,1.3421,1.76,-4.85,-15.92,-14.08,-16.82,-0.19,29.23,,-5.66,2.98,-0.5999,0.00%
722,019338,创金合信启富优选股票发起A,2026-07-23,1.3394,1.3394,1.75,-3.28,-4.41,-11.49,-16.26,-0.23,58.38,,-7.72,33.94,-1.1513,0.15%
723,019339,创金合信启富优选股票发起C,2026-07-23,1.3209,1.3209,1.76,-3.28,-4.44,-11.59,-16.46,-0.73,56.82,,-7.98,32.09,-1.6456,0.00%
724,003956,南方产业智选股票A,2026-07-23,1.9611,1.9611,1.27,1.4,2.8,-10.41,-9.66,-0.9,16.06,22.08,-6.06,96.11,-1.2786,0.15%
725,019916,富国医药创新股票A,2026-07-23,1.817,1.817,0.09,-2.8,26.41,8.84,2.93,-0.99,88.04,,8.36,81.7,-2.0802,0.15%
726,001651,工银新蓝筹股票A,2026-07-23,2.595,2.595,0.43,2.49,2.98,-4.38,-14.69,-1.03,2.49,12.39,-11.4,159.5,-0.6508,0.15%
727,002300,长盛医疗量化股票A,2026-07-23,2.1632,2.1632,-1.3,-3.66,16.02,12.89,3.27,-1.05,29.84,17.53,8.92,116.32,-2.2945,0.15%
728,005612,嘉实核心优势股票发起式,2026-07-23,1.6302,1.6302,0.75,1.91,3.64,-7.07,-14.61,-1.12,27.06,19.22,-10.76,63.02,-1.4032,0.15%
729,007853,华商计算机行业量化股票发起式A,2026-07-23,1.2066,1.2066,-1.41,-2.65,-7.27,-10.14,-20.29,-1.29,54.79,3.69,-7.97,20.66,-2.4497,0.15%
730,022518,南方产业智选股票C,2026-07-23,1.9478,1.9478,1.27,1.4,2.77,-10.5,-9.85,-1.31,,,-6.29,7.79,-1.6908,0.00%
731,019917,富国医药创新股票C,2026-07-23,1.7899,1.7899,0.08,-2.82,26.35,8.68,2.64,-1.57,85.66,,8.0,78.99,-2.6593,0.00%
732,011476,工银新蓝筹股票C,2026-07-23,2.528,2.528,0.4,2.47,2.93,-4.53,-14.97,-1.6,1.4,10.68,-11.7,-11.17,-1.2114,0.00%
733,018009,长盛医疗量化股票C,2026-07-23,2.1207,2.1207,-1.29,-3.67,15.97,12.72,2.96,-1.64,28.29,15.42,8.56,6.41,-2.8761,0.00%
734,010998,博道消费智航A,2026-07-23,0.8756,0.8756,0.57,-2.82,-0.45,-7.01,-11.21,-1.68,33.68,6.81,-5.69,-12.44,-2.4075,0.15%
735,017628,华商计算机行业量化股票发起式C,2026-07-23,1.19,1.19,-1.42,-2.66,-7.31,-10.23,-20.45,-1.69,53.57,2.46,-8.17,24.66,-2.8413,0.00%
736,006228,中欧医疗创新股票A,2026-07-23,1.6076,1.6076,0.78,-2.01,25.14,10.88,4.32,-1.77,76.02,17.89,11.78,60.76,-4.6783,0.15%
737,014121,大成品质医疗股票A,2026-07-23,0.8265,0.8265,-0.11,-0.17,11.54,1.46,-9.23,-1.79,18.26,-5.89,-4.5,-17.35,-2.6616,0.15%
738,001167,金鹰科技创新股票A,2026-07-23,1.648,1.984,-0.48,-4.2,-14.26,-15.95,-22.67,-1.8,49.26,30.22,-11.8,109.13,-3.1272,0.15%
739,011220,南方匠心优选股票A,2026-07-23,0.8741,0.8741,0.83,3.71,5.12,-4.75,-2.13,-1.8,17.76,23.01,-0.82,-12.59,-1.5653,0.15%
740,008107,华商医药医疗行业股票,2026-07-23,1.1454,1.1454,0.45,-1.74,20.48,5.12,-3.53,-2.08,29.48,13.46,8.47,14.54,-4.5898,0.15%
741,008958,嘉实回报精选股票,2026-07-23,0.9521,0.9521,0.63,1.4,4.11,-2.73,-3.26,-2.08,11.51,-5.73,-4.11,-4.8,-2.2886,0.15%
742,018695,博道消费智航C,2026-07-23,0.8618,0.8618,0.57,-2.83,-0.5,-7.12,-11.43,-2.17,32.32,5.15,-5.95,5.83,-2.8848,0.00%
743,014122,大成品质医疗股票C,2026-07-23,0.8123,0.8123,-0.11,-0.18,11.5,1.35,-9.42,-2.2,17.28,-7.03,-4.73,-18.77,-3.0668,0.00%
744,009874,九泰久睿量化股票A,2026-07-23,0.6506,0.6506,-0.66,-1.36,13.38,3.25,-3.57,-2.27,17.25,-13.48,0.48,-34.94,-3.7859,0.15%
745,019093,金鹰科技创新股票C,2026-07-23,1.6177,1.9537,-0.48,-4.22,-14.3,-16.08,-22.9,-2.39,47.51,,-12.1,29.52,-3.7083,0.00%
746,011221,南方匠心优选股票C,2026-07-23,0.846,0.846,0.83,3.7,5.07,-4.9,-2.42,-2.4,16.37,20.84,-1.15,-15.4,-2.1626,0.00%
747,012930,中庚价值先锋股票,2026-07-23,0.9949,0.9949,0.07,-0.41,5.27,-8.81,-16.41,-2.44,25.62,-12.13,-4.79,-0.51,-3.1822,0.15%
748,006229,中欧医疗创新股票C,2026-07-23,1.5153,1.5153,0.78,-2.02,25.07,10.67,3.91,-2.53,73.1,15.01,11.29,51.53,-5.4179,0.00%
749,008923,建信医疗健康行业股票A,2026-07-23,1.5576,1.5576,0.17,-2.81,19.81,6.79,8.02,-2.65,62.95,46.51,16.21,55.76,-3.5004,0.15%
750,020759,建信红利精选股票发起A,2026-07-23,1.0383,1.0833,0.53,1.05,-9.11,-2.65,-6.93,-2.66,8.35,,-0.13,8.35,-2.8289,0.15%
751,007354,创金合信港股通量化股票A,2026-07-23,0.9295,0.9295,1.14,0.65,4.03,-5.18,-11.21,-2.82,40.26,25.05,-7.51,-7.05,-3.7386,0.15%
752,020768,中信保诚国企红利量化选股股票A,2026-07-23,1.0953,1.1073,0.69,1.94,3.5,-3.58,-0.06,-2.84,14.16,,0.47,10.74,-3.0215,0.15%
753,320020,诺安策略精选股票A,2026-07-23,1.8084,2.6359,0.47,2.11,4.53,-0.19,2.55,-2.9,19.3,-8.44,0.66,163.59,-2.8943,0.15%
754,001195,工银农业产业股票,2026-07-23,0.982,0.982,0.72,0.1,3.7,-10.24,-12.32,-2.96,10.21,-6.3,-7.36,-1.8,-2.8684,0.15%
755,008924,建信医疗健康行业股票C,2026-07-23,1.5296,1.5296,0.16,-2.82,19.76,6.69,7.81,-3.04,61.67,44.78,15.97,52.96,-3.8834,0.00%
756,016399,九泰久睿量化股票C,2026-07-23,0.6304,0.6304,-0.66,-1.39,13.3,3.04,-3.96,-3.06,15.35,-15.59,0.02,-29.3,-4.5716,0.00%
757,020760,建信红利精选股票发起C,2026-07-23,1.0354,1.0814,0.52,1.03,-9.15,-2.77,-7.12,-3.06,8.15,,-0.35,8.15,-3.2255,0.00%
758,007287,合煦智远消费主题股票发起式A,2026-07-23,1.1028,1.1028,0.01,0.84,4.2,0.05,-8.08,-3.18,4.55,-4.93,-6.46,10.28,-3.8787,0.15%
759,005662,嘉实金融精选股票A,2026-07-23,1.2722,1.2722,0.74,3.0,3.25,0.57,-1.01,-3.27,27.63,27.19,-3.27,27.22,-3.0483,0.15%
760,024270,诺安策略精选股票C,2026-07-23,1.7979,1.7979,0.47,2.1,4.49,-0.29,2.35,-3.29,,,0.42,0.3,-3.2815,0.00%
761,020769,中信保诚国企红利量化选股股票C,2026-07-23,1.0797,1.0917,0.68,1.93,3.44,-3.73,-0.37,-3.43,12.79,,0.13,9.17,-3.6076,0.00%
762,008412,长盛竞争优势A,2026-07-23,0.7275,0.7275,0.23,0.55,7.13,-3.69,-7.02,-3.6,10.21,-8.96,-7.1,-27.25,-3.935,0.15%
763,007357,创金合信港股通量化股票C,2026-07-23,0.8888,0.8888,1.15,0.65,3.97,-5.38,-11.59,-3.61,37.95,22.0,-7.94,-11.12,-4.5225,0.00%
764,007288,合煦智远消费主题股票发起式C,2026-07-23,1.0634,1.0634,0.02,0.84,4.16,-0.07,-8.3,-3.65,3.51,-6.34,-6.72,6.34,-4.3533,0.00%
765,005663,嘉实金融精选股票C,2026-07-23,1.2198,1.2198,0.75,3.01,3.21,0.45,-1.25,-3.75,26.36,25.3,-3.53,21.98,-3.5274,0.00%
766,021983,中信保诚红利领航量化股票A,2026-07-23,1.0186,1.0186,0.85,1.96,3.42,-4.01,-2.1,-3.81,,,-0.91,1.86,-4.1047,0.15%
767,006106,景顺长城量化港股通股票A,2026-07-23,1.1249,1.1249,1.09,0.72,4.92,-4.21,-9.86,-3.91,37.05,29.4,-5.61,12.49,-4.6695,0.15%
768,399011,中海医疗保健主题股票A,2026-07-23,1.084,2.664,-0.18,-3.64,21.39,8.62,2.07,-3.99,10.73,-16.23,8.51,173.09,-4.3248,0.15%
769,017931,富达传承6个月股票A,2026-07-23,1.1476,1.1476,0.57,-0.73,-10.11,-16.6,-31.77,-4.01,27.97,16.53,-18.49,14.79,-5.2823,0.15%
770,008413,长盛竞争优势C,2026-07-23,0.6934,0.6934,0.25,0.54,7.06,-3.87,-7.37,-4.37,8.48,-11.11,-7.51,-30.66,-4.7004,0.00%
771,021984,中信保诚红利领航量化股票C,2026-07-23,1.0083,1.0083,0.85,1.95,3.36,-4.14,-2.38,-4.39,,,-1.25,0.83,-4.6795,0.00%
772,007523,汇添富内需增长股票A,2026-07-23,1.1273,1.1273,0.38,1.61,0.44,-7.69,-14.57,-4.42,8.19,-8.3,-11.15,12.73,-4.7245,0.15%
773,017921,中海医疗保健主题股票C,2026-07-23,1.07,1.07,-0.28,-3.6,21.32,8.52,1.9,-4.46,9.74,-17.25,8.3,-27.85,-4.7195,0.00%
774,018861,景顺长城量化港股通股票C,2026-07-23,1.0596,1.0596,1.1,0.71,4.87,-4.34,-10.11,-4.46,28.78,21.91,-5.92,22.82,-5.2151,0.00%
775,001726,汇添富新兴消费股票A,2026-07-23,1.354,1.354,0.22,0.45,7.29,-4.51,-8.58,-4.58,9.28,-8.02,-8.76,35.4,-4.782,0.15%
776,005707,富国港股通量化精选股票A,2026-07-23,1.2862,1.2862,1.29,1.19,4.95,-3.42,-7.47,-4.58,50.22,47.06,-4.23,28.62,-5.1195,0.15%
777,009414,中银大健康股票A,2026-07-23,1.658,1.658,0.36,-2.65,15.64,-1.33,-0.4,-4.58,82.06,73.52,4.78,65.8,-5.0347,0.15%
778,017932,富达传承6个月股票C,2026-07-23,1.126,1.126,0.57,-0.73,-10.16,-16.72,-31.98,-4.59,26.49,14.5,-18.77,12.65,-5.8528,0.00%
779,014163,富国港股通量化精选股票C,2026-07-23,1.2698,1.2698,1.29,1.19,4.93,-3.47,-7.55,-4.69,49.04,45.62,-4.27,33.26,-5.2388,0.00%
780,017479,广发医药精选股票A,2026-07-23,1.1996,1.1996,-0.03,-1.17,22.13,5.94,-4.42,-4.82,51.62,19.65,10.34,19.96,-6.6314,0.15%
781,010321,中银大健康股票C,2026-07-23,1.6213,1.6213,0.36,-2.66,15.6,-1.43,-0.6,-4.96,80.67,71.51,4.55,34.05,-5.4139,0.00%
782,007524,汇添富内需增长股票C,2026-07-23,1.0793,1.0793,0.38,1.6,0.39,-7.82,-14.82,-4.99,6.9,-9.93,-11.45,7.93,-5.2913,0.00%
783,011384,南方远见回报股票A,2026-07-23,1.0651,1.0651,-1.31,-7.11,-23.54,-11.3,-3.32,-5.06,16.89,26.12,-2.51,6.51,-4.9103,0.15%
784,017480,广发医药精选股票C,2026-07-23,1.1814,1.1814,-0.03,-1.18,22.08,5.8,-4.66,-5.28,50.11,17.86,10.03,18.14,-7.0788,0.00%
785,015194,汇添富新兴消费股票C,2026-07-23,1.32,1.32,0.23,0.38,7.23,-4.69,-8.84,-5.31,7.84,-9.65,-9.09,-20.82,-5.5118,0.00%
786,010409,富国消费精选30股票A,2026-07-23,0.9659,0.9659,-0.03,-1.57,-0.87,-2.26,-3.89,-5.33,41.63,27.58,-0.35,-3.41,-5.986,0.15%
787,450009,国富中小盘股票A,2026-07-23,2.4893,3.5037,-0.05,1.7,1.28,-7.88,-12.22,-5.43,17.99,-0.36,-7.22,350.13,-6.2057,0.15%
788,024452,博时卓睿成长股票A,2026-07-23,0.946,0.946,1.49,2.83,-0.81,-12.5,-19.56,-5.53,,,-9.12,-5.4,,0.15%
789,160322,华夏港股通精选股票发起式(LOF)A,2026-07-23,1.0853,1.1353,-0.02,-1.85,1.62,-4.35,-13.02,-5.56,23.16,19.8,-9.3,13.19,-6.3428,0.15%
790,011385,南方远见回报股票C,2026-07-23,1.0311,1.0311,-1.31,-7.12,-23.58,-11.43,-3.62,-5.64,15.45,23.81,-2.84,3.11,-5.4817,0.00%
791,162107,金鹰先进制造股票(LOF)A,2026-07-23,0.6638,0.6638,1.64,-1.12,-11.4,-20.52,-27.43,-5.7,14.29,-13.19,-15.88,7.09,-7.1998,0.15%
792,009896,广发港股通成长精选股票A,2026-07-23,0.662,0.662,0.18,-1.14,-3.16,-3.0,-5.66,-5.77,38.38,12.22,2.94,-33.8,-6.3649,0.15%
793,017948,国富中小盘股票C,2026-07-23,2.4568,2.4568,-0.05,1.69,1.24,-7.97,-12.4,-5.82,17.04,-1.55,-7.43,-5.53,-6.582,0.00%
794,021605,富国消费精选30股票C,2026-07-23,0.9528,0.9528,-0.03,-1.58,-0.93,-2.41,-4.18,-5.91,39.83,,-0.69,27.4,-6.5608,0.00%
795,001643,汇丰晋信智造先锋股票A,2026-07-23,2.0993,2.0993,2.32,3.91,-6.92,-24.35,-33.01,-5.95,24.29,-23.22,-22.72,109.87,-8.5989,0.15%
796,001583,安信新常态股票A,2026-07-23,1.7147,2.0463,0.6,1.59,7.33,-2.86,-7.39,-6.01,15.18,15.06,-4.43,129.97,-6.5406,0.15%
797,008445,融通产业趋势先锋股票,2026-07-23,1.3015,1.3015,-1.21,-10.41,-30.55,-20.45,-24.66,-6.07,7.8,2.04,-16.08,30.15,-6.7226,0.15%
798,013479,金鹰先进制造股票(LOF)C,2026-07-23,0.6517,0.6517,1.64,-1.14,-11.44,-20.61,-27.59,-6.1,13.36,-14.25,-16.08,-38.3,-7.5996,0.00%
799,024453,博时卓睿成长股票C,2026-07-23,0.9397,0.9397,1.49,2.81,-0.85,-12.63,-19.8,-6.11,,,-9.43,-6.03,,0.00%
800,012884,华夏港股通精选股票发起式(LOF)C,2026-07-23,1.054,1.054,-0.02,-1.86,1.56,-4.5,-13.28,-6.13,21.69,17.67,-9.61,-36.05,-6.9069,0.00%
