序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
479,011592,博时军工主题股票C,2026-07-22,1.912,1.912,-1.34,-6.0,-18.5,-15.96,-13.84,16.8,62.72,19.65,-5.95,4.25,17.3006,0.00%
480,007470,博道叁佰智航股票A,2026-07-22,1.742,1.915,-1.2,-4.46,-12.11,-3.57,-0.16,16.72,44.21,38.28,3.48,98.0,16.5451,0.12%
481,011426,广发优势成长股票C,2026-07-22,0.5262,0.5262,1.27,-0.94,-10.31,-14.06,-16.94,16.6,48.69,5.26,-6.15,-47.38,17.9821,0.00%
482,020749,国联智选先锋股票C,2026-07-22,1.4027,1.706,-1.06,-7.15,-16.38,-8.99,-7.93,16.56,71.88,,-0.13,71.63,16.766,0.00%
483,019607,诺安先进制造股票C,2026-07-22,3.379,3.379,0.3,0.48,-1.94,2.64,-3.15,16.44,26.89,,4.1,25.71,15.8779,0.00%
484,001616,嘉实环保低碳股票,2026-07-22,2.641,2.641,-0.71,-3.65,-19.92,-23.32,-17.88,16.39,46.56,2.72,-14.94,164.1,16.3949,0.15%
485,006195,国金量化多因子股票A,2026-07-22,3.0342,3.0342,-1.14,-8.1,-18.7,-13.4,-8.17,16.36,75.99,45.5,0.85,203.42,16.6955,0.15%
486,015001,工银物流产业股票C,2026-07-22,4.821,4.821,-1.43,-6.11,-9.53,-4.78,-2.82,16.36,43.74,45.43,-0.5,29.21,16.365,0.00%
487,007471,博道叁佰智航股票C,2026-07-22,1.6899,1.8629,-1.19,-4.47,-12.14,-3.67,-0.36,16.26,43.05,36.63,3.25,92.45,16.0805,0.00%
488,001291,大摩量化多策略股票,2026-07-22,1.308,1.308,-0.61,-1.28,-6.9,-1.88,0.0,16.06,30.54,27.36,4.56,30.8,16.3701,0.15%
489,016858,国金量化多因子股票C,2026-07-22,2.9897,2.9897,-1.15,-8.1,-18.73,-13.49,-8.36,15.89,74.59,43.77,0.63,68.82,16.2312,0.00%
490,008860,民生加银龙头优选股票A,2026-07-22,1.2201,1.2201,0.29,1.41,2.51,-2.66,-2.97,15.85,26.49,24.63,-1.02,22.01,14.9953,0.15%
491,000960,招商医药健康产业股票,2026-07-22,2.244,2.244,1.26,-3.98,21.89,12.59,8.14,15.79,38.52,15.61,23.7,124.4,14.6067,0.15%
492,000985,嘉实逆向策略股票,2026-07-22,1.643,1.643,0.24,1.23,1.61,0.92,-2.2,15.79,17.78,-4.75,2.24,64.3,15.8674,0.15%
493,009398,华富成长企业精选股票A,2026-07-22,1.0495,1.1905,-1.37,-10.22,-28.4,-16.63,-15.07,15.65,40.7,7.71,-4.82,17.29,14.9381,0.15%
494,519965,长信量化多策略股票A,2026-07-22,1.323,1.883,-1.75,-5.68,-12.03,-7.53,-3.22,15.58,37.1,29.22,3.57,104.7,15.5055,0.15%
495,001223,鹏华文化传媒娱乐股票,2026-07-22,1.443,1.443,-1.64,-11.58,-29.06,-16.73,-17.73,15.53,29.65,7.37,-10.82,44.3,15.5324,0.15%
496,019079,国富招瑞优选股票A,2026-07-22,1.44,1.44,-1.03,-5.51,-13.91,-8.41,-7.62,15.48,40.67,,-0.62,44.0,15.2738,0.15%
497,022358,民生加银龙头优选股票C,2026-07-22,1.212,1.212,0.29,1.41,2.49,-2.74,-3.16,15.4,,,-1.23,20.26,14.5449,0.00%
498,009043,九泰久信量化股票,2026-07-22,1.1187,1.1187,0.8,1.91,2.83,-5.48,-4.25,15.27,36.84,11.26,1.76,11.87,15.2705,0.15%
499,000696,汇添富环保行业股票,2026-07-22,1.606,1.847,-0.74,-4.35,-18.02,-16.74,-11.71,15.04,23.82,-6.08,-9.27,79.61,15.7061,0.15%
500,019080,国富招瑞优选股票C,2026-07-22,1.4262,1.4262,-1.03,-5.52,-13.94,-8.51,-7.8,15.02,39.6,,-0.84,42.62,14.8217,0.00%
501,022299,安信周期优选股票型发起A,2026-07-22,1.3717,1.3717,1.21,-3.12,-22.38,-12.66,-17.35,14.99,,,-5.87,37.17,14.979,0.15%
502,020487,华富成长企业精选股票C,2026-07-22,1.0335,1.0335,-1.36,-10.23,-28.43,-16.74,-15.29,14.96,39.0,,-5.1,26.05,14.2494,0.00%
503,001319,农银信息传媒股票A,2026-07-22,1.238,1.238,-0.89,0.17,-1.62,5.76,-0.86,14.81,48.41,16.34,6.41,23.8,14.6933,0.15%
504,004716,中信保诚量化阿尔法股票A,2026-07-22,1.9515,2.0324,-0.51,-1.37,-7.42,-1.48,-0.51,14.77,35.22,29.09,2.3,105.04,14.7739,0.15%
505,022300,安信周期优选股票型发起C,2026-07-22,1.3622,1.3622,1.2,-3.14,-22.41,-12.53,-17.33,14.63,,,-5.88,36.22,14.6247,0.00%
506,007130,中庚小盘价值股票,2026-07-22,2.8626,2.8626,-0.55,-4.18,-11.17,-8.18,-7.09,14.53,43.52,23.87,4.52,186.26,14.6094,0.15%
507,007831,博道伍佰智航股票A,2026-07-22,1.7834,2.0754,-1.59,-8.94,-18.93,-9.08,-9.52,14.5,70.51,51.58,-0.26,123.52,14.8506,0.12%
508,004858,长信量化多策略股票C,2026-07-22,1.2956,1.7756,-1.74,-5.7,-12.1,-7.75,-3.7,14.43,34.41,25.33,3.01,58.12,14.3614,0.00%
509,018589,农银信息传媒股票C,2026-07-22,1.2232,1.2232,-0.89,0.16,-1.66,5.65,-1.06,14.35,47.25,15.02,6.17,6.8,14.2323,0.00%
510,011295,中信保诚量化阿尔法股票C,2026-07-22,1.1264,1.1264,-0.51,-1.38,-7.44,-1.57,-0.71,14.31,34.14,27.54,2.08,12.64,14.3205,0.00%
511,009805,国泰医药健康股票A,2026-07-22,0.9542,0.9542,0.79,-5.84,17.14,2.83,1.04,14.28,46.01,12.51,19.71,-4.58,14.1115,0.15%
512,011285,民生价值优选6个月持有股票A,2026-07-22,0.7172,0.7172,0.38,1.2,2.28,-1.01,-2.95,14.24,24.19,20.96,3.13,-28.28,13.6609,0.15%
513,007832,博道伍佰智航股票C,2026-07-22,1.7419,2.0339,-1.59,-8.94,-18.95,-9.15,-9.66,14.16,69.51,50.23,-0.42,119.03,14.5083,0.00%
514,000884,民生加银优选股票,2026-07-22,1.4957,1.8897,0.75,1.82,5.14,-3.61,-2.29,14.14,15.14,-9.13,2.42,74.75,14.7185,0.15%
515,011077,汇丰晋信创新先锋,2026-07-22,1.0691,1.0691,-0.69,0.32,1.95,1.18,-5.26,14.07,63.4,44.71,2.11,6.91,13.6978,0.15%
516,000711,嘉实医疗保健股票,2026-07-22,2.413,2.413,0.0,-4.06,23.74,13.13,9.48,14.04,49.5,21.68,18.52,141.3,12.6517,0.15%
517,001097,华泰柏瑞积极优选股票A,2026-07-22,1.431,1.431,0.42,1.92,3.77,-2.19,-1.58,14.02,50.16,34.37,1.63,43.1,14.2971,0.15%
518,011934,中航量化阿尔法六个月持有A,2026-07-22,1.0705,1.0705,-1.47,-10.21,-20.41,-13.15,-11.73,14.0,55.66,26.66,-3.95,7.05,14.1501,0.15%
519,011286,民生价值优选6个月持有股票C,2026-07-22,0.7028,0.7028,0.37,1.18,2.23,-1.11,-3.16,13.8,23.23,19.54,2.91,-29.72,13.227,0.00%
520,011326,国泰医药健康股票C,2026-07-22,0.9348,0.9348,0.79,-5.85,17.1,2.74,0.82,13.67,45.04,11.31,19.42,-6.62,13.5155,0.00%
521,024709,中金精选股票A,2026-07-22,1.991,1.991,-0.21,0.64,-5.46,-18.1,-18.55,13.66,,,-13.3,17.23,13.7974,0.15%
522,019505,国泰海通中证1000优选股票发起A,2026-07-22,1.2735,1.5911,-0.97,-9.01,-18.96,-13.34,-10.39,13.61,81.95,,-0.98,60.12,14.1829,0.15%
523,004997,广发高端制造股票A,2026-07-22,1.4046,1.4046,1.11,1.17,-8.54,-12.26,-7.0,13.57,7.3,-29.87,-3.99,40.45,15.3107,0.15%
524,009106,嘉合同顺智选股票A,2026-07-22,0.9688,1.1188,-0.33,-0.87,-3.7,0.8,4.37,13.54,27.29,18.8,6.92,11.79,13.9095,0.15%
525,021316,民生加银智选成长股票A,2026-07-22,1.5481,1.5481,-1.06,-5.96,-13.53,-9.73,-7.92,13.41,55.12,,1.69,54.81,13.8225,0.15%
526,011935,中航量化阿尔法六个月持有C,2026-07-22,1.0394,1.0394,-1.47,-10.22,-20.45,-13.28,-11.99,13.32,53.8,24.39,-4.26,3.94,13.4716,0.00%
527,009126,嘉实基础产业优选股票A,2026-07-22,1.6062,1.6062,-0.23,-1.57,0.45,1.92,-8.22,13.3,58.48,45.95,0.31,60.62,12.8425,0.15%
528,016283,华泰柏瑞积极优选股票C,2026-07-22,1.397,1.397,0.36,1.82,3.64,-2.44,-1.9,13.3,48.14,31.79,1.23,27.81,13.5772,0.00%
529,019506,国泰海通中证1000优选股票发起C,2026-07-22,1.2603,1.5755,-0.97,-9.01,-18.98,-13.43,-10.57,13.16,80.53,,-1.19,58.47,13.7345,0.00%
530,011373,招商前沿医疗保健股票A,2026-07-22,0.702,0.702,1.01,-4.31,24.14,10.92,6.54,13.13,55.52,19.71,21.31,-29.8,11.0408,0.15%
531,010160,广发高端制造股票C,2026-07-22,1.3726,1.3726,1.1,1.16,-8.57,-12.35,-7.19,13.1,6.44,-30.71,-4.21,-37.3,14.8523,0.00%
532,014668,银华专精特新量化优选股票发起A,2026-07-22,1.4622,1.4622,-1.04,-9.03,-19.01,-12.95,-10.23,13.09,94.08,49.66,-1.21,46.22,13.6131,0.15%
533,024710,中金精选股票C,2026-07-22,1.9516,1.9516,-0.21,0.63,-5.49,-18.2,-18.75,13.09,,,-13.54,16.62,13.2347,0.00%
534,006803,嘉实互通精选股票,2026-07-22,1.4089,1.4089,-0.94,-1.34,-7.83,-9.89,-11.63,12.96,69.6,18.0,-6.84,40.89,12.2808,0.15%
535,009107,嘉合同顺智选股票C,2026-07-22,0.9376,1.0876,-0.33,-0.88,-3.74,0.68,4.12,12.96,26.02,17.02,6.62,8.3,13.3462,0.00%
536,021317,民生加银智选成长股票C,2026-07-22,1.5356,1.5356,-1.06,-5.97,-13.57,-9.82,-8.11,12.95,53.9,,1.46,53.56,13.3619,0.00%
537,016444,中泰研究精选6个月持有股票A,2026-07-22,1.1079,1.1079,0.85,2.71,2.63,-0.31,-0.19,12.9,25.94,13.2,5.23,10.79,13.051,0.15%
538,014669,银华专精特新量化优选股票发起C,2026-07-22,1.4447,1.4447,-1.04,-9.04,-19.02,-13.02,-10.37,12.75,92.91,48.31,-1.37,44.47,13.2743,0.00%
539,009127,嘉实基础产业优选股票C,2026-07-22,1.553,1.553,-0.23,-1.58,0.41,1.8,-8.46,12.72,56.52,43.42,0.01,55.3,12.2678,0.00%
540,000729,建信中小盘先锋股票A,2026-07-22,3.529,3.529,0.43,-1.31,-6.84,-3.95,-10.79,12.39,17.52,-0.65,-5.72,252.9,12.2455,0.15%
541,008618,永赢医药健康A,2026-07-22,1.2389,1.2389,-0.6,-5.83,17.4,6.83,13.37,12.36,43.84,18.58,27.07,23.89,12.9765,0.15%
542,016445,中泰研究精选6个月持有股票C,2026-07-22,1.0875,1.0875,0.83,2.69,2.58,-0.45,-0.45,12.32,24.68,11.5,4.93,8.75,12.4845,0.00%
543,011374,招商前沿医疗保健股票C,2026-07-22,0.6743,0.6743,1.02,-4.31,24.07,10.7,6.14,12.25,53.11,16.92,20.8,-32.57,10.1797,0.00%
544,008619,永赢医药健康C,2026-07-22,1.2236,1.2236,-0.6,-5.84,17.37,6.77,13.25,12.13,43.26,17.87,26.93,22.36,12.743,0.00%
545,000831,工银医疗保健股票,2026-07-22,3.186,3.186,0.13,-3.6,23.54,9.86,9.98,11.95,40.04,13.62,16.49,218.6,12.2226,0.15%
546,009147,建信新能源行业股票A,2026-07-22,1.6172,1.6172,-2.08,-8.59,-26.53,-25.23,-23.41,11.94,20.92,-5.69,-18.27,61.72,12.6812,0.15%
547,013919,建信中小盘先锋股票C,2026-07-22,3.462,3.462,0.41,-1.34,-6.89,-4.05,-10.98,11.93,16.57,-1.84,-5.92,-12.27,11.7856,0.00%
548,020901,招商成长量化选股股票A,2026-07-22,1.5159,1.5159,-0.49,-2.88,-5.78,-9.04,-11.26,11.67,59.23,,-3.97,51.59,12.2224,0.15%
549,015048,建信新能源行业股票C,2026-07-22,1.5879,1.5879,-2.08,-8.6,-26.56,-25.31,-23.57,11.49,19.95,-6.82,-18.46,-35.48,12.227,0.00%
550,002595,博时工业4.0主题股票,2026-07-22,1.577,1.577,1.09,4.3,5.98,2.87,-1.0,11.37,12.97,-9.68,12.32,57.7,11.6856,0.15%
551,023404,海富通致远量化选股股票发起A,2026-07-22,1.1186,1.1186,-0.96,-4.15,-9.97,-4.95,-2.89,11.36,,,1.53,11.86,,0.15%
552,000955,南方产业活力,2026-07-22,1.6435,1.6435,-0.86,0.33,0.87,1.63,-0.32,11.34,25.71,19.96,-0.23,64.35,11.2126,0.15%
553,020902,招商成长量化选股股票C,2026-07-22,1.4966,1.4966,-0.49,-2.89,-5.83,-9.18,-11.53,11.0,57.34,,-4.3,49.66,11.5534,0.00%
554,001577,嘉实低价策略股票,2026-07-22,2.669,2.669,0.6,1.48,1.1,-3.82,-7.84,10.98,25.36,20.55,-4.13,166.9,10.8849,0.15%
555,001766,摩根医疗健康股票A,2026-07-22,1.7974,1.7974,-0.65,-0.67,25.82,14.97,22.92,10.82,46.87,21.47,22.66,79.74,10.8822,0.15%
556,001645,国泰大健康股票A,2026-07-22,2.189,2.781,1.3,-1.26,13.54,2.1,-7.4,10.78,24.09,-19.9,7.62,169.54,11.2297,0.15%
557,002210,创金合信量化多因子股票A,2026-07-22,1.4533,2.0839,-1.34,-8.24,-16.92,-13.78,-11.79,10.76,64.61,25.72,-4.79,130.96,10.9474,0.15%
558,023405,海富通致远量化选股股票发起C,2026-07-22,1.1114,1.1114,-0.95,-4.16,-10.01,-5.1,-3.17,10.69,,,1.19,11.14,,0.00%
559,000866,华宝制造股票,2026-07-22,2.541,2.541,-1.82,-7.47,-22.17,-27.28,-19.1,10.62,55.79,25.36,-11.31,154.1,11.0092,0.15%
560,011321,国泰大健康股票C,2026-07-22,2.141,2.141,1.28,-1.29,13.52,2.0,-7.6,10.3,23.05,-20.91,7.37,-25.43,10.7605,0.00%
561,501219,华夏智胜先锋股票(LOF)A,2026-07-22,1.5467,1.5467,-1.33,-7.78,-16.46,-11.42,-10.64,10.29,53.81,33.19,-3.4,54.67,10.6129,0.15%
562,012214,民生加银核心资产股票A,2026-07-22,0.8011,0.8011,0.19,2.32,5.46,-5.75,-5.26,10.27,21.05,16.81,-0.57,-19.89,9.83,0.15%
563,011685,创金合信先进装备股票A,2026-07-22,1.4643,1.4643,-0.29,-1.6,-8.17,-15.49,-17.88,10.16,61.68,34.09,-8.15,46.43,11.2267,0.15%
564,014932,摩根医疗健康股票C,2026-07-22,1.7473,1.7473,-0.65,-0.68,25.76,14.82,22.56,10.16,45.12,19.3,22.26,-20.19,10.2258,0.00%
565,005669,前海开源公用事业股票,2026-07-22,3.0705,3.0705,-0.42,-1.02,-6.67,-7.68,-9.46,10.14,27.12,16.21,-3.82,207.05,10.8044,0.15%
566,008537,兴银研究精选股票A,2026-07-22,1.0154,1.0154,1.1,0.42,-6.48,-17.25,-22.11,10.09,37.79,11.73,-13.56,1.54,10.3456,0.15%
567,003865,创金合信量化多因子股票C,2026-07-22,1.3157,1.9463,-1.35,-8.26,-16.97,-13.94,-12.13,9.93,62.13,22.78,-5.19,70.67,10.1188,0.00%
568,014198,华夏智胜先锋股票C,2026-07-22,1.5186,1.5186,-1.33,-7.78,-16.49,-11.51,-10.82,9.85,52.59,31.59,-3.62,51.86,10.1712,0.00%
569,008294,朱雀企业优胜A,2026-07-22,1.5521,1.5521,-2.21,-6.23,-13.55,-3.3,-2.13,9.84,49.25,15.77,6.47,55.21,9.4107,0.15%
570,012215,民生加银核心资产股票C,2026-07-22,0.7862,0.7862,0.19,2.33,5.43,-5.84,-5.46,9.82,20.09,15.43,-0.79,-21.38,9.392,0.00%
571,015641,银华数字经济股票发起式A,2026-07-22,1.5293,1.5293,-2.22,-11.48,-26.79,-21.81,-27.52,9.77,108.47,61.0,-11.05,52.93,10.0453,0.15%
572,005189,海富通量化前锋股票A,2026-07-22,1.3778,1.6918,-0.25,-1.78,-7.82,-2.12,-2.44,9.72,26.4,1.82,0.95,62.61,9.6189,0.15%
573,020772,中信建投量化选股股票A,2026-07-22,1.3191,1.3191,-0.86,-3.8,-10.01,-3.59,-2.79,9.66,31.88,,0.89,31.91,9.806,1.50%
574,167702,德邦量化优选股票(LOF)A,2026-07-22,1.2722,1.4822,-0.93,-2.93,-9.24,-4.64,-1.65,9.63,30.21,1.17,0.01,45.17,9.5874,0.12%
575,011686,创金合信先进装备股票C,2026-07-22,1.4238,1.4238,-0.29,-1.62,-8.21,-15.6,-18.09,9.62,60.07,32.08,-8.41,42.38,10.6724,0.00%
576,008538,兴银研究精选股票C,2026-07-22,0.9833,0.9833,1.1,0.4,-6.52,-17.35,-22.31,9.55,36.42,10.08,-13.8,-1.67,9.7923,0.00%
577,015642,银华数字经济股票发起式C,2026-07-22,1.5156,1.5156,-2.23,-11.49,-26.8,-21.85,-27.59,9.55,107.5,59.92,-11.14,51.56,9.8261,0.00%
578,167703,德邦量化优选股票(LOF)C,2026-07-22,1.2302,1.4402,-0.92,-2.94,-9.26,-4.69,-1.77,9.35,29.56,0.41,-0.13,40.71,9.322,0.00%
579,002871,华夏智胜价值成长A,2026-07-22,2.0656,2.0656,-0.95,-7.62,-17.28,-13.01,-12.37,9.3,55.21,31.92,-5.65,106.56,9.4358,0.15%
580,005188,海富通量化前锋股票C,2026-07-22,1.3584,1.6724,-0.24,-1.79,-7.85,-2.22,-2.62,9.28,25.38,0.6,0.73,60.21,9.1786,0.00%
581,020773,中信建投量化选股股票C,2026-07-22,1.3078,1.3078,-0.86,-3.8,-10.03,-3.68,-2.97,9.22,30.83,,0.68,30.78,9.3753,0.00%
582,002872,华夏智胜价值成长C,2026-07-22,2.0321,2.0321,-0.95,-7.62,-17.29,-13.06,-12.48,9.03,54.44,30.93,-5.78,103.21,9.1647,0.00%
583,008295,朱雀企业优胜C,2026-07-22,1.4789,1.4789,-2.22,-6.25,-13.6,-3.48,-2.51,8.97,46.89,13.03,5.99,47.89,8.5431,0.00%
584,024046,富国致享量化选股股票A,2026-07-22,1.1337,1.1337,-0.89,-5.73,-13.8,-10.17,-7.75,8.97,,,-2.53,13.37,8.9468,0.15%
585,005303,嘉实医药健康股票A,2026-07-22,1.9318,1.9318,0.2,-3.67,18.6,6.17,4.52,8.91,41.3,23.73,12.57,93.18,8.5098,0.15%
586,006923,前海开源沪港深非周期股票A,2026-07-22,1.3216,1.3216,-1.89,-2.11,-1.88,-7.66,-15.37,8.74,47.12,29.28,-10.77,32.16,7.6484,0.15%
587,004075,交银医药创新股票A,2026-07-22,2.742,2.977,0.72,-3.37,22.57,10.72,10.14,8.58,40.06,17.6,15.31,199.67,9.075,0.15%
588,010141,朱雀企业优选A,2026-07-22,1.0808,1.0808,-2.07,-5.38,-9.65,-3.28,-1.4,8.39,38.16,6.85,6.37,8.08,8.4161,0.15%
589,024047,富国致享量化选股股票C,2026-07-22,1.1265,1.1265,-0.89,-5.73,-13.84,-10.29,-8.03,8.33,,,-2.84,12.65,8.2965,0.00%
590,006924,前海开源沪港深非周期股票C,2026-07-22,1.2968,1.2968,-1.89,-2.11,-1.9,-7.71,-15.48,8.32,46.13,28.21,-10.9,29.68,7.2356,0.00%
591,001178,前海开源再融资股票,2026-07-22,1.353,1.933,-0.59,-2.66,-6.5,-5.19,-11.86,8.24,28.73,0.15,-6.56,102.41,7.8947,0.15%
592,015537,红塔红土新能源主题精选股票A,2026-07-22,0.8079,0.8079,-0.25,-3.6,-21.87,-26.02,-16.38,8.24,33.49,-0.14,-13.24,-19.21,9.1609,0.10%
593,010112,广发研究精选股票A,2026-07-22,0.5352,0.5352,-1.13,-4.53,-16.24,-11.97,-12.38,8.16,12.79,-7.07,-6.35,-46.48,8.2087,0.15%
594,005304,嘉实医药健康股票C,2026-07-22,1.8051,1.8051,0.19,-3.68,18.53,5.96,4.11,8.05,39.06,20.85,12.08,80.51,7.6515,0.00%
595,519975,长信量化中小盘股票A,2026-07-22,1.76,2.16,-1.68,-10.39,-20.68,-15.67,-13.89,7.98,50.43,26.62,-5.27,141.61,8.508,0.15%
596,014046,交银医药创新股票C,2026-07-22,2.9143,2.9143,0.72,-3.38,22.51,10.55,9.81,7.93,38.39,15.5,14.93,-13.6,8.427,0.00%
597,376510,摩根大盘蓝筹股票A,2026-07-22,2.3238,2.3238,0.68,2.15,4.09,-3.74,-5.59,7.87,9.43,3.06,-4.54,132.38,7.8129,0.15%
598,001054,工银新金融股票A,2026-07-22,3.095,3.095,0.16,-0.45,-0.26,-2.12,-0.45,7.84,37.43,27.68,-0.45,209.5,7.3535,0.15%
599,015538,红塔红土新能源主题精选股票C,2026-07-22,0.7957,0.7957,-0.25,-3.61,-21.9,-26.1,-16.54,7.8,32.44,-1.3,-13.43,-20.43,8.7319,0.00%
600,010113,广发研究精选股票C,2026-07-22,0.5231,0.5231,-1.13,-4.54,-16.26,-12.07,-12.55,7.74,11.89,-8.18,-6.57,-47.69,7.789,0.00%
601,023752,长信量化中小盘股票C,2026-07-22,1.752,1.752,-1.63,-10.38,-20.69,-15.69,-14.03,7.55,,,-5.5,21.16,8.0814,0.00%
602,001171,工银养老产业股票A,2026-07-22,1.64,1.64,-0.49,-3.19,8.54,1.8,1.61,7.54,24.53,2.63,8.04,64.0,7.4705,0.15%
603,010142,朱雀企业优选C,2026-07-22,1.0315,1.0315,-2.08,-5.39,-9.72,-3.47,-1.78,7.52,35.96,4.31,5.89,3.15,7.5487,0.00%
604,001917,招商量化精选股票A,2026-07-22,3.3489,3.4189,-0.58,-4.9,-10.67,-10.46,-13.44,7.36,60.92,46.05,-6.14,256.28,7.8134,0.15%
605,013355,工银新金融股票C,2026-07-22,3.02,3.02,0.17,-0.49,-0.3,-2.23,-0.69,7.28,36.1,25.78,-0.76,-9.28,6.7892,0.00%
606,001236,博时丝路主题股票A,2026-07-22,1.937,1.937,-1.87,-5.88,-17.68,-18.41,-20.81,7.25,8.45,13.54,-12.55,93.7,7.6709,0.15%
607,016401,摩根大盘蓝筹股票C,2026-07-22,2.2543,2.2543,0.68,2.13,4.04,-3.89,-5.88,7.23,8.12,1.21,-4.86,-21.3,7.169,0.00%
608,012238,工银养老产业股票C,2026-07-22,1.59,1.59,-0.5,-3.23,8.38,1.66,1.27,6.85,23.07,0.82,7.72,-27.36,6.8548,0.00%
609,019561,富国致航量化选股股票A,2026-07-22,1.2091,1.2091,-1.09,-9.01,-16.61,-16.65,-15.09,6.83,36.61,,-6.29,20.91,6.8865,0.15%
610,002556,博时丝路主题股票C,2026-07-22,1.86,1.86,-1.85,-5.87,-17.7,-18.49,-21.02,6.77,7.39,11.85,-12.76,156.55,7.1429,0.00%
611,007950,招商量化精选股票C,2026-07-22,3.2218,3.2218,-0.58,-4.91,-10.72,-10.59,-13.7,6.71,59.0,43.44,-6.45,226.03,7.1683,0.00%
612,008871,大成睿裕六月持有股票A,2026-07-22,1.585,1.585,-0.31,-0.35,-6.05,-10.92,-10.5,6.64,23.5,21.32,-7.75,58.5,6.2617,0.15%
613,018194,建信新材料精选股票发起A,2026-07-22,1.7207,1.7207,-3.34,-15.09,-34.75,-29.37,-22.11,6.48,53.58,,-12.63,72.07,7.1887,0.15%
614,001104,华安新丝路主题股票A,2026-07-22,1.365,1.474,-2.43,-8.7,-25.16,-13.66,-16.36,6.39,16.77,-15.22,-9.78,42.85,6.0606,0.15%
615,021049,易方达高股息量化选股股票发起式A,2026-07-22,1.1252,1.1602,0.2,-0.68,-0.87,-6.37,-3.83,6.27,,,-0.12,15.94,5.98,0.15%
616,019562,富国致航量化选股股票C,2026-07-22,1.1902,1.1902,-1.09,-9.01,-16.65,-16.76,-15.32,6.2,34.99,,-6.59,19.02,6.2584,0.00%
617,018728,华夏智胜新锐股票A,2026-07-22,1.4029,1.4029,-1.26,-8.68,-17.99,-14.89,-13.07,6.19,70.25,41.14,-4.93,40.29,6.7331,0.15%
618,018240,嘉实制造升级股票发起式A,2026-07-22,1.477,1.477,-1.5,-6.2,-12.3,-7.94,-17.71,6.13,87.63,,-9.11,47.7,5.8933,0.15%
619,012126,宏利新能源股票A,2026-07-22,1.0054,1.0054,-0.78,-8.15,-29.26,-28.15,-25.19,6.11,23.82,-9.64,-21.73,0.54,6.9916,0.15%
620,004812,中欧先进制造股票A,2026-07-22,2.374,2.374,-1.26,-4.42,-23.31,-25.28,-19.67,6.08,20.11,2.62,-17.18,137.4,6.759,0.15%
621,018195,建信新材料精选股票发起C,2026-07-22,1.6991,1.6991,-3.34,-15.1,-34.78,-29.44,-22.26,6.07,52.21,,-12.83,69.91,6.7743,0.00%
622,008872,大成睿裕六月持有股票C,2026-07-22,1.5279,1.5279,-0.32,-0.36,-6.1,-11.05,-10.77,6.0,22.05,19.17,-8.06,52.79,5.6274,0.00%
623,017038,富国中证1000优选股票A,2026-07-22,1.2167,1.2167,-1.19,-8.04,-18.05,-17.02,-16.19,5.85,45.71,19.14,-9.39,21.67,6.2249,0.15%
624,021050,易方达高股息量化选股股票发起式C,2026-07-22,1.1197,1.1547,0.21,-0.69,-0.9,-6.47,-4.03,5.85,,,-0.35,15.39,5.5627,0.00%
625,012127,宏利新能源股票C,2026-07-22,0.99,0.99,-0.78,-8.15,-29.28,-28.21,-25.31,5.79,23.09,-10.46,-21.86,-1.0,6.6695,0.00%
626,519606,国泰金鑫股票A,2026-07-22,2.0429,2.2179,-2.17,-3.96,-23.22,-34.04,-36.53,5.78,28.18,13.07,-33.56,104.29,6.9749,0.15%
627,018729,华夏智胜新锐股票C,2026-07-22,1.386,1.386,-1.25,-8.69,-18.01,-14.97,-13.24,5.77,68.9,39.45,-5.15,38.6,6.3128,0.00%
628,013505,华安新丝路主题股票C,2026-07-22,1.327,1.327,-2.43,-8.67,-25.2,-13.72,-16.54,5.74,15.39,-16.7,-10.03,-46.03,5.4849,0.00%
629,018241,嘉实制造升级股票发起式C,2026-07-22,1.4601,1.4601,-1.5,-6.21,-12.33,-8.04,-17.88,5.7,86.21,,-9.32,46.01,5.4681,0.00%
630,004813,中欧先进制造股票C,2026-07-22,2.2646,2.2646,-1.27,-4.43,-23.36,-25.43,-19.99,5.23,18.2,0.19,-17.55,126.46,5.9115,0.00%
631,017039,富国中证1000优选股票C,2026-07-22,1.1898,1.1898,-1.18,-8.05,-18.09,-17.16,-16.46,5.19,43.96,16.98,-9.71,18.98,5.5629,0.00%
632,015593,国泰金鑫股票C,2026-07-22,1.989,1.989,-2.17,-3.97,-23.26,-34.13,-36.72,5.16,26.61,10.84,-33.77,10.18,6.3466,0.00%
633,006002,工银医药健康股票A,2026-07-22,2.3967,2.9443,0.26,-3.44,21.76,4.15,5.38,5.12,58.65,22.01,10.71,187.79,5.0401,0.15%
634,013049,兴业能源革新股票A,2026-07-22,0.8228,0.8228,-1.72,-7.43,-26.85,-28.41,-24.62,5.12,26.24,4.7,-20.46,-17.72,6.1267,0.15%
635,021915,博道大盘价值股票A,2026-07-22,1.0561,1.0561,-0.25,-3.23,-11.7,-6.2,-8.08,4.88,,,0.11,5.61,5.1474,0.15%
636,013050,兴业能源革新股票C,2026-07-22,0.8029,0.8029,-1.73,-7.44,-26.88,-28.5,-24.8,4.6,24.96,3.13,-20.69,-19.71,5.5892,0.00%
637,006003,工银医药健康股票C,2026-07-22,2.2772,2.8204,0.26,-3.45,21.7,3.99,5.07,4.49,56.78,19.85,10.34,174.07,4.4108,0.00%
