日期,指数,市净率,等权市净率,市净率中位数
2018-06-15,4041.54,1.61,3.0,2.12
2018-06-19,3871.98,1.56,2.84,1.99
2018-06-20,3893.91,1.56,2.87,2.0
2018-06-21,3839.61,1.54,2.81,1.94
2018-06-22,3865.43,1.55,2.85,1.97
2018-06-25,3819.77,1.53,2.83,1.95
2018-06-26,3802.36,1.52,2.84,1.96
2018-06-27,3734.85,1.5,2.8,1.95
2018-06-28,3695.98,1.49,2.77,1.94
2018-06-29,3796.49,1.52,2.87,1.97
2018-07-02,3698.57,1.48,2.82,1.94
2018-07-03,3710.25,1.48,2.84,1.95
2018-07-04,3659.54,1.47,2.8,1.92
2018-07-05,3617.06,1.46,2.74,1.88
2018-07-06,3637.98,1.47,2.75,1.88
2018-07-09,3734.44,1.51,2.82,1.94
2018-07-10,3746.47,1.51,2.84,1.95
2018-07-11,3679.56,1.49,2.79,1.9
2018-07-12,3763.99,1.52,2.87,1.95
2018-07-13,3779.19,1.53,2.89,1.95
2018-07-16,3760.84,1.52,2.89,1.95
2018-07-17,3742.61,1.51,2.89,1.94
2018-07-18,3720.77,1.51,2.86,1.94
2018-07-19,3710.11,1.5,2.84,1.93
2018-07-20,3774.08,1.54,2.87,1.93
2018-07-23,3807.78,1.55,2.88,1.96
2018-07-24,3869.64,1.58,2.92,1.99
2018-07-25,3867.17,1.58,2.93,1.98
2018-07-26,3827.11,1.56,2.89,1.99
2018-07-27,3810.53,1.56,2.88,1.98
2018-07-30,3793.87,1.55,2.84,1.95
2018-07-31,3796.61,1.56,2.83,1.95
2018-08-01,3724.47,1.53,2.78,1.92
2018-08-02,3642.59,1.5,2.72,1.89
2018-08-03,3585.39,1.48,2.66,1.85
2018-08-06,3532.31,1.46,2.59,1.82
2018-08-07,3633.78,1.5,2.67,1.85
2018-08-08,3575.81,1.48,2.62,1.82
2018-08-09,3665.73,1.51,2.69,1.87
2018-08-10,3676.49,1.51,2.71,1.88
2018-08-13,3669.1,1.51,2.72,1.9
2018-08-14,3651.8,1.5,2.71,1.89
2018-08-15,3567.05,1.47,2.64,1.84
2018-08-16,3546.6,1.46,2.61,1.84
2018-08-17,3492.87,1.44,2.56,1.8
2018-08-20,3528.77,1.46,2.57,1.81
2018-08-21,3587.74,1.48,2.61,1.82
2018-08-22,3562.58,1.47,2.58,1.79
2018-08-23,3577.21,1.47,2.59,1.81
2018-08-24,3579.45,1.47,2.58,1.8
2018-08-27,3664.94,1.5,2.64,1.83
2018-08-28,3662.32,1.5,2.64,1.82
2018-08-29,3645.42,1.48,2.62,1.8
2018-08-30,3603.04,1.46,2.57,1.78
2018-08-31,3580.07,1.45,2.54,1.76
2018-09-03,3574.16,1.45,2.54,1.76
2018-09-04,3617.63,1.46,2.57,1.77
2018-09-05,3550.62,1.44,2.53,1.77
2018-09-06,3518.08,1.43,2.51,1.76
2018-09-07,3529.77,1.43,2.51,1.76
2018-09-10,3475.37,1.41,2.46,1.73
2018-09-11,3470.27,1.41,2.47,1.72
2018-09-12,3450.65,1.41,2.45,1.72
2018-09-13,3483.61,1.42,2.47,1.74
2018-09-14,3478.79,1.42,2.44,1.73
2018-09-17,3436.33,1.41,2.41,1.7
2018-09-18,3503.4,1.43,2.46,1.73
2018-09-19,3548.02,1.45,2.49,1.74
2018-09-20,3545.49,1.45,2.48,1.75
2018-09-21,3639.92,1.49,2.53,1.77
2018-09-25,3612.74,1.48,2.52,1.76
2018-09-26,3647.29,1.5,2.54,1.76
2018-09-27,3625.26,1.49,2.52,1.74
2018-09-28,3662.11,1.5,2.54,1.76
2018-10-08,3514.07,1.45,2.44,1.71
2018-10-09,3510.16,1.46,2.43,1.72
2018-10-10,3503.5,1.45,2.42,1.71
2018-10-11,3317.12,1.38,2.27,1.59
2018-10-12,3349.56,1.39,2.26,1.57
2018-10-15,3299.3,1.37,2.23,1.53
2018-10-16,3260.54,1.36,2.18,1.48
2018-10-17,3280.68,1.37,2.19,1.5
2018-10-18,3199.87,1.33,2.14,1.45
2018-10-19,3293.23,1.37,2.19,1.48
2018-10-22,3440.3,1.43,2.3,1.56
2018-10-23,3355.4,1.39,2.24,1.53
2018-10-24,3357.8,1.39,2.23,1.53
2018-10-25,3360.74,1.39,2.21,1.53
2018-10-26,3343.89,1.38,2.19,1.53
2018-10-29,3252.45,1.34,2.13,1.51
2018-10-30,3287.16,1.34,2.14,1.51
2018-10-31,3334.86,1.33,2.17,1.52
2018-11-01,3358.49,1.34,2.18,1.52
2018-11-02,3475.58,1.38,2.26,1.59
2018-11-05,3453.88,1.37,2.26,1.59
2018-11-06,3437.42,1.36,2.25,1.6
2018-11-07,3416.02,1.35,2.24,1.58
2018-11-08,3402.64,1.35,2.23,1.58
2018-11-09,3363.39,1.33,2.22,1.56
2018-11-12,3414.53,1.34,2.27,1.62
2018-11-13,3455.57,1.35,2.31,1.66
2018-11-14,3425.98,1.34,2.3,1.65
2018-11-15,3469.86,1.36,2.33,1.69
2018-11-16,3489.41,1.36,2.35,1.7
2018-11-19,3521.48,1.37,2.36,1.69
2018-11-20,3435.44,1.34,2.29,1.65
2018-11-21,3445.13,1.35,2.31,1.65
2018-11-22,3434.73,1.34,2.3,1.66
2018-11-23,3345.07,1.31,2.22,1.58
2018-11-26,3341.93,1.31,2.22,1.57
2018-11-27,3342.36,1.31,2.23,1.59
2018-11-28,3386.03,1.33,2.26,1.6
2018-11-29,3335.06,1.31,2.21,1.58
2018-11-30,3369.1,1.32,2.23,1.6
2018-12-03,3465.88,1.35,2.31,1.64
2018-12-04,3475.19,1.36,2.31,1.64
2018-12-05,3456.35,1.35,2.3,1.64
2018-12-06,3382.65,1.33,2.25,1.6
2018-12-07,3382.54,1.32,2.25,1.6
2018-12-10,3343.3,1.32,2.24,1.59
2018-12-11,3362.11,1.33,2.26,1.59
2018-12-12,3370.45,1.34,2.26,1.61
2018-12-13,3419.32,1.35,2.28,1.62
2018-12-14,3356.41,1.33,2.23,1.57
2018-12-17,3351.41,1.35,2.34,1.63
2018-12-18,3320.68,1.34,2.33,1.63
2018-12-19,3279.59,1.33,2.29,1.6
2018-12-20,3262.72,1.32,2.29,1.6
2018-12-21,3226.78,1.3,2.27,1.6
2018-12-24,3241.98,1.31,2.29,1.6
2018-12-25,3215.98,1.3,2.28,1.58
2018-12-26,3200.52,1.3,2.26,1.58
2018-12-27,3182.46,1.29,2.24,1.56
2018-12-28,3199.94,1.3,2.25,1.56
2019-01-02,3160.12,1.28,2.22,1.55
2019-01-03,3152.77,1.28,2.2,1.53
2019-01-04,3228.22,1.3,2.25,1.58
2019-01-07,3257.48,1.31,2.29,1.61
2019-01-08,3250.11,1.31,2.29,1.61
2019-01-09,3277.02,1.32,2.3,1.61
2019-01-10,3271.07,1.31,2.29,1.61
2019-01-11,3295.01,1.32,2.3,1.62
2019-01-14,3268.0,1.31,2.28,1.61
2019-01-15,3327.79,1.33,2.32,1.62
2019-01-16,3326.37,1.33,2.32,1.62
2019-01-17,3306.33,1.32,2.3,1.61
2019-01-18,3360.23,1.35,2.33,1.62
2019-01-21,3379.09,1.35,2.35,1.63
2019-01-22,3332.85,1.34,2.32,1.61
2019-01-23,3332.41,1.34,2.32,1.61
2019-01-24,3350.87,1.34,2.33,1.61
2019-01-25,3367.87,1.35,2.33,1.6
2019-01-28,3365.22,1.35,2.32,1.61
2019-01-29,3363.57,1.35,2.3,1.58
2019-01-30,3335.1,1.34,2.28,1.56
2019-01-31,3355.24,1.35,2.26,1.54
2019-02-01,3414.02,1.37,2.33,1.59
2019-02-11,3481.81,1.39,2.39,1.63
2019-02-12,3507.84,1.4,2.41,1.64
2019-02-13,3575.11,1.42,2.46,1.67
2019-02-14,3582.9,1.42,2.47,1.66
2019-02-15,3526.36,1.4,2.45,1.67
2019-02-18,3642.01,1.44,2.54,1.74
2019-02-19,3638.24,1.44,2.53,1.73
2019-02-20,3648.22,1.44,2.53,1.75
2019-02-21,3639.21,1.44,2.53,1.74
2019-02-22,3723.54,1.46,2.59,1.81
2019-02-25,3941.82,1.55,2.73,1.92
2019-02-26,3904.69,1.53,2.72,1.91
2019-02-27,3895.77,1.53,2.71,1.91
2019-02-28,3889.89,1.53,2.71,1.92
2019-03-01,3962.37,1.56,2.74,1.93
2019-03-04,4015.06,1.57,2.79,1.97
2019-03-05,4058.23,1.58,2.85,2.0
2019-03-06,4101.71,1.6,2.89,2.07
2019-03-07,4082.91,1.59,2.9,2.12
2019-03-08,3921.48,1.53,2.81,2.02
2019-03-11,4019.0,1.56,2.91,2.1
2019-03-12,4057.07,1.57,2.96,2.12
2019-03-13,4008.48,1.55,2.89,2.05
2019-03-14,3964.24,1.54,2.84,1.99
2019-03-15,4012.96,1.55,2.87,2.02
2019-03-18,4125.37,1.59,2.95,2.08
2019-03-19,4114.97,1.59,2.96,2.06
2019-03-20,4114.97,1.59,2.95,2.08
2019-03-21,4129.87,1.59,2.98,2.11
2019-03-22,4133.47,1.59,2.99,2.13
2019-03-25,4046.75,1.56,2.95,2.09
2019-03-26,3983.78,1.54,2.88,2.03
2019-03-27,4028.22,1.55,2.91,2.05
2019-03-28,4001.66,1.54,2.88,2.01
2019-03-29,4150.6,1.59,2.97,2.06
2019-04-01,4271.54,1.62,3.08,2.16
2019-04-02,4272.72,1.62,3.07,2.19
2019-04-03,4324.93,1.64,3.1,2.21
2019-04-04,4363.8,1.66,3.12,2.22
2019-04-08,4355.32,1.65,3.1,2.19
2019-04-09,4371.9,1.65,3.11,2.21
2019-04-10,4378.93,1.65,3.1,2.2
2019-04-11,4284.85,1.62,3.03,2.16
2019-04-12,4275.25,1.62,3.02,2.16
2019-04-15,4253.83,1.61,2.99,2.12
2019-04-16,4365.13,1.66,3.05,2.17
2019-04-17,4372.02,1.66,3.06,2.18
2019-04-18,4353.75,1.65,3.05,2.17
2019-04-19,4399.33,1.66,3.06,2.19
2019-04-22,4306.64,1.63,3.01,2.15
2019-04-23,4283.61,1.62,2.98,2.1
2019-04-24,4302.16,1.62,3.0,2.13
2019-04-25,4189.86,1.58,2.9,2.05
2019-04-26,4138.19,1.56,2.85,2.02
2019-04-29,4120.53,1.55,2.78,1.96
2019-04-30,4138.71,1.53,2.81,1.98
2019-05-06,3880.4,1.44,2.61,1.82
2019-05-07,3921.46,1.45,2.65,1.82
2019-05-08,3873.86,1.44,2.64,1.81
2019-05-09,3808.27,1.41,2.6,1.78
2019-05-10,3946.29,1.46,2.7,1.85
2019-05-13,3885.72,1.44,2.67,1.82
2019-05-14,3859.24,1.43,2.65,1.81
2019-05-15,3945.86,1.46,2.71,1.84
2019-05-16,3965.37,1.46,2.73,1.84
2019-05-17,3857.85,1.43,2.64,1.76
2019-05-20,3829.38,1.42,2.63,1.77
2019-05-21,3884.89,1.44,2.68,1.81
2019-05-22,3864.65,1.43,2.67,1.8
2019-05-23,3792.72,1.41,2.61,1.79
2019-05-24,3794.91,1.42,2.6,1.76
2019-05-27,3852.34,1.43,2.66,1.81
2019-05-28,3879.16,1.44,2.67,1.81
2019-05-29,3872.7,1.44,2.67,1.81
2019-05-30,3848.73,1.44,2.64,1.81
2019-05-31,3836.88,1.43,2.65,1.81
2019-06-03,3827.82,1.43,2.63,1.77
2019-06-04,3789.93,1.42,2.59,1.76
2019-06-05,3786.68,1.42,2.58,1.75
2019-06-06,3741.0,1.41,2.54,1.71
2019-06-10,3786.74,1.42,2.56,1.74
2019-06-11,3906.93,1.46,2.66,1.8
2019-06-12,3877.17,1.45,2.64,1.79
2019-06-13,3875.22,1.45,2.65,1.8
2019-06-14,3835.36,1.44,2.61,1.77
2019-06-17,3836.7,1.46,2.73,1.81
2019-06-18,3845.85,1.47,2.74,1.81
2019-06-19,3896.24,1.49,2.78,1.83
2019-06-20,4004.49,1.53,2.84,1.88
2019-06-21,4021.51,1.53,2.88,1.9
2019-06-24,4027.92,1.53,2.88,1.89
2019-06-25,3986.6,1.52,2.86,1.89
2019-06-26,3978.66,1.52,2.86,1.87
2019-06-27,4019.58,1.53,2.89,1.89
2019-06-28,4001.34,1.53,2.88,1.88
2019-07-01,4117.99,1.56,2.97,1.94
2019-07-02,4116.05,1.56,2.96,1.94
2019-07-03,4072.85,1.55,2.92,1.91
2019-07-04,4053.52,1.54,2.9,1.92
2019-07-05,4072.95,1.55,2.92,1.92
2019-07-08,3967.93,1.51,2.83,1.86
2019-07-09,3962.27,1.51,2.84,1.87
2019-07-10,3949.97,1.51,2.83,1.83
2019-07-11,3948.89,1.51,2.83,1.83
2019-07-12,3970.93,1.52,2.83,1.86
2019-07-15,3995.42,1.53,2.87,1.86
2019-07-16,3982.83,1.52,2.86,1.87
2019-07-17,3980.51,1.52,2.86,1.88
2019-07-18,3935.36,1.51,2.81,1.85
2019-07-19,3973.57,1.52,2.83,1.86
2019-07-22,3933.13,1.51,2.79,1.82
2019-07-23,3948.72,1.51,2.82,1.82
2019-07-24,3981.99,1.52,2.85,1.83
2019-07-25,4010.51,1.53,2.87,1.84
2019-07-26,4017.74,1.53,2.87,1.84
2019-07-29,4014.09,1.53,2.88,1.83
2019-07-30,4031.86,1.54,2.88,1.84
2019-07-31,4000.15,1.53,2.87,1.83
2019-08-01,3968.42,1.51,2.85,1.82
2019-08-02,3912.09,1.49,2.82,1.78
2019-08-05,3843.69,1.47,2.77,1.76
2019-08-06,3792.91,1.45,2.72,1.71
2019-08-07,3776.39,1.44,2.72,1.71
2019-08-08,3820.32,1.46,2.74,1.73
2019-08-09,3781.11,1.45,2.71,1.71
2019-08-12,3849.67,1.47,2.76,1.74
2019-08-13,3817.93,1.46,2.74,1.73
2019-08-14,3836.08,1.46,2.76,1.73
2019-08-15,3849.68,1.47,2.77,1.74
2019-08-16,3865.97,1.47,2.79,1.73
2019-08-19,3959.39,1.5,2.87,1.79
2019-08-20,3956.24,1.5,2.86,1.79
2019-08-21,3953.38,1.5,2.85,1.8
2019-08-22,3963.77,1.5,2.86,1.79
2019-08-23,3985.64,1.51,2.86,1.8
2019-08-26,3935.52,1.49,2.84,1.79
2019-08-27,3991.68,1.51,2.88,1.84
2019-08-28,3978.69,1.5,2.87,1.81
2019-08-29,3969.91,1.5,2.88,1.8
2019-08-30,3968.36,1.5,2.82,1.78
2019-09-02,4030.51,1.51,2.89,1.83
2019-09-03,4041.57,1.52,2.9,1.84
2019-09-04,4076.82,1.53,2.92,1.87
2019-09-05,4116.85,1.55,2.95,1.88
2019-09-06,4138.48,1.55,2.95,1.89
2019-09-09,4178.74,1.56,3.01,1.91
2019-09-10,4164.34,1.56,3.0,1.91
2019-09-11,4135.69,1.55,2.97,1.89
2019-09-12,4174.32,1.57,2.98,1.91
2019-09-16,4164.06,1.56,2.98,1.92
2019-09-17,4089.97,1.54,2.93,1.87
2019-09-18,4105.17,1.54,2.94,1.86
2019-09-19,4126.24,1.55,2.97,1.88
2019-09-20,4137.69,1.55,2.98,1.89
2019-09-23,4095.43,1.54,2.96,1.87
2019-09-24,4105.52,1.54,2.97,1.89
2019-09-25,4063.63,1.53,2.92,1.85
2019-09-26,4017.55,1.52,2.86,1.83
2019-09-27,4033.49,1.52,2.88,1.84
2019-09-30,3990.69,1.5,2.85,1.82
2019-10-08,4009.37,1.51,2.84,1.82
2019-10-09,4021.65,1.52,2.86,1.83
2019-10-10,4058.82,1.53,2.9,1.85
2019-10-11,4090.23,1.54,2.91,1.87
2019-10-14,4137.81,1.56,2.94,1.89
2019-10-15,4110.89,1.55,2.91,1.86
2019-10-16,4095.73,1.55,2.9,1.86
2019-10-17,4096.15,1.55,2.91,1.84
2019-10-18,4038.54,1.53,2.87,1.81
2019-10-21,4045.66,1.53,2.86,1.8
2019-10-22,4068.06,1.54,2.88,1.81
2019-10-23,4040.93,1.53,2.86,1.8
2019-10-24,4038.89,1.53,2.84,1.8
2019-10-25,4066.7,1.53,2.86,1.81
2019-10-28,4107.62,1.53,2.88,1.84
2019-10-29,4079.94,1.52,2.82,1.81
2019-10-30,4053.37,1.5,2.77,1.78
2019-10-31,4044.0,1.48,2.75,1.77
2019-11-01,4105.04,1.49,2.78,1.8
2019-11-04,4130.47,1.5,2.8,1.79
2019-11-05,4157.35,1.51,2.82,1.79
2019-11-06,4133.39,1.51,2.79,1.78
2019-11-07,4145.13,1.51,2.8,1.77
2019-11-08,4126.47,1.5,2.8,1.77
2019-11-11,4049.13,1.48,2.74,1.73
2019-11-12,4050.74,1.48,2.74,1.73
2019-11-13,4046.62,1.47,2.75,1.73
2019-11-14,4058.27,1.47,2.77,1.74
2019-11-15,4026.95,1.47,2.75,1.72
2019-11-18,4056.19,1.48,2.76,1.72
2019-11-19,4103.19,1.49,2.81,1.76
2019-11-20,4066.37,1.48,2.79,1.74
2019-11-21,4051.66,1.47,2.78,1.75
2019-11-22,4012.06,1.46,2.74,1.74
2019-11-25,4034.14,1.47,2.72,1.74
2019-11-26,4041.21,1.47,2.73,1.75
2019-11-27,4032.59,1.47,2.73,1.74
2019-11-28,4019.09,1.46,2.72,1.73
2019-11-29,3993.27,1.45,2.71,1.73
2019-12-02,4001.17,1.46,2.72,1.73
2019-12-03,4017.19,1.46,2.73,1.73
2019-12-04,4015.08,1.46,2.73,1.73
2019-12-05,4047.64,1.47,2.76,1.75
2019-12-06,4074.21,1.48,2.78,1.76
2019-12-09,4071.35,1.47,2.78,1.76
2019-12-10,4079.95,1.47,2.79,1.77
2019-12-11,4077.7,1.48,2.78,1.76
2019-12-12,4065.41,1.47,2.77,1.76
2019-12-13,4138.88,1.5,2.81,1.78
2019-12-16,4172.1,1.52,3.03,1.84
2019-12-17,4228.81,1.54,3.07,1.89
2019-12-18,4221.45,1.54,3.07,1.9
2019-12-19,4218.24,1.54,3.06,1.92
2019-12-20,4199.35,1.53,3.03,1.9
2019-12-23,4140.05,1.51,2.98,1.85
2019-12-24,4175.64,1.52,3.01,1.88
2019-12-25,4178.02,1.52,3.03,1.87
2019-12-26,4212.95,1.54,3.05,1.89
2019-12-27,4202.09,1.53,3.02,1.89
2019-12-30,4261.67,1.55,3.06,1.91
2019-12-31,4278.53,1.56,3.08,1.93
2020-01-02,4341.85,1.58,3.13,1.97
2020-01-03,4338.85,1.58,3.13,1.97
2020-01-06,4336.82,1.58,3.15,1.99
2020-01-07,4373.99,1.59,3.19,2.01
2020-01-08,4321.16,1.57,3.14,1.97
2020-01-09,4376.84,1.58,3.2,2.0
2020-01-10,4372.56,1.58,3.2,1.99
2020-01-13,4420.37,1.59,3.25,2.01
2020-01-14,4405.8,1.59,3.23,2.01
2020-01-15,4384.99,1.58,3.23,2.01
2020-01-16,4370.45,1.57,3.23,1.99
2020-01-17,4371.67,1.57,3.23,1.98
2020-01-20,4411.29,1.58,3.27,2.0
2020-01-21,4342.07,1.56,3.23,1.96
2020-01-22,4366.05,1.56,3.26,1.97
2020-01-23,4225.94,1.52,3.16,1.9
2020-02-03,3884.6,1.4,2.89,1.74
2020-02-04,3978.57,1.43,2.96,1.74
2020-02-05,4037.33,1.45,3.03,1.77
2020-02-06,4124.73,1.47,3.12,1.81
2020-02-07,4133.33,1.48,3.14,1.82
2020-02-10,4158.03,1.48,3.16,1.85
2020-02-11,4181.81,1.49,3.17,1.84
2020-02-12,4226.31,1.5,3.22,1.86
2020-02-13,4197.7,1.49,3.19,1.86
2020-02-14,4221.39,1.5,3.2,1.86
2020-02-17,4326.32,1.54,3.3,1.9
2020-02-18,4323.28,1.53,3.33,1.94
2020-02-19,4307.23,1.53,3.3,1.92
2020-02-20,4401.52,1.56,3.37,1.95
2020-02-21,4420.3,1.56,3.41,1.96
2020-02-24,4422.77,1.56,3.45,1.99
2020-02-25,4421.85,1.55,3.46,2.0
2020-02-26,4351.58,1.53,3.35,1.96
2020-02-27,4363.01,1.54,3.36,1.97
2020-02-28,4189.31,1.48,3.19,1.87
2020-03-02,4332.11,1.52,3.29,1.96
2020-03-03,4359.74,1.53,3.33,1.97
2020-03-04,4379.85,1.54,3.32,2.0
2020-03-05,4469.17,1.57,3.38,2.02
2020-03-06,4407.66,1.55,3.35,2.03
2020-03-09,4249.15,1.5,3.21,1.95
2020-03-10,4346.12,1.53,3.3,1.99
2020-03-11,4286.37,1.5,3.25,1.95
2020-03-12,4206.19,1.48,3.19,1.91
2020-03-13,4154.84,1.46,3.16,1.89
2020-03-16,3971.88,1.41,3.0,1.81
2020-03-17,3959.72,1.4,3.0,1.8
2020-03-18,3883.39,1.38,2.96,1.76
2020-03-19,3853.22,1.36,2.97,1.77
2020-03-20,3916.15,1.38,3.01,1.8
2020-03-23,3775.76,1.34,2.88,1.74
2020-03-24,3870.0,1.37,2.94,1.76
2020-03-25,3970.99,1.4,3.03,1.81
2020-03-26,3941.6,1.39,3.0,1.79
2020-03-27,3945.63,1.4,3.0,1.78
2020-03-30,3895.82,1.38,2.93,1.76
2020-03-31,3908.1,1.38,2.95,1.75
2020-04-01,3894.99,1.37,2.93,1.74
2020-04-02,3967.03,1.4,3.0,1.77
2020-04-03,3942.31,1.39,2.99,1.77
2020-04-07,4040.71,1.42,3.08,1.8
2020-04-08,4027.54,1.41,3.07,1.8
2020-04-09,4047.24,1.42,3.11,1.81
2020-04-10,4006.44,1.41,3.05,1.81
2020-04-13,3986.18,1.4,3.03,1.8
2020-04-14,4066.9,1.42,3.1,1.81
2020-04-15,4040.51,1.41,3.09,1.8
2020-04-16,4053.81,1.42,3.11,1.81
2020-04-17,4083.65,1.43,3.11,1.82
2020-04-20,4106.98,1.44,3.14,1.83
2020-04-21,4063.51,1.42,3.11,1.82
2020-04-22,4096.9,1.43,3.13,1.83
2020-04-23,4083.48,1.43,3.12,1.81
2020-04-24,4041.13,1.41,3.07,1.8
2020-04-27,4060.16,1.41,3.05,1.8
2020-04-28,4073.87,1.41,3.04,1.77
2020-04-29,4087.91,1.4,3.05,1.78
2020-04-30,4148.69,1.42,3.11,1.8
2020-05-06,4186.34,1.43,3.16,1.82
2020-05-07,4176.22,1.42,3.17,1.82
2020-05-08,4219.01,1.44,3.21,1.82
2020-05-11,4214.05,1.44,3.2,1.83
2020-05-12,4217.23,1.44,3.22,1.81
2020-05-13,4228.21,1.44,3.25,1.81
2020-05-14,4184.45,1.43,3.23,1.79
2020-05-15,4178.58,1.43,3.23,1.8
2020-05-18,4181.02,1.43,3.23,1.81
2020-05-19,4220.88,1.44,3.27,1.82
2020-05-20,4192.92,1.43,3.14,1.81
2020-05-21,4163.61,1.42,3.11,1.8
2020-05-22,4073.25,1.39,3.05,1.78
2020-05-25,4075.2,1.39,3.05,1.75
2020-05-26,4129.78,1.41,3.12,1.79
2020-05-27,4098.37,1.4,3.09,1.79
2020-05-28,4105.54,1.4,3.08,1.79
2020-05-29,4122.52,1.41,3.15,1.79
2020-06-01,4237.07,1.44,3.24,1.84
2020-06-02,4246.22,1.45,3.23,1.85
2020-06-03,4247.42,1.45,3.23,1.84
2020-06-04,4247.11,1.45,3.25,1.83
2020-06-05,4263.97,1.45,3.25,1.85
2020-06-08,4278.51,1.46,3.24,1.84
2020-06-09,4305.24,1.47,3.27,1.84
2020-06-10,4300.35,1.47,3.29,1.84
2020-06-11,4260.4,1.45,3.28,1.81
2020-06-12,4266.59,1.45,3.29,1.8
2020-06-15,4227.85,1.45,3.5,1.9
2020-06-16,4295.4,1.47,3.58,1.94
2020-06-17,4305.39,1.47,3.6,1.96
2020-06-18,4326.69,1.48,3.6,1.94
2020-06-19,4380.23,1.49,3.66,1.95
2020-06-22,4382.32,1.49,3.66,1.93
2020-06-23,4402.0,1.5,3.71,1.96
2020-06-24,4412.91,1.51,3.71,1.96
2020-06-29,4384.4,1.5,3.81,1.94
2020-06-30,4447.17,1.51,3.88,1.96
2020-07-01,4517.69,1.54,3.9,1.99
2020-07-02,4605.95,1.57,3.92,2.06
2020-07-03,4687.52,1.6,3.97,2.14
2020-07-06,4935.33,1.69,4.1,2.24
2020-07-07,4972.95,1.7,4.18,2.26
2020-07-08,5063.16,1.73,4.25,2.33
2020-07-09,5146.61,1.75,4.35,2.37
2020-07-10,5073.06,1.73,4.36,2.32
2020-07-13,5195.27,1.76,4.5,2.37
2020-07-14,5140.82,1.75,4.45,2.35
2020-07-15,5059.01,1.72,4.39,2.32
2020-07-16,4815.76,1.65,4.14,2.22
2020-07-17,4843.22,1.66,4.18,2.18
2020-07-20,4986.4,1.71,4.25,2.28
2020-07-21,5001.9,1.71,4.31,2.29
2020-07-22,5031.51,1.72,4.35,2.34
2020-07-23,5029.78,1.71,4.25,2.34
2020-07-24,4800.4,1.64,4.15,2.26
2020-07-27,4821.52,1.65,4.17,2.25
2020-07-28,4864.96,1.67,4.22,2.27
2020-07-29,4986.0,1.7,4.34,2.32
2020-07-30,4964.11,1.7,4.33,2.3
2020-07-31,5008.2,1.71,4.37,2.32
2020-08-03,5099.62,1.73,4.46,2.37
2020-08-04,5095.26,1.74,4.43,2.35
2020-08-05,5110.51,1.74,4.48,2.4
2020-08-06,5098.53,1.74,4.45,2.39
2020-08-07,5039.17,1.72,4.25,2.36
2020-08-10,5059.63,1.73,4.25,2.34
2020-08-11,5001.57,1.71,4.18,2.31
2020-08-12,4960.51,1.7,4.11,2.34
2020-08-13,4955.51,1.7,4.09,2.32
2020-08-14,5024.18,1.72,4.15,2.31
2020-08-17,5135.73,1.76,4.22,2.41
2020-08-18,5142.22,1.76,4.25,2.42
2020-08-19,5061.16,1.74,4.16,2.38
2020-08-20,4998.12,1.72,4.1,2.34
2020-08-21,5039.43,1.73,4.13,2.37
2020-08-24,5077.61,1.74,4.17,2.35
2020-08-25,5075.62,1.74,4.15,2.36
2020-08-26,5006.92,1.72,4.07,2.3
2020-08-27,5037.14,1.72,4.11,2.31
2020-08-28,5148.93,1.79,4.16,2.34
2020-08-31,5122.13,1.78,4.12,2.36
2020-09-01,5150.85,1.79,4.15,2.39
2020-09-02,5153.61,1.79,4.2,2.4
2020-09-03,5121.67,1.78,4.16,2.37
2020-09-04,5075.83,1.76,4.12,2.37
2020-09-07,4968.55,1.73,4.0,2.31
2020-09-08,4997.36,1.74,4.0,2.34
2020-09-09,4876.08,1.7,3.86,2.25
2020-09-10,4852.5,1.7,3.83,2.22
2020-09-11,4903.26,1.71,3.89,2.25
2020-09-14,4929.74,1.72,3.92,2.28
2020-09-15,4966.68,1.73,3.95,2.3
2020-09-16,4935.29,1.72,3.92,2.3
2020-09-17,4918.03,1.72,3.91,2.29
2020-09-18,5021.08,1.75,3.97,2.33
2020-09-21,4980.03,1.74,3.94,2.31
2020-09-22,4918.89,1.72,3.9,2.27
2020-09-23,4938.48,1.72,3.94,2.28
2020-09-24,4839.04,1.69,3.86,2.22
2020-09-25,4843.15,1.69,3.86,2.22
2020-09-28,4841.63,1.7,3.84,2.18
2020-09-29,4859.07,1.7,3.87,2.2
2020-09-30,4848.68,1.69,3.83,2.17
2020-10-09,4955.13,1.72,3.93,2.23
2020-10-12,5103.63,1.77,4.04,2.3
2020-10-13,5118.42,1.77,4.06,2.29
2020-10-14,5084.55,1.76,4.04,2.28
2020-10-15,5068.7,1.76,4.01,2.26
2020-10-16,5057.11,1.76,3.97,2.25
2020-10-19,5014.79,1.75,3.91,2.23
2020-10-20,5057.49,1.76,3.95,2.24
2020-10-21,5043.15,1.76,3.91,2.23
2020-10-22,5025.03,1.75,3.89,2.24
2020-10-23,4957.69,1.73,3.79,2.21
2020-10-26,4936.06,1.72,3.76,2.19
2020-10-27,4943.82,1.72,3.77,2.17
2020-10-28,4978.94,1.72,3.78,2.17
2020-10-29,5009.26,1.72,3.78,2.16
2020-10-30,4919.88,1.64,3.67,2.1
2020-11-02,4946.3,1.63,3.76,2.08
2020-11-03,5010.44,1.65,3.81,2.14
2020-11-04,5037.94,1.66,3.81,2.13
2020-11-05,5117.5,1.68,3.87,2.17
2020-11-06,5108.4,1.68,3.84,2.18
